tokenized_text,no_stopwords
"['drivernya', 'ga', 'genah', 'minta', 'uang', 'tambahan', 'di', 'aplikasi', 'dia', 'minta', 'bawak', 'motor', 'macam', 'orang', 'gila']","['drivernya', 'ga', 'genah', 'minta', 'uang', 'tambahan', 'aplikasi', 'minta', 'bawak', 'motor', 'macam', 'orang', 'gila']"
"['kenapa', 'yah', 'saya', 'baru', 'daftar', 'di', 'aplikasi', 'ko', 'tiba', 'pesan', 'sendiri', 'yah', 'kesian', 'loh', 'driver', 'nya', 'orang', 'lagi', 'kerja', 'di', 'kira', 'saya', 'orderan', 'fiktif']","['yah', 'baru', 'daftar', 'aplikasi', 'ko', 'tiba', 'pesan', 'sendiri', 'yah', 'kesian', 'loh', 'driver', 'nya', 'orang', 'kerja', 'kira', 'orderan', 'fiktif']"
"['driver', 'males', 'malesan', 'ditungguin', 'lama', 'dichat', 'via', 'aplikasi', 'ga', 'respon', 'ditelpon', 'juga', 'ga', 'diangkat', 'angkat', 'kalo', 'ga', 'niat', 'cari', 'duit', 'mending', 'gausah']","['driver', 'males', 'malesan', 'ditungguin', 'lama', 'dichat', 'via', 'aplikasi', 'ga', 'respon', 'ditelpon', 'ga', 'diangkat', 'angkat', 'kalo', 'ga', 'niat', 'cari', 'duit', 'mending', 'gausah']"
"['drivernya', 'pada', 'ga', 'benerrrrr', 'yg', 'satu', 'ngajak', 'pacaran', 'padahal', 'minor', 'yg', 'satu', 'request', 'yg', 'satu', 'ngatain', 'lemah', 'karna', 'di', 'cancel', 'bintang', 'dulu', 'deh', 'ya', 'males', 'bgttt']","['drivernya', 'ga', 'benerrrrr', 'yg', 'satu', 'ngajak', 'pacaran', 'padahal', 'minor', 'yg', 'satu', 'request', 'yg', 'satu', 'ngatain', 'lemah', 'karna', 'cancel', 'bintang', 'dulu', 'deh', 'males', 'bgttt']"
"['ini', 'aplikasi', 'tiba', 'tiba', 'log', 'out', 'sendiri', 'mau', 'masuk', 'gbs', 'sedangkan', 'order', 'terus', 'berjalan']","['aplikasi', 'tiba', 'tiba', 'log', 'out', 'sendiri', 'mau', 'masuk', 'gbs', 'order', 'terus', 'berjalan']"
"['ongkir', 'nya', 'terlalu', 'murah']","['ongkir', 'nya', 'terlalu', 'murah']"
"['semua', 'driver', 'nya', 'sangat', 'lelet', 'dan', 'tidak', 'sopan', 'santun']","['semua', 'driver', 'nya', 'sangat', 'lelet', 'sopan', 'santun']"
['oke'],['oke']
"['mohon', 'ditingkatkan', 'lagi', 'agar', 'customer', 'tidak', 'kelamaan', 'nunggu', 'driver', 'saat', 'dibutuhkan', 'padahal', 'banyak', 'driver', 'terdekat', 'tapi', 'yg', 'ditugaskan', 'justru', 'yg', 'agak', 'jauh', 'karena', 'prioritas', 'sdh', 'beli', 'atribut']","['mohon', 'ditingkatkan', 'customer', 'kelamaan', 'nunggu', 'driver', 'dibutuhkan', 'padahal', 'banyak', 'driver', 'terdekat', 'yg', 'ditugaskan', 'justru', 'yg', 'jauh', 'prioritas', 'sdh', 'beli', 'atribut']"
"['terlalu', 'lama', 'banget', 'cari', 'driver']","['terlalu', 'lama', 'banget', 'cari', 'driver']"
"['kualitas', 'map', 'nya', 'di', 'perbaiki', 'masa', 'cari', 'alamat', 'tidak', 'ketemu']","['kualitas', 'map', 'nya', 'perbaiki', 'masa', 'cari', 'alamat', 'ketemu']"
"['sampah', 'loading', 'lama', 'menyusahkan']","['sampah', 'loading', 'lama', 'menyusahkan']"
"['awal', 'bagus', 'tapi', 'kenapa', 'skrg', 'delivery', 'jarak', 'hanya', 'm', 'udah', 'rb', 'biasanya', 'juga', 'rb']","['awal', 'bagus', 'skrg', 'delivery', 'jarak', 'm', 'udah', 'rb', 'biasanya', 'rb']"
['dangke'],['dangke']
"['masih', 'banyak', 'di', 'beberapa', 'area', 'banyak', 'driver', 'yang', 'menolak', 'untuk', 'mangantar', 'sampai', 'tujuan', 'dengan', 'alasan', 'becek', 'dan', 'kendaraan', 'kotor']","['banyak', 'beberapa', 'area', 'banyak', 'driver', 'menolak', 'mangantar', 'tujuan', 'alasan', 'becek', 'kendaraan', 'kotor']"
"['x', 'order', 'maxim', 'drivernya', 'nggak', 'sopan', 'semua']","['x', 'order', 'maxim', 'drivernya', 'sopan', 'semua']"
"['sangat', 'baik']","['sangat', 'baik']"
"['map', 'nya', 'gak', 'bener', 'gak', 'ke', 'baca']","['map', 'nya', 'gak', 'bener', 'gak', 'baca']"
"['dari', 'segi', 'apknya', 'bagus', 'cuma', 'kebanyakan', 'driver', 'gak', 'mau', 'kaspro', 'sedangkan', 'gak', 'ada', 'cash', 'ribet', 'jadinya']","['segi', 'apknya', 'bagus', 'cuma', 'kebanyakan', 'driver', 'gak', 'mau', 'kaspro', 'gak', 'cash', 'ribet', 'jadinya']"
"['apaapa', 'ini', 'aplikasi', 'belum', 'juga', 'pesan', 'main', 'menentukan', 'saja', 'sendiri', 'nya', 'aplikasi', 'sampah']","['apaapa', 'aplikasi', 'pesan', 'main', 'menentukan', 'sendiri', 'nya', 'aplikasi', 'sampah']"
"['para', 'driver', 'nya', 'banyak', 'nolak', 'rejekikarena', 'harga', 'terlalu', 'murah']","['driver', 'nya', 'banyak', 'nolak', 'rejekikarena', 'harga', 'terlalu', 'murah']"
"['gk', 'ramah', 'sendal', 'lupa', 'pke', 'swalow', 'minta', 'suruh', 'kmbli', 'mlh', 'nggrutu', 'jd', 'balik', 'pk', 'sendal', 'jepit', 'depok', 'pangasinan', 'ke', 'parung', 'trus', 'minta', 'rb', 'lawak', 'pdhl', 'hrga', 'mls', 'gua', 'rd', 'gk', 'enakan', 'aja', 'mangkel']","['gk', 'ramah', 'sendal', 'lupa', 'pke', 'swalow', 'minta', 'suruh', 'kmbli', 'mlh', 'nggrutu', 'jd', 'balik', 'pk', 'sendal', 'jepit', 'depok', 'pangasinan', 'parung', 'trus', 'minta', 'rb', 'lawak', 'pdhl', 'hrga', 'mls', 'gua', 'rd', 'gk', 'enakan', 'aja', 'mangkel']"
"['nggak', 'banget']",['banget']
"['tepat', 'waktu']","['tepat', 'waktu']"
"['setiap', 'order', 'di', 'pick', 'up', 'sama', 'driver', 'nya', 'tapi', 'dihubungi', 'gak', 'bisa', 'dan', 'sudah', 'lama', 'menunggu', 'gak', 'datang', 'mana', 'aplikasi', 'nya', 'gak', 'bisa', 'mantau', 'perjalanan', 'pramudi', 'beda', 'sama', 'tetangga', 'nya', 'pantas', 'maxim', 'gak', 'ada', 'peminat', 'nya', 'parah']","['order', 'pick', 'up', 'sama', 'driver', 'nya', 'dihubungi', 'gak', 'lama', 'menunggu', 'gak', 'datang', 'mana', 'aplikasi', 'nya', 'gak', 'mantau', 'perjalanan', 'pramudi', 'beda', 'sama', 'tetangga', 'nya', 'pantas', 'maxim', 'gak', 'peminat', 'nya', 'parah']"
"['kadang', 'salah', 'map', 'peta', 'kadang', 'order', 'yang', 'dibatalkan', 'nggak', 'bisa', 'dibatalkan', 'kadang', 'slow', 'respon']","['kadang', 'salah', 'map', 'peta', 'kadang', 'order', 'dibatalkan', 'dibatalkan', 'kadang', 'slow', 'respon']"
"['saya', 'dapat', 'voucher', 'rb', 'gak', 'bisa', 'dipake', 'cuman', 'bisa', 'dipake', 'rb', 'doank']","['voucher', 'rb', 'gak', 'dipake', 'cuman', 'dipake', 'rb', 'doank']"
"['aplikasinya', 'bagus', 'banget', 'sih', 'cuma', 'masih', 'ada', 'kekurangan', 'saya', 'order', 'dan', 'bayar', 'pake', 'koin', 'dan', 'tampilan', 'di', 'maxim', 'saya', 'berhasil', 'dapat', 'potongan', 'nya', 'cuma', 'pas', 'bayar', 'ternyata', 'bayarannya', 'tetap', 'sama', 'dengan', 'harga', 'awal', 'sebelum', 'menggunakan', 'koin', 'yang', 'mohon', 'di', 'tingkat', 'kan', 'lagi', 'yah', 'min']","['aplikasinya', 'bagus', 'banget', 'sih', 'cuma', 'kekurangan', 'order', 'bayar', 'pake', 'koin', 'tampilan', 'maxim', 'berhasil', 'potongan', 'nya', 'cuma', 'pas', 'bayar', 'ternyata', 'bayarannya', 'tetap', 'sama', 'harga', 'awal', 'menggunakan', 'koin', 'mohon', 'tingkat', 'kan', 'yah', 'min']"
"['order', 'malam', 'buat', 'pagi', 'udah', 'dapet', 'driver', 'pas', 'malam', 'hari', 'eh', 'paginya', 'tiba', 'ganti', 'driver', 'sendiri', 'mana', 'saldo', 'kaspro', 'kepotong', 'x', 'ini', 'maksudnya', 'gimana', 'fitur', 'chatnya', 'juga', 'sering', 'ngebug', 'mana', 'lokasi', 'gak', 'akurat', 'juga', 'parah']","['order', 'malam', 'buat', 'pagi', 'udah', 'dapet', 'driver', 'pas', 'malam', 'hari', 'eh', 'paginya', 'tiba', 'ganti', 'driver', 'sendiri', 'mana', 'saldo', 'kaspro', 'kepotong', 'x', 'maksudnya', 'gimana', 'fitur', 'chatnya', 'sering', 'ngebug', 'mana', 'lokasi', 'gak', 'akurat', 'parah']"
"['hallo', 'kenapa', 'aplikasi', 'saya', 'tidak', 'bisa', 'login', 'alias', 'nerima', 'kode', 'otp', 'udah', 'semua', 'no', 'yg', 'saya', 'masukan', 'tetap', 'aja', 'tidak', 'bs', 'nerima', 'kode', 'otp', 'untuk', 'login']","['hallo', 'aplikasi', 'login', 'alias', 'nerima', 'kode', 'otp', 'udah', 'semua', 'no', 'yg', 'masukan', 'tetap', 'aja', 'bs', 'nerima', 'kode', 'otp', 'login']"
"['tadinya', 'saya', 'kasih', 'endingnya', 'saya', 'edit', 'saya', 'ke', 'sebab', 'ternyata', 'layanannya', 'buruk', 'kasus', 'penipuan', 'dimana', 'mana', 'ditambah', 'lagi', 'merugikan', 'banyak', 'hal', 'dari', 'pihak', 'marchent']","['tadinya', 'kasih', 'endingnya', 'edit', 'ternyata', 'layanannya', 'buruk', 'kasus', 'penipuan', 'mana', 'ditambah', 'merugikan', 'banyak', 'pihak', 'marchent']"
"['driver', 'maxim', 'di', 'kota', 'serang', 'melecehkan', 'istri', 'saya', 'babi', 'driver', 'nya']","['driver', 'maxim', 'kota', 'serang', 'melecehkan', 'istri', 'babi', 'driver', 'nya']"
"['kecewa', 'sangat', 'drivernya', 'songong', 'kurang', 'etitud']","['kecewa', 'sangat', 'drivernya', 'songong', 'kurang', 'etitud']"
['baik'],['baik']
"['yth', 'maximtolong', 'bntu', 'saya', 'ya', 'saya', 'perlu', 'riwayat', 'trnsksi', 'saya', 'tgl', 'mei', 'sy', 'pikir', 'ada', 'di', 'aplikasi', 'trnyta', 'zoonk']","['yth', 'maximtolong', 'bntu', 'perlu', 'riwayat', 'trnsksi', 'tgl', 'mei', 'sy', 'pikir', 'aplikasi', 'trnyta', 'zoonk']"
"['aplikasi', 'tak', 'bermanfaat']","['aplikasi', 'tak', 'bermanfaat']"
"['unistal', 'aplikasi', 'jelek']","['unistal', 'aplikasi', 'jelek']"
"['ojek', 'online', 'paling', 'sombong', 'mobil', 'ala', 'kadar', 'pun', 'dikira', 'numpang', 'aja', 'kali', 'ya', 'padahal', 'naiknya', 'bayar', 'kemudi', 'asalan']","['ojek', 'online', 'paling', 'sombong', 'mobil', 'ala', 'kadar', 'dikira', 'numpang', 'aja', 'kali', 'padahal', 'naiknya', 'bayar', 'kemudi', 'asalan']"
"['gak', 'bisa', 'di', 'cancel', 'gblk', 'gw', 'sama', 'driver', 'nya', 'udah', 'sepakat', 'cancel', 'tapi', 'gak', 'bisa', 'bgst', 'kasihan', 'driver', 'nya', 'gak', 'bisa', 'jalan', 'gara', 'gak', 'bisa', 'di', 'cancel', 'maxim', 'tolol', 'baikin', 'coba']","['gak', 'cancel', 'gblk', 'gw', 'sama', 'driver', 'nya', 'udah', 'sepakat', 'cancel', 'gak', 'bgst', 'kasihan', 'driver', 'nya', 'gak', 'jalan', 'gara', 'gak', 'cancel', 'maxim', 'tolol', 'baikin', 'coba']"
"['kenapa', 'tidak', 'bisa', 'login']",['login']
"['maxim', 'parah', 'tdk', 'ada', 'lokasi', 'posisi', 'pengemudi', 'dimana', 'selalu', 'sejam', 'sampai', 'pengemudi', 'dr', 'pesan', 'awal', 'di', 'terima']","['maxim', 'parah', 'tdk', 'lokasi', 'posisi', 'pengemudi', 'selalu', 'sejam', 'pengemudi', 'dr', 'pesan', 'awal', 'terima']"
"['maxim', 'asyuugx', 'bisa', 'nyari', 'alamat', 'yg', 'tepat', 'aplikasi', 'tolol']","['maxim', 'asyuugx', 'nyari', 'alamat', 'yg', 'tepat', 'aplikasi', 'tolol']"
"['maps', 'jelek', 'dari', 'semenjak', 'ada', 'maxim', 'gak', 'berubah', 'google', 'maps', 'sudah', 'update', 'terbaru', 'dia', 'masih', 'maps', 'lama', 'titik', 'maps', 'ini', 'sudah', 'gak', 'ada', 'lagi', 'di', 'maps', 'google', 'tapi', 'di', 'maxim', 'masih', 'ada']","['maps', 'jelek', 'semenjak', 'maxim', 'gak', 'berubah', 'google', 'maps', 'update', 'terbaru', 'maps', 'lama', 'titik', 'maps', 'gak', 'maps', 'google', 'maxim']"
"['untuk', 'pesanan', 'makanan', 'harap', 'ada', 'fitur', 'pembatalan', 'pesananalsebelum', 'diantar']","['pesanan', 'makanan', 'harap', 'fitur', 'pembatalan', 'pesananalsebelum', 'diantar']"
"['tolong', 'untuk', 'maps', 'nya', 'diperbaharui', 'lagi', 'dr', 'dulu', 'gaada', 'perubahan', 'masih', 'susah', 'cari', 'alamat']","['maps', 'nya', 'diperbaharui', 'dr', 'dulu', 'gaada', 'perubahan', 'susah', 'cari', 'alamat']"
"['mapnya', 'gak', 'jelas', 'bos']","['mapnya', 'gak', 'jelas', 'bos']"
"['saya', 'isi', 'saldo', 'maxim', 'dari', 'apk', 'link', 'aja', 'sudah', 'sukses', 'tapi', 'tidak', 'masuk', 'masuk']","['isi', 'saldo', 'maxim', 'apk', 'link', 'aja', 'sukses', 'masuk', 'masuk']"
"['maps', 'nya', 'susah', 'titik', 'nya', 'tidak', 'sesuai', 'terkadang', 'nulis', 'alamat', 'tidak', 'muncul', 'lokasi', 'nya', 'tidak', 'akurat']","['maps', 'nya', 'susah', 'titik', 'nya', 'sesuai', 'terkadang', 'nulis', 'alamat', 'muncul', 'lokasi', 'nya', 'akurat']"
"['kecewa', 'pesan', 'awal', 'aplikasi', 'sampai', 'tujuan', 'harga', 'berubah', 'jadi', 'terus', 'mau', 'turun', 'gue', 'tanyain', 'berapa', 'terus', 'gue', 'di', 'mintain', 'lagi', 'sama', 'supir', 'jdi', 'dengan', 'alasan', 'gak', 'enak', 'di', 'bandara', 'ada', 'yang', 'loby', 'padahal', 'gue', 'di', 'bali', 'aman', 'aja', 'ga', 'ada', 'masalah', 'pke', 'maxin', 'lah', 'lah', 'ini', 'di', 'makassar', 'gue', 'di', 'kentel', 'dgn', 'harga', 'gak', 'sesuai', 'aplikasi']","['kecewa', 'pesan', 'awal', 'aplikasi', 'tujuan', 'harga', 'berubah', 'jadi', 'terus', 'mau', 'turun', 'gue', 'tanyain', 'berapa', 'terus', 'gue', 'mintain', 'sama', 'supir', 'jdi', 'alasan', 'gak', 'enak', 'bandara', 'loby', 'padahal', 'gue', 'bali', 'aman', 'aja', 'ga', 'masalah', 'pke', 'maxin', 'lah', 'lah', 'makassar', 'gue', 'kentel', 'dgn', 'harga', 'gak', 'sesuai', 'aplikasi']"
['bagus'],['bagus']
"['driver', 'sangat', 'ramah']","['driver', 'sangat', 'ramah']"
"['tolong', 'dong', 'ada', 'fitur', 'yang', 'kalo', 'cust', 'cancel', 'tiba', 'ada', 'lagi', 'driver', 'yang', 'lain', 'itu', 'bisa', 'dihapus', 'ga', 'ngerugiin', 'driver', 'sama', 'customer', 'itu', 'sering', 'saya', 'kya', 'gitu', 'ada', 'lagi', 'setelah', 'sy', 'cancel', 'kasian', 'driver', 'nya', 'tb', 'saya', 'di', 'chat']","['dong', 'fitur', 'kalo', 'cust', 'cancel', 'tiba', 'driver', 'dihapus', 'ga', 'ngerugiin', 'driver', 'sama', 'customer', 'sering', 'kya', 'gitu', 'sy', 'cancel', 'kasian', 'driver', 'nya', 'tb', 'chat']"
"['mohon', 'maaf', 'saya', 'turunin', 'bintang', 'bisa', 'minta', 'tolong', 'hubungi', 'driver', 'yang', 'saya', 'tumpangi', 'tadi', 'sore', 'soalnya', 'barang', 'saya', 'ketinggalan', 'di', 'mobil', 'driversudah', 'saya', 'chat', 'tapi', 'belum', 'ada', 'kabar', 'mohon', 'bantuannya']","['mohon', 'maaf', 'turunin', 'bintang', 'minta', 'hubungi', 'driver', 'tumpangi', 'tadi', 'sore', 'soalnya', 'barang', 'ketinggalan', 'mobil', 'driversudah', 'chat', 'kabar', 'mohon', 'bantuannya']"
"['aplikasi', 'nya', 'tolong', 'di', 'benerin', 'ya', 'udah', 'mau', 'di', 'cancel', 'pas', 'beli', 'makanan', 'malah', 'nambah', 'nambah', 'jadi', 'banyak', 'tolong', 'agar', 'pas', 'pesan', 'tapi', 'salah', 'bisa', 'di', 'cancel']","['aplikasi', 'nya', 'benerin', 'udah', 'mau', 'cancel', 'pas', 'beli', 'makanan', 'malah', 'nambah', 'nambah', 'jadi', 'banyak', 'pas', 'pesan', 'salah', 'cancel']"
"['pengemudi', 'sangat', 'ramah']","['pengemudi', 'sangat', 'ramah']"
"['malah', 'nunggu', 'delay', 'dulu', 'mnt']","['malah', 'nunggu', 'delay', 'dulu', 'mnt']"
"['tolong', 'update', 'untuk', 'food', 'dan', 'paket', 'instan', 'reguler', 'samday', 'kaya', 'tingkatin', 'lah', 'jangan', 'driver', 'mulu', 'tolong', 'perbaikan', 'ikuti', 'lah', 'contoh', 'grab', 'gojek', 'shopy', 'food', 'lalamove', 'jangan', 'cuma', 'main', 'driver', 'bike', 'coba', 'update', 'tingkatin', 'ke', 'paket', 'food', 'mohon', 'di', 'dengerlah', 'baca', 'mohon', 'bantuannya']","['update', 'food', 'paket', 'instan', 'reguler', 'samday', 'kaya', 'tingkatin', 'lah', 'jangan', 'driver', 'mulu', 'perbaikan', 'ikuti', 'lah', 'contoh', 'grab', 'gojek', 'shopy', 'food', 'lalamove', 'jangan', 'cuma', 'main', 'driver', 'bike', 'coba', 'update', 'tingkatin', 'paket', 'food', 'mohon', 'dengerlah', 'baca', 'mohon', 'bantuannya']"
"['maxim', 'anjing', 'orderan', 'anyep']","['maxim', 'anjing', 'orderan', 'anyep']"
"['susah', 'daftar', 'nya', 'minta', 'kode', 'gk', 'di', 'kirim', 'kirim']","['susah', 'daftar', 'nya', 'minta', 'kode', 'gk', 'kirim', 'kirim']"
"['drivernya', 'gak', 'ramah', 'semua', 'maunya', 'dibayar', 'mahal', 'udah', 'pesen', 'ditolak', 'mulu', 'kebanyakan', 'gaya', 'drivernya', 'najong']","['drivernya', 'gak', 'ramah', 'semua', 'maunya', 'dibayar', 'mahal', 'udah', 'pesen', 'ditolak', 'mulu', 'kebanyakan', 'gaya', 'drivernya', 'najong']"
"['ga', 'lagi', 'pake', 'maxim', 'dapet', 'beberapa', 'kali', 'driver', 'yang', 'bad', 'attitude', 'ngatain', 'pelanggan', 'bodoh', 'dan', 'tolol', 'gais', 'plis', 'jangan', 'pake', 'maxim', 'lgi', 'demi', 'keselamatan', 'kalian', 'aku', 'sering', 'bgt', 'denger', 'pengalaman', 'temen', 'ku', 'yang', 'pake', 'maxim', 'dan', 'diperlakukan', 'dengan', 'tidak', 'baik', 'mendingan', 'mahal', 'dikit', 'pake', 'apk', 'sebelah', 'daripada', 'murah', 'tapi', 'ga', 'safety', 'bad']","['ga', 'pake', 'maxim', 'dapet', 'beberapa', 'kali', 'driver', 'bad', 'attitude', 'ngatain', 'pelanggan', 'bodoh', 'tolol', 'gais', 'plis', 'jangan', 'pake', 'maxim', 'lgi', 'keselamatan', 'kalian', 'aku', 'sering', 'bgt', 'denger', 'pengalaman', 'temen', 'ku', 'pake', 'maxim', 'diperlakukan', 'baik', 'mendingan', 'mahal', 'dikit', 'pake', 'apk', 'sebelah', 'murah', 'ga', 'safety', 'bad']"
"['aplikasi', 'gk', 'nerbudaya', 'top', 'up', 'akun', 'aja', 'gk', 'ada', 'seklianya', 'bisa', 'pakai', 'pihak', 'ke', 'aplikasi', 'payah', 'juga', 'bisa', 'masuk', 'saldo', 'potongan', 'rb', 'bnrr', 'aplikasi', 'super', 'duper', 'payah', 'pdhl', 'playanan', 'dan', 'harga', 'udah', 'bagus']","['aplikasi', 'gk', 'nerbudaya', 'top', 'up', 'akun', 'aja', 'gk', 'seklianya', 'pakai', 'pihak', 'aplikasi', 'payah', 'masuk', 'saldo', 'potongan', 'rb', 'bnrr', 'aplikasi', 'super', 'duper', 'payah', 'pdhl', 'playanan', 'harga', 'udah', 'bagus']"
"['nyari', 'driver', 'nya', 'susah', 'lamaaaa', 'di', 'batalkan', 'ga', 'bisa']","['nyari', 'driver', 'nya', 'susah', 'lamaaaa', 'batalkan', 'ga']"
['mengecewakan'],['mengecewakan']
"['terlalu', 'ribet', 'pmakaianya', 'ttik', 'lokasi', 'gk', 'bsa', 'akurat', 'tpat', 'itaja', 'kluhannya']","['terlalu', 'ribet', 'pmakaianya', 'ttik', 'lokasi', 'gk', 'bsa', 'akurat', 'tpat', 'itaja', 'kluhannya']"
"['mencari', 'pengemudi', 'terlalu', 'lama']","['mencari', 'pengemudi', 'terlalu', 'lama']"
"['aplikasi', 'apa', 'ini']","['aplikasi', 'apa']"
"['drevire', 'selalu', 'tidak', 'ada', 'uang', 'kembalidan', 'kasar']","['drevire', 'selalu', 'uang', 'kembalidan', 'kasar']"
"['lama', 'untuk', 'pengiriman', 'kode', 'buat', 'log', 'in', 'daftar', 'nya']","['lama', 'pengiriman', 'kode', 'buat', 'log', 'in', 'daftar', 'nya']"
"['drivernya', 'mengancam', 'penumpang', 'tolong', 'dong', 'kl', 'rekrud', 'driver', 'tu', 'di', 'oihat', 'juga', 'orangnya', 'jangan', 'penjahat', 'yang', 'jadi', 'drivernya']","['drivernya', 'mengancam', 'penumpang', 'dong', 'kl', 'rekrud', 'driver', 'tu', 'oihat', 'orangnya', 'jangan', 'penjahat', 'jadi', 'drivernya']"
"['aplikasinya', 'gak', 'benar', 'pesan', 'sebentar', 'berubah', 'gak', 'sesuai', 'harga', 'nya', 'aplikasi', 'buruk']","['aplikasinya', 'gak', 'benar', 'pesan', 'sebentar', 'berubah', 'gak', 'sesuai', 'harga', 'nya', 'aplikasi', 'buruk']"
"['kenapa', 'sekarang', 'harganya', 'tiba', 'tiba', 'berubah', 'pas', 'pemesanan', 'dengan', 'harga', 'angka', 'di', 'dalam', 'perjalanan', 'pun', 'masih', 'sama', 'di', 'harga', 'angka', 'pas', 'begitu', 'sampai', 'alamat', 'tujuan', 'langsung', 'berubah', 'angka', 'harganya', 'menjadi']","['sekarang', 'harganya', 'tiba', 'tiba', 'berubah', 'pas', 'pemesanan', 'harga', 'angka', 'perjalanan', 'sama', 'harga', 'angka', 'pas', 'alamat', 'tujuan', 'langsung', 'berubah', 'angka', 'harganya', 'menjadi']"
"['drivernya', 'tidak', 'bertanggung', 'jawab']","['drivernya', 'bertanggung', 'jawab']"
"['sering', 'driver', 'cancel', 'tanpa', 'sebab', 'driver', 'mobil', 'kurang', 'ramah', 'driver', 'motor', 'sering', 'banyak', 'bicara', 'dan', 'tidak', 'sopan', 'yang', 'menanyakan', 'hal', 'pribadi', 'customer']","['sering', 'driver', 'cancel', 'driver', 'mobil', 'kurang', 'ramah', 'driver', 'motor', 'sering', 'banyak', 'bicara', 'sopan', 'menanyakan', 'pribadi', 'customer']"
"['kslo', 'login', 'haris', 'masukin', 'kode', 'otp', 'terua', 'tp', 'tifsk', 'di', 'lirim', 'gal', 'afs', 'sms', 'atsu', 'telpon', 'aneh']","['kslo', 'login', 'haris', 'masukin', 'kode', 'otp', 'terua', 'tp', 'tifsk', 'lirim', 'gal', 'afs', 'sms', 'atsu', 'telpon', 'aneh']"
"['di', 'usahakan', 'kalau', 'diberikan', 'waktu', 'menit', 'untuk', 'meluncur', 'itu', 'yah', 'sambil', 'jalan', 'bukan', 'masih', 'di', 'tempat', 'pangkalan', 'dan', 'lagi', 'kalau', 'ada', 'tulisan', 'segera', 'akan', 'tiba', 'itu', 'diusahakan', 'sudah', 'dekat', 'bukannya', 'masih', 'di', 'pangkalan', 'titik', 'drivernya', 'kasian', 'orang', 'tunggu', 'lama']","['usahakan', 'kalau', 'diberikan', 'waktu', 'menit', 'meluncur', 'yah', 'jalan', 'bukan', 'tempat', 'pangkalan', 'kalau', 'tulisan', 'segera', 'tiba', 'diusahakan', 'dekat', 'bukannya', 'pangkalan', 'titik', 'drivernya', 'kasian', 'orang', 'tunggu', 'lama']"
"['maaf', 'kok', 'maxim', 'gak', 'bisa', 'login', 'terus', 'kode', 'verifikasinya', 'lama', 'di', 'kirim', 'padahal', 'nomor', 'bener']","['maaf', 'kok', 'maxim', 'gak', 'login', 'terus', 'kode', 'verifikasinya', 'lama', 'kirim', 'padahal', 'nomor', 'bener']"
"['habis', 'update', 'pesanan', 'gak', 'bisa', 'dicancel', 'gak', 'jelas', 'warungnya', 'tutup', 'mau', 'cancel', 'gak', 'bisa', 'orderan', 'ttp', 'jalan', 'di', 'latar', 'belakang', 'apalah']","['habis', 'update', 'pesanan', 'gak', 'dicancel', 'gak', 'jelas', 'warungnya', 'tutup', 'mau', 'cancel', 'gak', 'orderan', 'ttp', 'jalan', 'latar', 'belakang', 'apalah']"
"['tolong', 'untuk', 'maxim', 'knp', 'saat', 'mau', 'buat', 'akun', 'maxim', 'tpi', 'tdk', 'bisa', 'krn', 'tunggu', 'kode', 'otp', 'tdk', 'di', 'kirimkan', 'padahal', 'no', 'hp', 'yg', 'di', 'masukan', 'sdh', 'betul']","['maxim', 'knp', 'mau', 'buat', 'akun', 'maxim', 'tpi', 'tdk', 'krn', 'tunggu', 'kode', 'otp', 'tdk', 'kirimkan', 'padahal', 'no', 'hp', 'yg', 'masukan', 'sdh', 'betul']"
['buruk'],['buruk']
"['sudah', 'melaporkan', 'kehilangan', 'barang', 'di', 'mobil', 'tetapi', 'aplikasi', 'sangat', 'lama', 'mrmberi', 'info']","['melaporkan', 'kehilangan', 'barang', 'mobil', 'aplikasi', 'sangat', 'lama', 'mrmberi', 'info']"
"['aplikas', 'sangat', 'burukapalgi', 'delivery', 'nya', 'saya', 'mesan', 'untuk', 'pengirimandapat', 'drivernya', 'jauh', 'bgtsaya', 'di', 'tebet', 'dapet', 'drivernya', 'di', 'daerah', 'menteng', 'lahdaerah', 'cikini', 'lah', 'pdhal', 'yg', 'driver', 'yg', 'deket', 'adatpi', 'tidak', 'pernah', 'dapat', 'driver', 'yg', 'dekat', 'dengan', 'jarak', 'saya', 'tolong', 'tingkatin', 'lagi']","['aplikas', 'sangat', 'burukapalgi', 'delivery', 'nya', 'mesan', 'pengirimandapat', 'drivernya', 'jauh', 'bgtsaya', 'tebet', 'dapet', 'drivernya', 'daerah', 'menteng', 'lahdaerah', 'cikini', 'lah', 'pdhal', 'yg', 'driver', 'yg', 'deket', 'adatpi', 'pernah', 'driver', 'yg', 'dekat', 'jarak', 'tingkatin']"
"['tolong', 'dong', 'ya', 'setiap', 'naik', 'maxim', 'pasti', 'gaada', 'kembalian', 'uang', 'rb', 'aja', 'kembalian', 'rb', 'gaada', 'kembalian', 'heran', 'selalu', 'begitu', 'draiver', 'maxim']","['dong', 'naik', 'maxim', 'gaada', 'kembalian', 'uang', 'rb', 'aja', 'kembalian', 'rb', 'gaada', 'kembalian', 'heran', 'selalu', 'draiver', 'maxim']"
"['ga', 'bagus', 'pelayanan', 'nya']","['ga', 'bagus', 'pelayanan', 'nya']"
