tokenized_text,no_stopwords
"['ini', 'pertama', 'kali', 'aku', 'pake', 'maxim', 'tapi', 'aku', 'langsung', 'dapet', 'driver', 'yang', 'baik', 'sopan', 'banget', 'dan', 'sesuai', 'sama', 'apa', 'yang', 'aku', 'kepengen', 'dia', 'pake', 'bhs', 'jawa', 'alus', 'trus', 'fokus', 'berkendara', 'ga', 'ngajak', 'aku', 'basa', 'basi', 'poin', 'pentinggg', 'dia', 'udah', 'tua', 'positif', 'vibes', 'pula', 'kalo', 'aplikasi', 'sebelah', 'gatau', 'bawaannya', 'risih', 'terus', 'akuuu', 'mohon', 'maap']","['pertama', 'kali', 'aku', 'pake', 'maxim', 'aku', 'langsung', 'dapet', 'driver', 'baik', 'sopan', 'banget', 'sesuai', 'sama', 'apa', 'aku', 'kepengen', 'pake', 'bhs', 'jawa', 'alus', 'trus', 'fokus', 'berkendara', 'ga', 'ngajak', 'aku', 'basa', 'basi', 'poin', 'pentinggg', 'udah', 'tua', 'positif', 'vibes', 'kalo', 'aplikasi', 'sebelah', 'gatau', 'bawaannya', 'risih', 'terus', 'akuuu', 'mohon', 'maap']"
['baik'],['baik']
"['mantap', 'dan', 'sangat', 'puas']","['mantap', 'sangat', 'puas']"
"['baik', 'puas']","['baik', 'puas']"
['mantap'],['mantap']
"['cepat', 'dan', 'tepat']","['cepat', 'tepat']"
['terimakasih'],['terimakasih']
"['oke', 'juga', 'ternyata']","['oke', 'ternyata']"
"['pelayanan', 'baik', 'dan', 'sesuai']","['pelayanan', 'baik', 'sesuai']"
"['baik', 'orangnyacpat']","['baik', 'orangnyacpat']"
"['pelayanan', 'baik']","['pelayanan', 'baik']"
"['fast', 'respon', 'ramah', 'ongkir', 'sesuai', 'aplikasi']","['fast', 'respon', 'ramah', 'ongkir', 'sesuai', 'aplikasi']"
"['driver', 'nya', 'ramah']","['driver', 'nya', 'ramah']"
"['trimakasih', 'bapak', 'nya', 'baik', 'mau', 'menunggu']","['trimakasih', 'bapak', 'nya', 'baik', 'mau', 'menunggu']"
['mantp'],['mantp']
"['baik', 'dan', 'ramah']","['baik', 'ramah']"
"['tepat', 'waktu', 'dan', 'sesuai', 'harapan']","['tepat', 'waktu', 'sesuai', 'harapan']"
"['pp', 's', 'xx', 'afs', 'y', 'h']","['pp', 's', 'xx', 'afs', 'y', 'h']"
['terimakasih'],['terimakasih']
"['pengemudi', 'nya', 'baik', 'dan', 'sabar']","['pengemudi', 'nya', 'baik', 'sabar']"
"['sampai', 'pusing', 'nungguin', 'kode', 'promo']","['pusing', 'nungguin', 'kode', 'promo']"
"['cepat', 'dan', 'sangat', 'memuaskan']","['cepat', 'sangat', 'memuaskan']"
['mantap'],['mantap']
"['bagus', 'dan', 'murah']","['bagus', 'murah']"
"['sangat', 'baik']","['sangat', 'baik']"
['terbaik'],['terbaik']
"['sangat', 'baik']","['sangat', 'baik']"
['baik'],['baik']
"['terima', 'kasih', 'pak']","['terima', 'kasih', 'pak']"
"['trima', 'kasih', 'bapak', 'driver']","['trima', 'kasih', 'bapak', 'driver']"
"['sangat', 'nyaman', 'simpel', 'satset', 'pollll', 'pkonya']","['sangat', 'nyaman', 'simpel', 'satset', 'pollll', 'pkonya']"
"['terimakasih', 'kerjasamanya']","['terimakasih', 'kerjasamanya']"
"['ramahsat', 'set', 'bgt', 'bpkya', 'tau', 'aja', 'klo', 'lagi', 'pentinghelm', 'gede', 'bgt', 'aku', 'suka', 'jadi', 'ngk', 'harus', 'lepas', 'jedai']","['ramahsat', 'set', 'bgt', 'bpkya', 'tau', 'aja', 'klo', 'pentinghelm', 'gede', 'bgt', 'aku', 'suka', 'jadi', 'ngk', 'lepas', 'jedai']"
"['pengemudi', 'baik', 'sopan']","['pengemudi', 'baik', 'sopan']"
['good'],['good']
"['layanan', 'mantappp']","['layanan', 'mantappp']"
['terbaik'],['terbaik']
"['mantap', 'baik', 'dan', 'tidak', 'sombong', 'orangnya']","['mantap', 'baik', 'sombong', 'orangnya']"
['puas'],['puas']
['good'],['good']
"['sangat', 'baik']","['sangat', 'baik']"
['jos'],['jos']
"['saya', 'sebagai', 'driver', 'tolong', 'dong', 'orderan', 'food', 'an', 'goods', 'ya', 'pembayaranya', 'bisa', 'pake', 'walet', 'dana', 'dll', 'kayak', 'apk', 'lainya', 'saya', 'sering', 'kena', 'orderan', 'fiktif', 'tersebut', 'terinakasih', 'semoga', 'di', 'dengar', 'oleh', 'cs', 'maxim']","['driver', 'dong', 'orderan', 'food', 'an', 'goods', 'pembayaranya', 'pake', 'walet', 'dana', 'kayak', 'apk', 'lainya', 'sering', 'kena', 'orderan', 'fiktif', 'tersebut', 'terinakasih', 'semoga', 'dengar', 'cs', 'maxim']"
"['driver', 'baik']","['driver', 'baik']"
"['mantap', 'cepat']","['mantap', 'cepat']"
['mantaap'],['mantaap']
"['masyaallah', 'driver', 'sangat', 'baiksabardan', 'jujur', 'verygood']","['masyaallah', 'driver', 'sangat', 'baiksabardan', 'jujur', 'verygood']"
"['sangat', 'profesional']","['sangat', 'profesional']"
['ramah'],['ramah']
"['bagus', 'sangat', 'cepat', 'penjeput']","['bagus', 'sangat', 'cepat', 'penjeput']"
"['all', 'ok']",['all']
"['sesuai', 'alamat']","['sesuai', 'alamat']"
"['bermanfaat', 'bagi', 'saya']",['bermanfaat']
['oke'],['oke']
['mantap'],['mantap']
"['makasih', 'ya', 'kaka', 'salam', 'sukses', 'sesama', 'driver', 'saya', 'driver', 'jayapura']","['makasih', 'kaka', 'salam', 'sukses', 'sesama', 'driver', 'driver', 'jayapura']"
"['orangnya', 'baik', 'ramah', 'semoga', 'makin', 'gacor', 'bang', 'orderannyaa']","['orangnya', 'baik', 'ramah', 'semoga', 'makin', 'gacor', 'bang', 'orderannyaa']"
"['terimakasih', 'aku', 'sudah', 'diatakan', 'sampai', 'tujuan']","['terimakasih', 'aku', 'diatakan', 'tujuan']"
"['maxim', 'memudahkan', 'driver', 'dan', 'para', 'penumpang']","['maxim', 'memudahkan', 'driver', 'penumpang']"
"['tepat', 'waktu']","['tepat', 'waktu']"
"['abang', 'nya', 'ramah']","['abang', 'nya', 'ramah']"
"['supirnya', 'baik', 'mobilnya', 'nyaman']","['supirnya', 'baik', 'mobilnya', 'nyaman']"
"['pelayanan', 'sangat', 'baik', 'sopan', 'dan', 'cepat']","['pelayanan', 'sangat', 'baik', 'sopan', 'cepat']"
['ok'],[]
['mantap'],['mantap']
['ramah'],['ramah']
"['abg', 'nya', 'ramah', 'dan', 'baik']","['abg', 'nya', 'ramah', 'baik']"
"['sopir', 'nya', 'ramah']","['sopir', 'nya', 'ramah']"
['good'],['good']
"['map', 'nya', 'perlu', 'diperbaiki']","['map', 'nya', 'perlu', 'diperbaiki']"
"['baik', 'bapaknya']","['baik', 'bapaknya']"
"['ramah', 'dan', 'baik', 'cepat', 'respon']","['ramah', 'baik', 'cepat', 'respon']"
"['pengemudi', 'yg', 'amanah']","['pengemudi', 'yg', 'amanah']"
['puas'],['puas']
"['sangat', 'baik']","['sangat', 'baik']"
"['nyetir', 'nya', 'bagus', 'berkendara', 'ok']","['nyetir', 'nya', 'bagus', 'berkendara']"
['oke'],['oke']
"['pengemudi', 'ramah']","['pengemudi', 'ramah']"
"['supir', 'nya', 'mantap', 'kali', 'asik']","['supir', 'nya', 'mantap', 'kali', 'asik']"
"['bagus', 'banget', 'kurirnya']","['bagus', 'banget', 'kurirnya']"
"['sangat', 'membantu', 'cepat', 'dan', 'murah']","['sangat', 'membantu', 'cepat', 'murah']"
"['sangat', 'bagus']","['sangat', 'bagus']"
['mantap'],['mantap']
"['baik', 'banget', 'drivernya']","['baik', 'banget', 'drivernya']"
"['the', 'best']","['the', 'best']"
"['driver', 'baik', 'ramah', 'motor', 'bagus']","['driver', 'baik', 'ramah', 'motor', 'bagus']"
"['harga', 'terjangkau']","['harga', 'terjangkau']"
"['mksih', 'buat', 'abang', 'nya', 'semoga', 'sehat', 'selalu', 'sekeluarga', 'semoga', 'rezekinya', 'lancar', 'terus']","['mksih', 'buat', 'abang', 'nya', 'semoga', 'sehat', 'selalu', 'sekeluarga', 'semoga', 'rezekinya', 'lancar', 'terus']"
"['bagus', 'cepat', 'tanggap']","['bagus', 'cepat', 'tanggap']"
"['pelayan', 'baik', 'jujur', 'sopan']","['pelayan', 'baik', 'jujur', 'sopan']"
['ok'],[]
['makasih'],['makasih']
"['driver', 'jos', 'gandos']","['driver', 'jos', 'gandos']"
"['layanan', 'yang', 'cepat', 'tanggap']","['layanan', 'cepat', 'tanggap']"
"['sesuai', 'intruksi']","['sesuai', 'intruksi']"
['puas'],['puas']
"['rama', 'dan', 'asik', 'di', 'ajak', 'bicara', 'terbaik', 'lha']","['rama', 'asik', 'ajak', 'bicara', 'terbaik', 'lha']"
"['driver', 'baik']","['driver', 'baik']"
"['sangat', 'puas', 'dn', 'nyaman']","['sangat', 'puas', 'dn', 'nyaman']"
['bagus'],['bagus']
['mantap'],['mantap']
"['kurang', 'inovasi', 'kalah', 'sama', 'ijo']","['kurang', 'inovasi', 'kalah', 'sama', 'ijo']"
"['saya', 'sangat', 'senang']","['sangat', 'senang']"
['good'],['good']
"['bagus', 'banget']","['bagus', 'banget']"
"['pelayanan', 'nya', 'sgt', 'bagus']","['pelayanan', 'nya', 'sgt', 'bagus']"
"['pengemudi', 'ramah']","['pengemudi', 'ramah']"
"['semngat', 'twrus']","['semngat', 'twrus']"
['siiip'],['siiip']
['good'],['good']
['mantap'],['mantap']
"['driver', 'sangat', 'baik', 'dalam', 'berkendara', 'dan', 'terhadap', 'pelanggan', 'terimakasih', 'bang']","['driver', 'sangat', 'baik', 'berkendara', 'pelanggan', 'terimakasih', 'bang']"
['ramah'],['ramah']
"['drivernya', 'amanah', 'terimakasih', 'banyak']","['drivernya', 'amanah', 'terimakasih', 'banyak']"
"['sangat', 'baik']","['sangat', 'baik']"
"['ramah', 'dn', 'sopan', 'drivernya']","['ramah', 'dn', 'sopan', 'drivernya']"
"['ramah', 'dan', 'baik']","['ramah', 'baik']"
"['the', 'best']","['the', 'best']"
['semangat'],['semangat']
"['sangat', 'cepat', 'dan', 'bagus']","['sangat', 'cepat', 'bagus']"
['baik'],['baik']
['ok'],[]
['baik'],['baik']
"['cukup', 'memuaskan']","['cukup', 'memuaskan']"
"['mas', 'nya', 'ramah', 'mirip', 'cwo', 'saya']","['mas', 'nya', 'ramah', 'mirip', 'cwo']"
"['maxim', 'sangat', 'membantu']","['maxim', 'sangat', 'membantu']"
[],[]
"['ok', 'punyamua', 'tap']","['punyamua', 'tap']"
"['driver', 'ramah']","['driver', 'ramah']"
"['sangat', 'baik']","['sangat', 'baik']"
"['driver', 'sangat', 'baik']","['driver', 'sangat', 'baik']"
"['pelayanan', 'mantap']","['pelayanan', 'mantap']"
"['armadanya', 'bagus', 'supirnya', 'ramah', 'dan', 'menyenangkan']","['armadanya', 'bagus', 'supirnya', 'ramah', 'menyenangkan']"
"['tq', 'kang', 'cepat', 'syekaleehhh', 'sampe', 'nya', 'hatur', 'nuhun']","['tq', 'kang', 'cepat', 'syekaleehhh', 'sampe', 'nya', 'hatur', 'nuhun']"
"['sangat', 'bagus']","['sangat', 'bagus']"
"['sangat', 'bagus']","['sangat', 'bagus']"
"['trima', 'kasih', 'bang', 'udah', 'antar', 'mertua', 'saya', 'sampai', 'tujuan', 'dengan', 'selamat']","['trima', 'kasih', 'bang', 'udah', 'antar', 'mertua', 'tujuan', 'selamat']"
"['matur', 'ssnget', 'mbkdriver', 'ramah']","['matur', 'ssnget', 'mbkdriver', 'ramah']"
"['terima', 'kasih']","['terima', 'kasih']"
"['respon', 'cepet']","['respon', 'cepet']"
"['pelayanannya', 'bagus', 'cepat']","['pelayanannya', 'bagus', 'cepat']"
"['terimakasih', 'pak']","['terimakasih', 'pak']"
"['terbaik', 'pelayanan', 'driver']","['terbaik', 'pelayanan', 'driver']"
['mantap'],['mantap']
['josss'],['josss']
"['mantap', 'skle', 'tepat', 'waktu', 'dan', 'cpt', 'nympek']","['mantap', 'skle', 'tepat', 'waktu', 'cpt', 'nympek']"
"['dulu', 'ya', 'soalnya', 'driver', 'minta', 'byr', 'lbh', 'ribu', 'rupiah', 'alasan', 'krn', 'salah', 'titik']","['dulu', 'soalnya', 'driver', 'minta', 'byr', 'lbh', 'ribu', 'rupiah', 'alasan', 'krn', 'salah', 'titik']"
"['baik', 'banget', 'masnya']","['baik', 'banget', 'masnya']"
['memuaskan'],['memuaskan']
"['alhamdulillah', 'sopir', 'cepat', 'penjemputannya', 'ramah', 'dan', 'santai', 'nyaman']","['alhamdulillah', 'sopir', 'cepat', 'penjemputannya', 'ramah', 'santai', 'nyaman']"
['ok'],[]
['mantap'],['mantap']
"['good', 'job']","['good', 'job']"
['mantap'],['mantap']
"['sagat', 'memuaskan', 'pelayanan', 'ny']","['sagat', 'memuaskan', 'pelayanan', 'ny']"
"['drivernya', 'baik', 'banget']","['drivernya', 'baik', 'banget']"
['mantap'],['mantap']
"['sopan', 'dan', 'baik']","['sopan', 'baik']"
"['sangat', 'puas']","['sangat', 'puas']"
"['sangat', 'baikk']","['sangat', 'baikk']"
['keren'],['keren']
['bagus'],['bagus']
['ok'],[]
['terbaik'],['terbaik']
"['mantap', 'realtime', 'gacorr']","['mantap', 'realtime', 'gacorr']"
"['pelayanan', 'nya', 'ramahsangat', 'baik']","['pelayanan', 'nya', 'ramahsangat', 'baik']"
"['naise', 'keren']","['naise', 'keren']"
"['benahi', 'map']","['benahi', 'map']"
"['bagus', 'gk', 'kalah', 'dengan', 'yg', 'lain']","['bagus', 'gk', 'kalah', 'yg']"
"['pengemudi', 'nya', 'ramah', 'trus', 'bawa', 'kendaraan', 'nya', 'jg', 'enak', 'jd', 'nya', 'nyaman', 'berkendara']","['pengemudi', 'nya', 'ramah', 'trus', 'bawa', 'kendaraan', 'nya', 'jg', 'enak', 'jd', 'nya', 'nyaman', 'berkendara']"
"['cepat', 'sampe', 'tujuan', 'nyaman', 'dan', 'pa', 'suoirnya', 'ramah']","['cepat', 'sampe', 'tujuan', 'nyaman', 'pa', 'suoirnya', 'ramah']"
"['terima', 'kasih', 'sudah', 'dilayani', 'dengan', 'baik']","['terima', 'kasih', 'dilayani', 'baik']"
"['sangat', 'puas']","['sangat', 'puas']"
"['makasih', 'pak', 'murah', 'rezeki', 'semoga', 'gacor']","['makasih', 'pak', 'murah', 'rezeki', 'semoga', 'gacor']"
"['berjuang', 'terus', 'jgn', 'patah', 'semangat']","['berjuang', 'terus', 'jgn', 'patah', 'semangat']"
['terbaik'],['terbaik']
"['pelayyaan', 'baik']","['pelayyaan', 'baik']"
"['baru', 'pertama', 'kali', 'coba', 'aplikasi', 'ojek', 'online', 'untuk', 'perjalanan', 'dalam', 'kota', 'cukup', 'hemat', 'dan', 'mudah', 'dalam', 'penggunaan', 'bisa', 'bersaing', 'dengan', 'aplikasi', 'ojol', 'lainnya']","['baru', 'pertama', 'kali', 'coba', 'aplikasi', 'ojek', 'online', 'perjalanan', 'kota', 'cukup', 'hemat', 'mudah', 'penggunaan', 'bersaing', 'aplikasi', 'ojol', 'lainnya']"
[],[]
"['driver', 'ramah']","['driver', 'ramah']"
['baik'],['baik']
"['sangat', 'sesuai', 'dengan', 'di', 'aplikasi']","['sangat', 'sesuai', 'aplikasi']"
"['pelayanan', 'bagus']","['pelayanan', 'bagus']"
"['service', 'luar', 'bisa', 'bagus', 'sekali', 'manatap']","['service', 'luar', 'bagus', 'sekali', 'manatap']"
"['sangat', 'memuaskan']","['sangat', 'memuaskan']"
"['ramah', 'dan', 'baik']","['ramah', 'baik']"
['aman'],['aman']
"['gimana', 'cara', 'cetak', 'bukti', 'pesanan']","['gimana', 'cara', 'cetak', 'bukti', 'pesanan']"
['bagus'],['bagus']
[],[]
"['ok', 'sip']",['sip']
['baik'],['baik']
"['perjalanan', 'sangat', 'nyaman']","['perjalanan', 'sangat', 'nyaman']"
['baik'],['baik']
['baik'],['baik']
"['ramah', 'abang', 'ya']","['ramah', 'abang']"
['baik'],['baik']
['bagus'],['bagus']
['baik'],['baik']
"['sangat', 'baik']","['sangat', 'baik']"
"['layanan', 'baik']","['layanan', 'baik']"
"['driver', 'ramah', 'dan', 'baik']","['driver', 'ramah', 'baik']"
"['saya', 'suka']",['suka']
['mantap'],['mantap']
['matursuwun'],['matursuwun']
['mantappp'],['mantappp']
['ok'],[]
"['driver', 'nya', 'ramah', 'sopan']","['driver', 'nya', 'ramah', 'sopan']"
[],[]
['baik'],['baik']
"['sangat', 'bagus']","['sangat', 'bagus']"
"['bpknya', 'humble']","['bpknya', 'humble']"
"['sangat', 'tepat', 'waktu']","['sangat', 'tepat', 'waktu']"
['good'],['good']
"['good', 'job', 'driver']","['good', 'job', 'driver']"
['ok'],[]
['baik'],['baik']
"['cepat', 'tepat']","['cepat', 'tepat']"
['baik'],['baik']
[],[]
['mantab'],['mantab']
['baik'],['baik']
"['terima', 'kasih', 'pak']","['terima', 'kasih', 'pak']"
['oklah'],['oklah']
"['sangat', 'ramah', 'dan', 'terpercaya']","['sangat', 'ramah', 'terpercaya']"
"['thank', 'you', 'bang', 'gw', 'jd', 'ga', 'telat', 'msuk', 'kantor']","['thank', 'you', 'bang', 'gw', 'jd', 'ga', 'telat', 'msuk', 'kantor']"
"['baik', 'sekali']","['baik', 'sekali']"
"['pelayanan', 'baik', 'sekalii']","['pelayanan', 'baik', 'sekalii']"
"['cepet', 'dan', 'amanah']","['cepet', 'amanah']"
"['thanks', 'pak']","['thanks', 'pak']"
['ok'],[]
"['maxim', 'sangat', 'membantu']","['maxim', 'sangat', 'membantu']"
['mantap'],['mantap']
"['cukap', 'baik']","['cukap', 'baik']"
"['sangat', 'membantu', 'dalam', 'jasa', 'angkutan', 'mantaplah']","['sangat', 'membantu', 'jasa', 'angkutan', 'mantaplah']"
['ok'],[]
['mantp'],['mantp']
"['makasih', 'pak', 'driver', 'telah', 'mengantarkan', 'kakak', 'saya', 'dengan', 'selamat', 'sampai', 'tujuan', 'semoga', 'sehat', 'selalu', 'dan', 'dilancarkan', 'rizkix']","['makasih', 'pak', 'driver', 'mengantarkan', 'kakak', 'selamat', 'tujuan', 'semoga', 'sehat', 'selalu', 'dilancarkan', 'rizkix']"
['mantab'],['mantab']
"['harga', 'ekonomis', 'pelayanan', 'oke']","['harga', 'ekonomis', 'pelayanan', 'oke']"
['mantap'],['mantap']
"['driver', 'baik', 'banget', 'ramah', 'n', 'sabar']","['driver', 'baik', 'banget', 'ramah', 'n', 'sabar']"
['mantap'],['mantap']
"['pelayanan', 'bagus']","['pelayanan', 'bagus']"
"['driver', 'sangat', 'ramah']","['driver', 'sangat', 'ramah']"
[],[]
['ok'],[]
"['pelayanan', 'baik']","['pelayanan', 'baik']"
['nice'],['nice']
"['good', 'job']","['good', 'job']"
"['cepat', 'dan', 'aman']","['cepat', 'aman']"
"['asik', 'di', 'ajak', 'ngobrol', 'ramah', 'oke', 'lah']","['asik', 'ajak', 'ngobrol', 'ramah', 'oke', 'lah']"
"['alhamdulillah', 'bagus', 'pelayanannya']","['alhamdulillah', 'bagus', 'pelayanannya']"
"['bagus', 'dan', 'semoga', 'bisa', 'bersaing', 'dgn', 'yg', 'lain']","['bagus', 'semoga', 'bersaing', 'dgn', 'yg']"
"['tepat', 'waktu', 'plus', 'ramah', 'driver', 'nya']","['tepat', 'waktu', 'plus', 'ramah', 'driver', 'nya']"
"['good', 'service', 'tarif', 'bersahabat']","['good', 'service', 'tarif', 'bersahabat']"
"['sangat', 'bagus', 'semoga', 'selalu', 'berkembang', 'dan', 'memperbaiki', 'kesalahan', 'aplikasi']","['sangat', 'bagus', 'semoga', 'selalu', 'berkembang', 'memperbaiki', 'kesalahan', 'aplikasi']"
['terimakasih'],['terimakasih']
"['mantap', 'lah', 'bg', 'semangat', 'bg']","['mantap', 'lah', 'bg', 'semangat', 'bg']"
"['bagus', 'sekali']","['bagus', 'sekali']"
['puas'],['puas']
"['tanggapan', 'nya', 'cepat']","['tanggapan', 'nya', 'cepat']"
"['driver', 'ramah']","['driver', 'ramah']"
['beres'],['beres']
"['makasih', 'om', 'gacor', 'sehat', 'selalu']","['makasih', 'om', 'gacor', 'sehat', 'selalu']"
"['driver', 'ramah']","['driver', 'ramah']"
"['sangat', 'baik', 'sekali']","['sangat', 'baik', 'sekali']"
['mantap'],['mantap']
"['driver', 'paing', 'baik', 'sedunia', 'mantap']","['driver', 'paing', 'baik', 'sedunia', 'mantap']"
['mantap'],['mantap']
['bagus'],['bagus']
['good'],['good']
['bagus'],['bagus']
"['terima', 'kasih', 'banyak', 'bantuannya', 'jazakallah', 'khairan', 'katsiran']","['terima', 'kasih', 'banyak', 'bantuannya', 'jazakallah', 'khairan', 'katsiran']"
['baik'],['baik']
['mantap'],['mantap']
"['terima', 'kasih']","['terima', 'kasih']"
"['sangat', 'membantu']","['sangat', 'membantu']"
"['servis', 'nya', 'oke']","['servis', 'nya', 'oke']"
"['murah', 'banget']","['murah', 'banget']"
['ok'],[]
"['titik', 'lokasi', 'masih', 'belum', 'lenngkap']","['titik', 'lokasi', 'lenngkap']"
['mantap'],['mantap']
['mantap'],['mantap']
['mantap'],['mantap']
"['kedatangan', 'nya', 'cepat']","['kedatangan', 'nya', 'cepat']"
"['sangat', 'baik', 'bagus']","['sangat', 'baik', 'bagus']"
['baguscepat'],['baguscepat']
"['saya', 'mau', 'jadi', 'maxim', 'mitra']","['mau', 'jadi', 'maxim', 'mitra']"
"['terimakasih', 'pengantranya', 'bagus', 'orangnya', 'ramah']","['terimakasih', 'pengantranya', 'bagus', 'orangnya', 'ramah']"
['baik'],['baik']
"['kerenn', 'membantu', 'bangett']","['kerenn', 'membantu', 'bangett']"
['terimakasih'],['terimakasih']
"['matur', 'nuwun', 'pk']","['matur', 'nuwun', 'pk']"
"['sipppp', 'ongkosx', 'murahsayang', 'driver', 'masih', 'susah', 'nyantol']","['sipppp', 'ongkosx', 'murahsayang', 'driver', 'susah', 'nyantol']"
"['ongkir', 'murah', 'mantapp']","['ongkir', 'murah', 'mantapp']"
['mantap'],['mantap']
"['mobil', 'bersih', 'sopir', 'nya', 'ramahmantab', 'maxim', 'keren']","['mobil', 'bersih', 'sopir', 'nya', 'ramahmantab', 'maxim', 'keren']"
"['keren', 'sangat', 'cepat', 'kendaraan', 'bersih', 'sesuai']","['keren', 'sangat', 'cepat', 'kendaraan', 'bersih', 'sesuai']"
['good'],['good']
"['orangnya', 'rama', 'dan', 'perjalanan', 'sesuai', 'tempat', 'dan', 'pas']","['orangnya', 'rama', 'perjalanan', 'sesuai', 'tempat', 'pas']"
"['sangat', 'baik']","['sangat', 'baik']"
"['tolong', 'dikembangin', 'lagi', 'untuk', 'pembayaran', 'non', 'tunainya', 'karena', 'sering', 'driver', 'bikecare', 'pas', 'bayar', 'ada', 'kembalian', 'dibawah', 'rb', 'kl', 'kita', 'gak', 'minta', 'gak', 'dikasih', 'kembalian']","['dikembangin', 'pembayaran', 'non', 'tunainya', 'sering', 'driver', 'bikecare', 'pas', 'bayar', 'kembalian', 'dibawah', 'rb', 'kl', 'gak', 'minta', 'gak', 'dikasih', 'kembalian']"
"['orang', 'su', 'datang', 'jmput', 'b', 'na', 'kk']","['orang', 'su', 'datang', 'jmput', 'b', 'na', 'kk']"
"['sopan', 'ramah', 'mobil', 'bersih', 'dan', 'wqgi', 'pokoknya', 'luarbiasa']","['sopan', 'ramah', 'mobil', 'bersih', 'wqgi', 'pokoknya', 'luarbiasa']"
"['baik', 'sekali']","['baik', 'sekali']"
"['keren', 'banget', 'bisa', 'diajak', 'kerja', 'sama', 'bagus', 'bangat']","['keren', 'banget', 'diajak', 'kerja', 'sama', 'bagus', 'bangat']"
['bagus'],['bagus']
['baik'],['baik']
['baik'],['baik']
"['trimksi', 'abaang', 'ojol', 'tengah', 'mlm', 'demm', 'mnggil', 'gk', 'ad', 'stok', 'obt', 'alhmdulillah', 'ad', 'yg', 'bisa', 'nolongin']","['trimksi', 'abaang', 'ojol', 'tengah', 'mlm', 'demm', 'mnggil', 'gk', 'ad', 'stok', 'obt', 'alhmdulillah', 'ad', 'yg', 'nolongin']"
"['hujan', 'deres', 'msh', 'mau', 'terima', 'orderanmakasi']","['hujan', 'deres', 'msh', 'mau', 'terima', 'orderanmakasi']"
['mantul'],['mantul']
"['baik', 'bgt', 'masnya', 'dan', 'ramah', 'serta', 'sopann']","['baik', 'bgt', 'masnya', 'ramah', 'sopann']"
"['driver', 'mantap']","['driver', 'mantap']"
"['apknya', 'kadang', 'suka', 'eror']","['apknya', 'kadang', 'suka', 'eror']"
"['sangat', 'ramah']","['sangat', 'ramah']"
['ramah'],['ramah']
"['sangat', 'bagus', 'makasih']","['sangat', 'bagus', 'makasih']"
"['sangat', 'bagus']","['sangat', 'bagus']"
"['sangat', 'kooperatif']","['sangat', 'kooperatif']"
['mantap'],['mantap']
['goodjob'],['goodjob']
"['sangat', 'baik']","['sangat', 'baik']"
"['baik', 'hati', 'abang', 'nya']","['baik', 'hati', 'abang', 'nya']"
['mantap'],['mantap']
"['sangat', 'baik', 'sekali']","['sangat', 'baik', 'sekali']"
"['bagus', 'saya', 'puas', 'pelayanannya', 'tapi', 'hanya', 'mapsnya', 'saja', 'yg', 'bikin', 'saya', 'keder', 'tolong', 'perbaiki', 'lagi', 'yah']","['bagus', 'puas', 'pelayanannya', 'mapsnya', 'yg', 'bikin', 'keder', 'perbaiki', 'yah']"
['baikramah'],['baikramah']
"['driver', 'nya', 'sangat', 'ramah', 'dan', 'baik', 'sekali']","['driver', 'nya', 'sangat', 'ramah', 'baik', 'sekali']"
