content,tokenized_text,processed_text
"Saya kalau mau pesan harus login, tpi saat saya login kode otp tdk masuk'/tidak di kirim, tolong ya","['saya', 'kalau', 'mau', 'pesan', 'harus', 'login', 'tpi', 'saat', 'saya', 'login', 'kode', 'otp', 'tdk', 'masuktidak', 'di', 'kirim', 'tolong', 'ya']","['kalau', 'mau', 'pesan', 'login', 'tpi', 'login', 'kode', 'otp', 'tdk', 'masuktidak', 'kirim']"
"Pliis kirim Otp berkali kali ga masuk, nomer aktif, sinyal bagus. Begitu kempatan udah habis, baru ada pengiriman kode OTP. Dan itu sudah tidak bisa dimasukkan karena ""Kesempatan anda sudah habis"" Gimana siih. Tolong laah","['pliis', 'kirim', 'otp', 'berkali', 'kali', 'ga', 'masuk', 'nomer', 'aktif', 'sinyal', 'bagus', 'begitu', 'kempatan', 'udah', 'habis', 'baru', 'ada', 'pengiriman', 'kode', 'otp', 'dan', 'itu', 'sudah', 'tidak', 'bisa', 'dimasukkan', 'karena', 'kesempatan', 'anda', 'sudah', 'habis', 'gimana', 'siih', 'tolong', 'laah']","['pliis', 'kirim', 'otp', 'kali', 'kali', 'ga', 'masuk', 'nomer', 'aktif', 'sinyal', 'bagus', 'kempatan', 'udah', 'habis', 'baru', 'kirim', 'kode', 'otp', 'masuk', 'sempat', 'habis', 'gimana', 'siih', 'laah']"
Driver nya pada nolak terus Untuk pembata lan pesnanan makanannya kyk ajg,"['driver', 'nya', 'pada', 'nolak', 'terus', 'untuk', 'pembata', 'lan', 'pesnanan', 'makanannya', 'kyk', 'ajg']","['driver', 'nya', 'nolak', 'terus', 'bata', 'lan', 'pesnanan', 'makan', 'kyk', 'ajg']"
Aplikasi error,"['aplikasi', 'error']","['aplikasi', 'error']"
"Sangat tidak memuaskan, pelayanan burk dan lambat!","['sangat', 'tidak', 'memuaskan', 'pelayanan', 'burk', 'dan', 'lambat']","['sangat', 'muas', 'layan', 'burk', 'lambat']"
parah banget saya order di cancel terus sama driver gocar hanya karena jarak deket doang orderan saya di cancel terus. parah maxim,"['parah', 'banget', 'saya', 'order', 'di', 'cancel', 'terus', 'sama', 'driver', 'gocar', 'hanya', 'karena', 'jarak', 'deket', 'doang', 'orderan', 'saya', 'di', 'cancel', 'terus', 'parah', 'maxim']","['parah', 'banget', 'order', 'cancel', 'terus', 'sama', 'driver', 'gocar', 'jarak', 'deket', 'doang', 'order', 'cancel', 'terus', 'parah', 'maxim']"
"Isi maxim wallet, saldo di bank udah berkurang tapi maxim wallet gak nambah.. Niat bkin pmbayaran nontunai apa gak? Driver kalau dibayar cash suka gak ada kembalian. Parahh","['isi', 'maxim', 'wallet', 'saldo', 'di', 'bank', 'udah', 'berkurang', 'tapi', 'maxim', 'wallet', 'gak', 'nambah', 'niat', 'bkin', 'pmbayaran', 'nontunai', 'apa', 'gak', 'driver', 'kalau', 'dibayar', 'cash', 'suka', 'gak', 'ada', 'kembalian', 'parahh']","['isi', 'maxim', 'wallet', 'saldo', 'bank', 'udah', 'kurang', 'maxim', 'wallet', 'gak', 'nambah', 'niat', 'bkin', 'pmbayaran', 'nontunai', 'apa', 'gak', 'driver', 'kalau', 'bayar', 'cash', 'suka', 'gak', 'kembali', 'parahh']"
"sering tidak ketemu titik alamat yang pas, gajelas.","['sering', 'tidak', 'ketemu', 'titik', 'alamat', 'yang', 'pas', 'gajelas']","['sering', 'ketemu', 'titik', 'alamat', 'pas', 'gajelas']"
Br pertama kali download lngsng dpt driver yang curang,"['br', 'pertama', 'kali', 'download', 'lngsng', 'dpt', 'driver', 'yang', 'curang']","['br', 'pertama', 'kali', 'download', 'lngsng', 'dpt', 'driver', 'curang']"
isi saldo aj sulit,"['isi', 'saldo', 'aj', 'sulit']","['isi', 'saldo', 'aj', 'sulit']"
tolong ditingkatkan lagi maps nya,"['tolong', 'ditingkatkan', 'lagi', 'maps', 'nya']","['tingkat', 'maps', 'nya']"
"Padahal harga terjangkau, tapi dengan peyanan nya kebanyakan cabul apalagi nopol G6569AFF","['padahal', 'harga', 'terjangkau', 'tapi', 'dengan', 'peyanan', 'nya', 'kebanyakan', 'cabul', 'apalagi', 'nopol', 'gaff']","['padahal', 'harga', 'jangkau', 'peyanan', 'nya', 'banyak', 'cabul', 'nopol', 'gaff']"
Pelayan orang kantor Maxim pusat buruk mata duitan saldo driver diambil di maling sama orang kantor Maxim ga di balikin padahal akun udah di suspend atau blokir,"['pelayan', 'orang', 'kantor', 'maxim', 'pusat', 'buruk', 'mata', 'duitan', 'saldo', 'driver', 'diambil', 'di', 'maling', 'sama', 'orang', 'kantor', 'maxim', 'ga', 'di', 'balikin', 'padahal', 'akun', 'udah', 'di', 'suspend', 'atau', 'blokir']","['layan', 'orang', 'kantor', 'maxim', 'pusat', 'buruk', 'mata', 'duit', 'saldo', 'driver', 'ambil', 'maling', 'sama', 'orang', 'kantor', 'maxim', 'ga', 'balikin', 'padahal', 'akun', 'udah', 'suspend', 'blokir']"
Mohon untuk lokasinya di ubah seperti google maps saya mohon,"['mohon', 'untuk', 'lokasinya', 'di', 'ubah', 'seperti', 'google', 'maps', 'saya', 'mohon']","['mohon', 'lokasi', 'ubah', 'google', 'maps', 'mohon']"
Tidak ada promo,"['tidak', 'ada', 'promo']",['promo']
Untuk daftar rider gmn,"['untuk', 'daftar', 'rider', 'gmn']","['daftar', 'rider', 'gmn']"
"Tolong jarak sama waktunya di sesuaikan yaa. Driver masih jauh di aplikasi bilang 2 menit. Nungguin driver sampe 20-30 menit, sebelumnya saya bilang cancel aja tapi pengemudinya gak mau malah di klik sudah tiba. Merugikan di waktu. Ujung-ujungnya saya yg bayar lebih karna nungguin sudah lebih dari batas waktu tunggu. Padahal driver nya yg telat, kok malah saya yg disuruh bayar lebih.","['tolong', 'jarak', 'sama', 'waktunya', 'di', 'sesuaikan', 'yaa', 'driver', 'masih', 'jauh', 'di', 'aplikasi', 'bilang', 'menit', 'nungguin', 'driver', 'sampe', 'menit', 'sebelumnya', 'saya', 'bilang', 'cancel', 'aja', 'tapi', 'pengemudinya', 'gak', 'mau', 'malah', 'di', 'klik', 'sudah', 'tiba', 'merugikan', 'di', 'waktu', 'ujungujungnya', 'saya', 'yg', 'bayar', 'lebih', 'karna', 'nungguin', 'sudah', 'lebih', 'dari', 'batas', 'waktu', 'tunggu', 'padahal', 'driver', 'nya', 'yg', 'telat', 'kok', 'malah', 'saya', 'yg', 'disuruh', 'bayar', 'lebih']","['jarak', 'sama', 'waktu', 'sesuai', 'yaa', 'driver', 'jauh', 'aplikasi', 'bilang', 'menit', 'nungguin', 'driver', 'sampe', 'menit', 'belum', 'bilang', 'cancel', 'aja', 'mud', 'gak', 'mau', 'malah', 'klik', 'tiba', 'rugi', 'waktu', 'ujungujungnya', 'yg', 'bayar', 'lebih', 'karna', 'nungguin', 'lebih', 'batas', 'waktu', 'tunggu', 'padahal', 'driver', 'nya', 'yg', 'telat', 'kok', 'malah', 'yg', 'suruh', 'bayar', 'lebih']"
Riwayat terakhir tidak bisa menghubungi driver terakhir...ada barang yang ketinggalan...bagaimana cara hubungi drivernya!?,"['riwayat', 'terakhir', 'tidak', 'bisa', 'menghubungi', 'driver', 'terakhirada', 'barang', 'yang', 'ketinggalanbagaimana', 'cara', 'hubungi', 'drivernya']","['riwayat', 'akhir', 'hubung', 'driver', 'terakhirada', 'barang', 'ketinggalanbagaimana', 'cara', 'hubung', 'drivernya']"
tukang Maxim ny marah ²,"['tukang', 'maxim', 'ny', 'marah']","['tukang', 'maxim', 'ny', 'marah']"
"MAXIM BAHAYA TAU GA, BUAT TEMAN SAYA JADI KECELAKAAN DAN SEKARANG JD DIRAWAT DIRUMAH SAKIT AKIBAT DRIVER YG MENGEBUT.","['maxim', 'bahaya', 'tau', 'ga', 'buat', 'teman', 'saya', 'jadi', 'kecelakaan', 'dan', 'sekarang', 'jd', 'dirawat', 'dirumah', 'sakit', 'akibat', 'driver', 'yg', 'mengebut']","['maxim', 'bahaya', 'tau', 'ga', 'buat', 'teman', 'jadi', 'celaka', 'sekarang', 'jd', 'rawat', 'rumah', 'sakit', 'akibat', 'driver', 'yg', 'kebut']"
Driver nya banyak yang gak jelas dan banyak yang mesum dan pelecehan,"['driver', 'nya', 'banyak', 'yang', 'gak', 'jelas', 'dan', 'banyak', 'yang', 'mesum', 'dan', 'pelecehan']","['driver', 'nya', 'banyak', 'gak', 'jelas', 'banyak', 'mesum', 'leceh']"
Aplikasinya nge bug layar putih pas cek keranjang padahal mau beli makanan :( parah,"['aplikasinya', 'nge', 'bug', 'layar', 'putih', 'pas', 'cek', 'keranjang', 'padahal', 'mau', 'beli', 'makanan', 'parah']","['aplikasi', 'nge', 'bug', 'layar', 'putih', 'pas', 'cek', 'keranjang', 'padahal', 'mau', 'beli', 'makan', 'parah']"
baik,['baik'],['baik']
"Apa apaan tiba tiba log out dari apk. Mana mau log in susah betul, berkali kali saya minta kirim ulang kode verifikasi malah ga ke kirim kirim. 7 kali sudah begitu. Tolong di baiki lagi apk nya","['apa', 'apaan', 'tiba', 'tiba', 'log', 'out', 'dari', 'apk', 'mana', 'mau', 'log', 'in', 'susah', 'betul', 'berkali', 'kali', 'saya', 'minta', 'kirim', 'ulang', 'kode', 'verifikasi', 'malah', 'ga', 'ke', 'kirim', 'kirim', 'kali', 'sudah', 'begitu', 'tolong', 'di', 'baiki', 'lagi', 'apk', 'nya']","['apa', 'apa', 'tiba', 'tiba', 'log', 'out', 'apk', 'mana', 'mau', 'log', 'in', 'susah', 'betul', 'kali', 'kali', 'minta', 'kirim', 'ulang', 'kode', 'verifikasi', 'malah', 'ga', 'kirim', 'kirim', 'kali', 'baik', 'apk', 'nya']"
good,['good'],['good']
Buruk,['buruk'],['buruk']
Driver nya pda lama udh nunggu 30 mnt engga dtg,"['driver', 'nya', 'pda', 'lama', 'udh', 'nunggu', 'mnt', 'engga', 'dtg']","['driver', 'nya', 'pda', 'lama', 'udh', 'nunggu', 'mnt', 'engga', 'dtg']"
"Saya isi kaspro untuk pembayaran nontunai, saldo bank terpotong, tapi ga masuk wallet, giliran pesan, wallet minus sesuai terif tapi tetap harus bayar tunai","['saya', 'isi', 'kaspro', 'untuk', 'pembayaran', 'nontunai', 'saldo', 'bank', 'terpotong', 'tapi', 'ga', 'masuk', 'wallet', 'giliran', 'pesan', 'wallet', 'minus', 'sesuai', 'terif', 'tapi', 'tetap', 'harus', 'bayar', 'tunai']","['isi', 'kaspro', 'bayar', 'nontunai', 'saldo', 'bank', 'potong', 'ga', 'masuk', 'wallet', 'gilir', 'pesan', 'wallet', 'minus', 'sesuai', 'terif', 'tetap', 'bayar', 'tunai']"
"Supir mengantar adik saya tidak pada titik, sopir juga menunjukkan ekspresi tidak ramah selama perjalanan...","['supir', 'mengantar', 'adik', 'saya', 'tidak', 'pada', 'titik', 'sopir', 'juga', 'menunjukkan', 'ekspresi', 'tidak', 'ramah', 'selama', 'perjalanan']","['supir', 'antar', 'adik', 'titik', 'sopir', 'tunjuk', 'ekspresi', 'ramah', 'lama', 'jalan']"
"Mitra nya bagus ontime juga ramah, cuman ini IT development nya yg cunguk.. Kaspro wallet klo belum siap dipake jangan dulu rilis kunyuk, ini isi saldo 20-50k baru sekali jalan dgn nominal 16k masa iya sisanya tinggal 1800 rupiah, terus klo top up lagi sisanya tadi ilang dan saldo baru terpotong 1100 rupiah.","['mitra', 'nya', 'bagus', 'ontime', 'juga', 'ramah', 'cuman', 'ini', 'it', 'development', 'nya', 'yg', 'cunguk', 'kaspro', 'wallet', 'klo', 'belum', 'siap', 'dipake', 'jangan', 'dulu', 'rilis', 'kunyuk', 'ini', 'isi', 'saldo', 'k', 'baru', 'sekali', 'jalan', 'dgn', 'nominal', 'k', 'masa', 'iya', 'sisanya', 'tinggal', 'rupiah', 'terus', 'klo', 'top', 'up', 'lagi', 'sisanya', 'tadi', 'ilang', 'dan', 'saldo', 'baru', 'terpotong', 'rupiah']","['mitra', 'nya', 'bagus', 'ontime', 'ramah', 'cuman', 'it', 'development', 'nya', 'yg', 'cunguk', 'kaspro', 'wallet', 'klo', 'siap', 'dipake', 'jangan', 'dulu', 'rilis', 'kunyuk', 'isi', 'saldo', 'k', 'baru', 'sekali', 'jalan', 'dgn', 'nominal', 'k', 'masa', 'iya', 'sisa', 'tinggal', 'rupiah', 'terus', 'klo', 'top', 'up', 'sisa', 'tadi', 'ilang', 'saldo', 'baru', 'potong', 'rupiah']"
tidak sopan jasar,"['tidak', 'sopan', 'jasar']","['sopan', 'jasar']"
maxim ...bagaimana ini maxim saya tidak bisa dibukak masih ada saldonya...,"['maxim', 'bagaimana', 'ini', 'maxim', 'saya', 'tidak', 'bisa', 'dibukak', 'masih', 'ada', 'saldonya']","['maxim', 'bagaimana', 'maxim', 'dibukak', 'saldo']"
"tolong di update map nya, susah banget mau cari alamat di maxim","['tolong', 'di', 'update', 'map', 'nya', 'susah', 'banget', 'mau', 'cari', 'alamat', 'di', 'maxim']","['update', 'map', 'nya', 'susah', 'banget', 'mau', 'cari', 'alamat', 'maxim']"
Minta tolong leboh di seleksi lagi atittude drivernya,"['minta', 'tolong', 'leboh', 'di', 'seleksi', 'lagi', 'atittude', 'drivernya']","['minta', 'leboh', 'seleksi', 'atittude', 'drivernya']"
baik baik,"['baik', 'baik']","['baik', 'baik']"
"Tlong orngnya sopan, karena orng""nya ga tau diri udh di bayar ngamuk""maksudnya apa ya?","['tlong', 'orngnya', 'sopan', 'karena', 'orngnya', 'ga', 'tau', 'diri', 'udh', 'di', 'bayar', 'ngamukmaksudnya', 'apa', 'ya']","['tlong', 'orngnya', 'sopan', 'orngnya', 'ga', 'tau', 'diri', 'udh', 'bayar', 'ngamukmaksudnya', 'apa']"
"kebanyakan helm rusak, sengaja atau gimana? sering bgt gitu, ada yg helmnya kotor kena kulit kacang","['kebanyakan', 'helm', 'rusak', 'sengaja', 'atau', 'gimana', 'sering', 'bgt', 'gitu', 'ada', 'yg', 'helmnya', 'kotor', 'kena', 'kulit', 'kacang']","['banyak', 'helm', 'rusak', 'sengaja', 'gimana', 'sering', 'bgt', 'gitu', 'yg', 'helm', 'kotor', 'kena', 'kulit', 'kacang']"
Aplikasi SCAM. Dikasih saldo gratis 200.000 dari staff maxim yang pergi ke sekolahan tapi malah gak bisa dipake soalnya pembayaran nontunai masih coming soon. Katanya saldonya hangus setelah 3 bulan ternyata cuma 1 minggu. Di bagian food banyak juga yang udah sold out padahal pas liat platform selain Maxim masih ada stock. Pokoknya kecewa banget sama staff dan aplikasinya.,"['aplikasi', 'scam', 'dikasih', 'saldo', 'gratis', 'dari', 'staff', 'maxim', 'yang', 'pergi', 'ke', 'sekolahan', 'tapi', 'malah', 'gak', 'bisa', 'dipake', 'soalnya', 'pembayaran', 'nontunai', 'masih', 'coming', 'soon', 'katanya', 'saldonya', 'hangus', 'setelah', 'bulan', 'ternyata', 'cuma', 'minggu', 'di', 'bagian', 'food', 'banyak', 'juga', 'yang', 'udah', 'sold', 'out', 'padahal', 'pas', 'liat', 'platform', 'selain', 'maxim', 'masih', 'ada', 'stock', 'pokoknya', 'kecewa', 'banget', 'sama', 'staff', 'dan', 'aplikasinya']","['aplikasi', 'scam', 'kasih', 'saldo', 'gratis', 'staff', 'maxim', 'pergi', 'sekolah', 'malah', 'gak', 'dipake', 'soal', 'bayar', 'nontunai', 'coming', 'soon', 'kata', 'saldo', 'hangus', 'bulan', 'nyata', 'cuma', 'minggu', 'bagi', 'food', 'banyak', 'udah', 'sold', 'out', 'padahal', 'pas', 'liat', 'platform', 'maxim', 'stock', 'pokok', 'kecewa', 'banget', 'sama', 'staff', 'aplikasi']"
susah bayar suash cari lokasi susah kasih ulasan ktika sudah sampai. kalah sama greb sama gojeg,"['susah', 'bayar', 'suash', 'cari', 'lokasi', 'susah', 'kasih', 'ulasan', 'ktika', 'sudah', 'sampai', 'kalah', 'sama', 'greb', 'sama', 'gojeg']","['susah', 'bayar', 'suash', 'cari', 'lokasi', 'susah', 'kasih', 'ulas', 'ktika', 'kalah', 'sama', 'greb', 'sama', 'gojeg']"
udah nungguin smpe setjam ga sampe² akhirnya ga jadii mesen,"['udah', 'nungguin', 'smpe', 'setjam', 'ga', 'sampe', 'akhirnya', 'ga', 'jadii', 'mesen']","['udah', 'nungguin', 'smpe', 'setjam', 'ga', 'sampe', 'akhir', 'ga', 'jadi', 'mesen']"
"Aplikasi nya ngga jelas, udah milih bayar pake saldo akun tapi pas nyampe tujuan tiba² ditagih bayar pake tunai","['aplikasi', 'nya', 'ngga', 'jelas', 'udah', 'milih', 'bayar', 'pake', 'saldo', 'akun', 'tapi', 'pas', 'nyampe', 'tujuan', 'tiba', 'ditagih', 'bayar', 'pake', 'tunai']","['aplikasi', 'nya', 'ngga', 'jelas', 'udah', 'milih', 'bayar', 'pake', 'saldo', 'akun', 'pas', 'nyampe', 'tuju', 'tiba', 'tagih', 'bayar', 'pake', 'tunai']"
Isi e walet 10 ribu masa cuma dapet 8 ribu. Padahal top upnya pake seabank. Emang boleh ngambil admin sebanyak itu?,"['isi', 'e', 'walet', 'ribu', 'masa', 'cuma', 'dapet', 'ribu', 'padahal', 'top', 'upnya', 'pake', 'seabank', 'emang', 'boleh', 'ngambil', 'admin', 'sebanyak', 'itu']","['isi', 'e', 'walet', 'ribu', 'masa', 'cuma', 'dapet', 'ribu', 'padahal', 'top', 'upnya', 'pake', 'seabank', 'emang', 'ngambil', 'admin', 'banyak']"
pembohongan public katanya bisa beli pake saldo dari maxim ternyata ga bisa,"['pembohongan', 'public', 'katanya', 'bisa', 'beli', 'pake', 'saldo', 'dari', 'maxim', 'ternyata', 'ga', 'bisa']","['bohong', 'public', 'kata', 'beli', 'pake', 'saldo', 'maxim', 'nyata', 'ga']"
penipuuuuuuu najisss katanya dapet 200 k gajelas,"['penipuuuuuuu', 'najisss', 'katanya', 'dapet', 'k', 'gajelas']","['penipuuuuuuu', 'najisss', 'kata', 'dapet', 'k', 'gajelas']"
halah katanya mau ngasih 200 rb mana gajadi,"['halah', 'katanya', 'mau', 'ngasih', 'rb', 'mana', 'gajadi']","['halah', 'kata', 'mau', 'ngasih', 'rb', 'mana', 'gajadi']"
aplikasi nipu katanya mau ngasih 200 RB,"['aplikasi', 'nipu', 'katanya', 'mau', 'ngasih', 'rb']","['aplikasi', 'nipu', 'kata', 'mau', 'ngasih', 'rb']"
"Pg g,apaaa,aq,,,s,,,ply p xygt,","['pg', 'gapaaaaqsply', 'p', 'xygt']","['pg', 'gapaaaaqsply', 'p', 'xygt']"
mana bantuan ini..saya mahu masuk di aplikasi ngk bisa..code otp ngk dapat②,"['mana', 'bantuan', 'inisaya', 'mahu', 'masuk', 'di', 'aplikasi', 'ngk', 'bisacode', 'otp', 'ngk', 'dapat']","['mana', 'bantu', 'inisaya', 'mahu', 'masuk', 'aplikasi', 'ngk', 'bisacode', 'otp', 'ngk']"
Aplikasi bodoh,"['aplikasi', 'bodoh']","['aplikasi', 'bodoh']"
"aplikasi ga guna , minta otp sfh berkali kali gaada yg masuk","['aplikasi', 'ga', 'guna', 'minta', 'otp', 'sfh', 'berkali', 'kali', 'gaada', 'yg', 'masuk']","['aplikasi', 'ga', 'minta', 'otp', 'sfh', 'kali', 'kali', 'gaada', 'yg', 'masuk']"
kt 1727 ii drevernya jujur saat hp ketingalan hp dimobil orngnya baik,"['kt', 'ii', 'drevernya', 'jujur', 'saat', 'hp', 'ketingalan', 'hp', 'dimobil', 'orngnya', 'baik']","['kt', 'ii', 'drevernya', 'jujur', 'hp', 'ketingalan', 'hp', 'mobil', 'orngnya', 'baik']"
Aplikasi membingungkan 🤦🏻‍♀️,"['aplikasi', 'membingungkan']","['aplikasi', 'bingung']"
Masa mesan gofood susah kli Aplikasi ga jelass !!! Nyesal download nya ajj,"['masa', 'mesan', 'gofood', 'susah', 'kli', 'aplikasi', 'ga', 'jelass', 'nyesal', 'download', 'nya', 'ajj']","['masa', 'mesan', 'gofood', 'susah', 'kli', 'aplikasi', 'ga', 'jelass', 'nyesal', 'download', 'nya', 'ajj']"
kemahalan,['kemahalan'],['mahal']
"dear deplover, tolong di evaluasi dong jenis kendaraan nya. Saya di jemput pakai motor Supra fit. katanya ngebut tapi sampe nunggu lebih dari 30menit alhasil saya terlambat. mau ngejar waktu malah jadi terlambat..","['dear', 'deplover', 'tolong', 'di', 'evaluasi', 'dong', 'jenis', 'kendaraan', 'nya', 'saya', 'di', 'jemput', 'pakai', 'motor', 'supra', 'fit', 'katanya', 'ngebut', 'tapi', 'sampe', 'nunggu', 'lebih', 'dari', 'menit', 'alhasil', 'saya', 'terlambat', 'mau', 'ngejar', 'waktu', 'malah', 'jadi', 'terlambat']","['dear', 'deplover', 'evaluasi', 'dong', 'jenis', 'kendara', 'nya', 'jemput', 'pakai', 'motor', 'supra', 'fit', 'kata', 'ngebut', 'sampe', 'nunggu', 'lebih', 'menit', 'alhasil', 'lambat', 'mau', 'ngejar', 'waktu', 'malah', 'jadi', 'lambat']"
"Saya pesan makanan di resto yg sesuai di lokasi tujuan, tetapi yg datng tidak sesuai atau makanannya beli di tempat lain bukan di restoran yg di tuju, semoga lain kali driver bisa lebih amanah, dan bisa lebih di tingkatkan lagi keamanan dalam aplikasi.","['saya', 'pesan', 'makanan', 'di', 'resto', 'yg', 'sesuai', 'di', 'lokasi', 'tujuan', 'tetapi', 'yg', 'datng', 'tidak', 'sesuai', 'atau', 'makanannya', 'beli', 'di', 'tempat', 'lain', 'bukan', 'di', 'restoran', 'yg', 'di', 'tuju', 'semoga', 'lain', 'kali', 'driver', 'bisa', 'lebih', 'amanah', 'dan', 'bisa', 'lebih', 'di', 'tingkatkan', 'lagi', 'keamanan', 'dalam', 'aplikasi']","['pesan', 'makan', 'resto', 'yg', 'sesuai', 'lokasi', 'tuju', 'yg', 'datng', 'sesuai', 'makan', 'beli', 'tempat', 'bukan', 'restoran', 'yg', 'tuju', 'moga', 'kali', 'driver', 'lebih', 'amanah', 'lebih', 'tingkat', 'aman', 'aplikasi']"
"SUDAH TOP UP TAPI TIDAK MASUK APLIKASI JELEK, DRIVER JUGA SERING MAKSA, JELEK BANGET","['sudah', 'top', 'up', 'tapi', 'tidak', 'masuk', 'aplikasi', 'jelek', 'driver', 'juga', 'sering', 'maksa', 'jelek', 'banget']","['top', 'up', 'masuk', 'aplikasi', 'jelek', 'driver', 'sering', 'maksa', 'jelek', 'banget']"
"Sdah 1 mnggu download ,pas daftar g ada SMS kode verifikasi","['sdah', 'mnggu', 'download', 'pas', 'daftar', 'g', 'ada', 'sms', 'kode', 'verifikasi']","['sdah', 'mnggu', 'download', 'pas', 'daftar', 'g', 'sms', 'kode', 'verifikasi']"
tolong dipermudah dacara topup ny pakek putra reload dari pagi gak masuk2 bgmn sy bisa topup Maxim ny...,"['tolong', 'dipermudah', 'dacara', 'topup', 'ny', 'pakek', 'putra', 'reload', 'dari', 'pagi', 'gak', 'masuk', 'bgmn', 'sy', 'bisa', 'topup', 'maxim', 'ny']","['mudah', 'dacara', 'topup', 'ny', 'pakek', 'putra', 'reload', 'pagi', 'gak', 'masuk', 'bgmn', 'sy', 'topup', 'maxim', 'ny']"
"Ga suka bgt sama aplikasi satu ini lemot lama ga worth it apa apa di bikin nunggu,kaya mau pake driver harus nunggu satu jam buat konfirmasi kan ga masuk akal tolong dong di upgrade","['ga', 'suka', 'bgt', 'sama', 'aplikasi', 'satu', 'ini', 'lemot', 'lama', 'ga', 'worth', 'it', 'apa', 'apa', 'di', 'bikin', 'nunggukaya', 'mau', 'pake', 'driver', 'harus', 'nunggu', 'satu', 'jam', 'buat', 'konfirmasi', 'kan', 'ga', 'masuk', 'akal', 'tolong', 'dong', 'di', 'upgrade']","['ga', 'suka', 'bgt', 'sama', 'aplikasi', 'satu', 'lot', 'lama', 'ga', 'worth', 'it', 'apa', 'apa', 'bikin', 'nunggukaya', 'mau', 'pake', 'driver', 'nunggu', 'satu', 'jam', 'buat', 'konfirmasi', 'kan', 'ga', 'masuk', 'akal', 'dong', 'upgrade']"
"Burik sekali mapsnya, apk suram","['burik', 'sekali', 'mapsnya', 'apk', 'suram']","['burik', 'sekali', 'mapsnya', 'apk', 'suram']"
"Naik dari bandara soekarno kena charge 25 rb ditambah parkir 10 rb dan tol.katanya kl datang dari pool lebih murah beda harganya dengan yang sudah ready lebih mahal.kaget sekali beda dengan harga aplikasi.mungkin pegawainya sengaja minta foto orderan biar dapat tip sudah nyari penumpang,padahal saya order sendiri.kalau tol bayar sendiri wajar, tapi ini kena charge dari bandara 25 rb tanpa pemberitahuan.saat mobil tiba di bandara baru dikasih tahu.kapok jadinya.. Berbisnislah yang jujur","['naik', 'dari', 'bandara', 'soekarno', 'kena', 'charge', 'rb', 'ditambah', 'parkir', 'rb', 'dan', 'tolkatanya', 'kl', 'datang', 'dari', 'pool', 'lebih', 'murah', 'beda', 'harganya', 'dengan', 'yang', 'sudah', 'ready', 'lebih', 'mahalkaget', 'sekali', 'beda', 'dengan', 'harga', 'aplikasimungkin', 'pegawainya', 'sengaja', 'minta', 'foto', 'orderan', 'biar', 'dapat', 'tip', 'sudah', 'nyari', 'penumpangpadahal', 'saya', 'order', 'sendirikalau', 'tol', 'bayar', 'sendiri', 'wajar', 'tapi', 'ini', 'kena', 'charge', 'dari', 'bandara', 'rb', 'tanpa', 'pemberitahuansaat', 'mobil', 'tiba', 'di', 'bandara', 'baru', 'dikasih', 'tahukapok', 'jadinya', 'berbisnislah', 'yang', 'jujur']","['naik', 'bandara', 'soekarno', 'kena', 'charge', 'rb', 'tambah', 'parkir', 'rb', 'tolkatanya', 'kl', 'datang', 'pool', 'lebih', 'murah', 'beda', 'harga', 'ready', 'lebih', 'mahalkaget', 'sekali', 'beda', 'harga', 'aplikasimungkin', 'pegawai', 'sengaja', 'minta', 'foto', 'order', 'biar', 'tip', 'nyari', 'penumpangpadahal', 'order', 'sendirikalau', 'tol', 'bayar', 'sendiri', 'wajar', 'kena', 'charge', 'bandara', 'rb', 'pemberitahuansaat', 'mobil', 'tiba', 'bandara', 'baru', 'kasih', 'tahukapok', 'jadi', 'bisnis', 'jujur']"
