content,tokenized_text,processed_text
Tak bisa login parah,"['tak', 'bisa', 'login', 'parah']","['tak', 'login', 'parah']"
"kenapa gak bisa login ,,apa masih ada gangguan apa gimana iya ?","['kenapa', 'gak', 'bisa', 'login', 'apa', 'masih', 'ada', 'gangguan', 'apa', 'gimana', 'iya']","['gak', 'login', 'apa', 'ganggu', 'apa', 'gimana', 'iya']"
Bintang satu terlalu lama cari derefer nya padahal saya udah lama nunggu aplikasi terburuk yg pernah saya pakai,"['bintang', 'satu', 'terlalu', 'lama', 'cari', 'derefer', 'nya', 'padahal', 'saya', 'udah', 'lama', 'nunggu', 'aplikasi', 'terburuk', 'yg', 'pernah', 'saya', 'pakai']","['bintang', 'satu', 'terlalu', 'lama', 'cari', 'derefer', 'nya', 'padahal', 'udah', 'lama', 'nunggu', 'aplikasi', 'buruk', 'yg', 'pernah', 'pakai']"
"Mencari pelaksana lama skli, kadang gak bawa helm, duh nyesel dah pake maxim","['mencari', 'pelaksana', 'lama', 'skli', 'kadang', 'gak', 'bawa', 'helm', 'duh', 'nyesel', 'dah', 'pake', 'maxim']","['cari', 'laksana', 'lama', 'skli', 'kadang', 'gak', 'bawa', 'helm', 'duh', 'nyesel', 'dah', 'pake', 'maxim']"
Aplikasi ini banyak mengalami bug,"['aplikasi', 'ini', 'banyak', 'mengalami', 'bug']","['aplikasi', 'banyak', 'alami', 'bug']"
Eror Mulu ni apk terus driver nya juga ga ramah,"['eror', 'mulu', 'ni', 'apk', 'terus', 'driver', 'nya', 'juga', 'ga', 'ramah']","['eror', 'mulu', 'ni', 'apk', 'terus', 'driver', 'nya', 'ga', 'ramah']"
baik,['baik'],['baik']
kurang membantu,"['kurang', 'membantu']","['kurang', 'bantu']"
"Mohon platformnya diperbaiki. Sering terjadi ada driver nakal merebut orderan driver lain, sebagai customer saya juga merasa dirugikan. Krn driver yang dicancel malah marah2 ke costumer.","['mohon', 'platformnya', 'diperbaiki', 'sering', 'terjadi', 'ada', 'driver', 'nakal', 'merebut', 'orderan', 'driver', 'lain', 'sebagai', 'customer', 'saya', 'juga', 'merasa', 'dirugikan', 'krn', 'driver', 'yang', 'dicancel', 'malah', 'marah', 'ke', 'costumer']","['mohon', 'platform', 'baik', 'sering', 'jadi', 'driver', 'nakal', 'rebut', 'order', 'driver', 'customer', 'rasa', 'rugi', 'krn', 'driver', 'dicancel', 'malah', 'marah', 'costumer']"
"Sampah lelet lemot pilih di mps aja susah banget Apa lagi di ketik tambah lelet. Alamt di mana titik dmna sampah, kapok pake maxsim.bikin repot","['sampah', 'lelet', 'lemot', 'pilih', 'di', 'mps', 'aja', 'susah', 'banget', 'apa', 'lagi', 'di', 'ketik', 'tambah', 'lelet', 'alamt', 'di', 'mana', 'titik', 'dmna', 'sampah', 'kapok', 'pake', 'maxsimbikin', 'repot']","['sampah', 'lelet', 'lot', 'pilih', 'mps', 'aja', 'susah', 'banget', 'apa', 'ketik', 'tambah', 'lelet', 'alamt', 'mana', 'titik', 'dmna', 'sampah', 'kapok', 'pake', 'maxsimbikin', 'repot']"
"Plat BM 1631 LLJ memaksa menerima orderan nya padahal tidak ada yg mesan, orderan nyasar driver ngotot, hati hati aj sm driver plat diatas.","['plat', 'bm', 'llj', 'memaksa', 'menerima', 'orderan', 'nya', 'padahal', 'tidak', 'ada', 'yg', 'mesan', 'orderan', 'nyasar', 'driver', 'ngotot', 'hati', 'hati', 'aj', 'sm', 'driver', 'plat', 'diatas']","['plat', 'bm', 'llj', 'paksa', 'terima', 'order', 'nya', 'padahal', 'yg', 'mesan', 'order', 'nyasar', 'driver', 'ngotot', 'hati', 'hati', 'aj', 'sm', 'driver', 'plat', 'atas']"
Kenapa saya tidak bisa login,"['kenapa', 'saya', 'tidak', 'bisa', 'login']",['login']
padahal ad jln yg lebih dekat tapi drivernya ikut jalan yg lebi jauh,"['padahal', 'ad', 'jln', 'yg', 'lebih', 'dekat', 'tapi', 'drivernya', 'ikut', 'jalan', 'yg', 'lebi', 'jauh']","['padahal', 'ad', 'jln', 'yg', 'lebih', 'dekat', 'drivernya', 'ikut', 'jalan', 'yg', 'lebi', 'jauh']"
"Senin pagi tanggal 8 Juli 2024, mengapa pembayaran tidak bisa pakai e wallet, sedangkan e wallet saya sudah terpenuhi untuk membayar driver? Malah keluar ""order dialihkan ke pembayaran tunai secara sebagian karena dana dalam kartu gagal terblokir,"" buang-buang uang saya saja","['senin', 'pagi', 'tanggal', 'juli', 'mengapa', 'pembayaran', 'tidak', 'bisa', 'pakai', 'e', 'wallet', 'sedangkan', 'e', 'wallet', 'saya', 'sudah', 'terpenuhi', 'untuk', 'membayar', 'driver', 'malah', 'keluar', 'order', 'dialihkan', 'ke', 'pembayaran', 'tunai', 'secara', 'sebagian', 'karena', 'dana', 'dalam', 'kartu', 'gagal', 'terblokir', 'buangbuang', 'uang', 'saya', 'saja']","['senin', 'pagi', 'tanggal', 'juli', 'bayar', 'pakai', 'e', 'wallet', 'e', 'wallet', 'penuh', 'bayar', 'driver', 'malah', 'keluar', 'order', 'alih', 'bayar', 'tunai', 'bagi', 'dana', 'kartu', 'gagal', 'blokir', 'buangbuang', 'uang']"
Hilangin aja belanja dan food nya saya pesan udah saya tambahin trip malah saya di bilang ngetuk .penipu angel angel cocok buat bike aja ini.naik maxim car 3 x ketemu driver yg sama selalu bawa penumpang lain A 1126 DR,"['hilangin', 'aja', 'belanja', 'dan', 'food', 'nya', 'saya', 'pesan', 'udah', 'saya', 'tambahin', 'trip', 'malah', 'saya', 'di', 'bilang', 'ngetuk', 'penipu', 'angel', 'angel', 'cocok', 'buat', 'bike', 'aja', 'ininaik', 'maxim', 'car', 'x', 'ketemu', 'driver', 'yg', 'sama', 'selalu', 'bawa', 'penumpang', 'lain', 'a', 'dr']","['hilangin', 'aja', 'belanja', 'food', 'nya', 'pesan', 'udah', 'tambahin', 'trip', 'malah', 'bilang', 'ngetuk', 'tipu', 'angel', 'angel', 'cocok', 'buat', 'bike', 'aja', 'ininaik', 'maxim', 'car', 'x', 'ketemu', 'driver', 'yg', 'sama', 'selalu', 'bawa', 'tumpang', 'a', 'dr']"
titik map tidak akurat,"['titik', 'map', 'tidak', 'akurat']","['titik', 'map', 'akurat']"
"Apk ngak brrmutu keamanan kurang , menangin sepihak aja , dikit"" minta komisi","['apk', 'ngak', 'brrmutu', 'keamanan', 'kurang', 'menangin', 'sepihak', 'aja', 'dikit', 'minta', 'komisi']","['apk', 'ngak', 'brrmutu', 'aman', 'kurang', 'menangin', 'pihak', 'aja', 'dikit', 'minta', 'komisi']"
"dpt driver yang lagi menyelesaikan orderan terdekat, saya nunggu sekitar 15 menitan tiba² di cancel, gak jelas banget buang² waktu. lalu order lagi diharga 33k, tp sama drivernya disuruh bayar 50k, apk jelek driver tidak ramah samsek","['dpt', 'driver', 'yang', 'lagi', 'menyelesaikan', 'orderan', 'terdekat', 'saya', 'nunggu', 'sekitar', 'menitan', 'tiba', 'di', 'cancel', 'gak', 'jelas', 'banget', 'buang', 'waktu', 'lalu', 'order', 'lagi', 'diharga', 'k', 'tp', 'sama', 'drivernya', 'disuruh', 'bayar', 'k', 'apk', 'jelek', 'driver', 'tidak', 'ramah', 'samsek']","['dpt', 'driver', 'selesai', 'order', 'dekat', 'nunggu', 'menit', 'tiba', 'cancel', 'gak', 'jelas', 'banget', 'buang', 'waktu', 'lalu', 'order', 'harga', 'k', 'tp', 'sama', 'drivernya', 'suruh', 'bayar', 'k', 'apk', 'jelek', 'driver', 'ramah', 'samsek']"
Bad banget driver nya pada seenaknya sering nunggu lama tidak bisa menjalankan tugas dan tanggung jawab nya secara baik bukan nya makin jadi baik di perbaiki malah makin ancur deh ini aplikasi gila yaaa Abal Abal semua driver nya👎👎👎👎👎👎👎👎👎,"['bad', 'banget', 'driver', 'nya', 'pada', 'seenaknya', 'sering', 'nunggu', 'lama', 'tidak', 'bisa', 'menjalankan', 'tugas', 'dan', 'tanggung', 'jawab', 'nya', 'secara', 'baik', 'bukan', 'nya', 'makin', 'jadi', 'baik', 'di', 'perbaiki', 'malah', 'makin', 'ancur', 'deh', 'ini', 'aplikasi', 'gila', 'yaaa', 'abal', 'abal', 'semua', 'driver', 'nya']","['bad', 'banget', 'driver', 'nya', 'enak', 'sering', 'nunggu', 'lama', 'jalan', 'tugas', 'tanggung', 'jawab', 'nya', 'baik', 'bukan', 'nya', 'makin', 'jadi', 'baik', 'baik', 'malah', 'makin', 'ancur', 'deh', 'aplikasi', 'gila', 'yaaa', 'abal', 'abal', 'semua', 'driver', 'nya']"
Slalu sulit menemukan driver disaat delivery,"['slalu', 'sulit', 'menemukan', 'driver', 'disaat', 'delivery']","['slalu', 'sulit', 'temu', 'driver', 'saat', 'delivery']"
"abng""nya ga sabaran","['abngnya', 'ga', 'sabaran']","['abngnya', 'ga', 'sabar']"
"tarif rendah konsumen banyak permintaan dan tidak di pertegas cara menyesuai kan tarif .. dan aplikasi masih banyak orderan fiktif , tidak update dg system yang bagus","['tarif', 'rendah', 'konsumen', 'banyak', 'permintaan', 'dan', 'tidak', 'di', 'pertegas', 'cara', 'menyesuai', 'kan', 'tarif', 'dan', 'aplikasi', 'masih', 'banyak', 'orderan', 'fiktif', 'tidak', 'update', 'dg', 'system', 'yang', 'bagus']","['tarif', 'rendah', 'konsumen', 'banyak', 'minta', 'tegas', 'cara', 'sesuai', 'kan', 'tarif', 'aplikasi', 'banyak', 'order', 'fiktif', 'update', 'dg', 'system', 'bagus']"
"Maxim tidak dapat membantu dengan baik terutama untuk driver nya susah sekali biar udah naik tarif tetap gak ada padahal sudah saya liat banyak driver nya cmn tdk ada yg mau ... Ini Maxim apa tujuan nya membantu atau apa ???? Terus map nya anehh di tambah "" jauh padahal lokasi dekat ini di putar jauh lokasinya aneh bin ajaib ini apk maxim","['maxim', 'tidak', 'dapat', 'membantu', 'dengan', 'baik', 'terutama', 'untuk', 'driver', 'nya', 'susah', 'sekali', 'biar', 'udah', 'naik', 'tarif', 'tetap', 'gak', 'ada', 'padahal', 'sudah', 'saya', 'liat', 'banyak', 'driver', 'nya', 'cmn', 'tdk', 'ada', 'yg', 'mau', 'ini', 'maxim', 'apa', 'tujuan', 'nya', 'membantu', 'atau', 'apa', 'terus', 'map', 'nya', 'anehh', 'di', 'tambah', 'jauh', 'padahal', 'lokasi', 'dekat', 'ini', 'di', 'putar', 'jauh', 'lokasinya', 'aneh', 'bin', 'ajaib', 'ini', 'apk', 'maxim']","['maxim', 'bantu', 'baik', 'utama', 'driver', 'nya', 'susah', 'sekali', 'biar', 'udah', 'naik', 'tarif', 'tetap', 'gak', 'padahal', 'liat', 'banyak', 'driver', 'nya', 'cmn', 'tdk', 'yg', 'mau', 'maxim', 'apa', 'tuju', 'nya', 'bantu', 'apa', 'terus', 'map', 'nya', 'anehh', 'tambah', 'jauh', 'padahal', 'lokasi', 'dekat', 'putar', 'jauh', 'lokasi', 'aneh', 'bin', 'ajaib', 'apk', 'maxim']"
"Driver yg gak hafal rute penjemputan kok tiba-tiba tarif naik 15.000 dari tarif awal ,dengan alasan waktu tunggu lama, konyol banget. Harusnya sistem g boleh ngerubah tarif awal.","['driver', 'yg', 'gak', 'hafal', 'rute', 'penjemputan', 'kok', 'tibatiba', 'tarif', 'naik', 'dari', 'tarif', 'awal', 'dengan', 'alasan', 'waktu', 'tunggu', 'lama', 'konyol', 'banget', 'harusnya', 'sistem', 'g', 'boleh', 'ngerubah', 'tarif', 'awal']","['driver', 'yg', 'gak', 'hafal', 'rute', 'jemput', 'kok', 'tibatiba', 'tarif', 'naik', 'tarif', 'awal', 'alas', 'waktu', 'tunggu', 'lama', 'konyol', 'banget', 'harus', 'sistem', 'g', 'ngerubah', 'tarif', 'awal']"
baik,['baik'],['baik']
saya sangat menikmati perjalanan ny,"['saya', 'sangat', 'menikmati', 'perjalanan', 'ny']","['sangat', 'nikmat', 'jalan', 'ny']"
"payah harga berubah"" itungan menit","['payah', 'harga', 'berubah', 'itungan', 'menit']","['payah', 'harga', 'ubah', 'itungan', 'menit']"
"Mohon di evaluasi driver² maxim nya. Sudah minta harga tinggi, dan dibuat menunggu yg sangat lama, trus penumpang di suruh menunggu karna driver mau jemput keluarga dulu.","['mohon', 'di', 'evaluasi', 'driver', 'maxim', 'nya', 'sudah', 'minta', 'harga', 'tinggi', 'dan', 'dibuat', 'menunggu', 'yg', 'sangat', 'lama', 'trus', 'penumpang', 'di', 'suruh', 'menunggu', 'karna', 'driver', 'mau', 'jemput', 'keluarga', 'dulu']","['mohon', 'evaluasi', 'driver', 'maxim', 'nya', 'minta', 'harga', 'tinggi', 'buat', 'tunggu', 'yg', 'sangat', 'lama', 'trus', 'tumpang', 'suruh', 'tunggu', 'karna', 'driver', 'mau', 'jemput', 'keluarga', 'dulu']"
buat drivernya. driver ngerokok selama perjalanan dan asap nya kena saya,"['buat', 'drivernya', 'driver', 'ngerokok', 'selama', 'perjalanan', 'dan', 'asap', 'nya', 'kena', 'saya']","['buat', 'drivernya', 'driver', 'ngerokok', 'lama', 'jalan', 'asap', 'nya', 'kena']"
Kalo bisa tambahin fitur foto tempat biar drivernya tambah paham kalau fi suruh jemput di titik alamat,"['kalo', 'bisa', 'tambahin', 'fitur', 'foto', 'tempat', 'biar', 'drivernya', 'tambah', 'paham', 'kalau', 'fi', 'suruh', 'jemput', 'di', 'titik', 'alamat']","['kalo', 'tambahin', 'fitur', 'foto', 'tempat', 'biar', 'drivernya', 'tambah', 'paham', 'kalau', 'fi', 'suruh', 'jemput', 'titik', 'alamat']"
"aplikasinya ga jelas buat maxim food, udh nunggu set jam ga ada yg mau pick up, terus giliran mau dibatalin ga ada opsi selain Ubah orderan atau ga naikan tarif!!! PERBAIKI","['aplikasinya', 'ga', 'jelas', 'buat', 'maxim', 'food', 'udh', 'nunggu', 'set', 'jam', 'ga', 'ada', 'yg', 'mau', 'pick', 'up', 'terus', 'giliran', 'mau', 'dibatalin', 'ga', 'ada', 'opsi', 'selain', 'ubah', 'orderan', 'atau', 'ga', 'naikan', 'tarif', 'perbaiki']","['aplikasi', 'ga', 'jelas', 'buat', 'maxim', 'food', 'udh', 'nunggu', 'set', 'jam', 'ga', 'yg', 'mau', 'pick', 'up', 'terus', 'gilir', 'mau', 'dibatalin', 'ga', 'opsi', 'ubah', 'order', 'ga', 'naik', 'tarif', 'baik']"
"Parahhh, apk buruk... mesen udh lebih 45 menit ga dapet² driver nya...","['parahhh', 'apk', 'buruk', 'mesen', 'udh', 'lebih', 'menit', 'ga', 'dapet', 'driver', 'nya']","['parahhh', 'apk', 'buruk', 'mesen', 'udh', 'lebih', 'menit', 'ga', 'dapet', 'driver', 'nya']"
"Drivernya suka nambah tarif lebih dari hasil aplikasi sesuka hati ke pelanggan, sudah kejadian ke 2x wkwkwk Mending pake aplikasi lain saja :)","['drivernya', 'suka', 'nambah', 'tarif', 'lebih', 'dari', 'hasil', 'aplikasi', 'sesuka', 'hati', 'ke', 'pelanggan', 'sudah', 'kejadian', 'ke', 'x', 'wkwkwk', 'mending', 'pake', 'aplikasi', 'lain', 'saja']","['drivernya', 'suka', 'nambah', 'tarif', 'lebih', 'hasil', 'aplikasi', 'suka', 'hati', 'langgan', 'jadi', 'x', 'wkwkwk', 'mending', 'pake', 'aplikasi']"
Sering eror. Udh dapay driver tp tiba2 hilang,"['sering', 'eror', 'udh', 'dapay', 'driver', 'tp', 'tiba', 'hilang']","['sering', 'eror', 'udh', 'dapay', 'driver', 'tp', 'tiba', 'hilang']"
"Tidak ada jaminan keselamatan penumpang, kendaraan juga sering tidak nyaman, aplagi pengemudinya seperti tidak ada SOP nya.","['tidak', 'ada', 'jaminan', 'keselamatan', 'penumpang', 'kendaraan', 'juga', 'sering', 'tidak', 'nyaman', 'aplagi', 'pengemudinya', 'seperti', 'tidak', 'ada', 'sop', 'nya']","['jamin', 'selamat', 'tumpang', 'kendara', 'sering', 'nyaman', 'aplagi', 'mud', 'sop', 'nya']"
Ckp baik,"['ckp', 'baik']","['ckp', 'baik']"
gps kurang tepat kasihan kurirnya mencari alamat konsumen,"['gps', 'kurang', 'tepat', 'kasihan', 'kurirnya', 'mencari', 'alamat', 'konsumen']","['gps', 'kurang', 'tepat', 'kasihan', 'kurir', 'cari', 'alamat', 'konsumen']"
"Pelanggan tetap saya, namun kalian kecewakan , menunggu lama sekali dalam order makanan. Jika tidak siap hapus saja menu order makanannya. Ojek online antar orang saja kalian buat. Masalah perut kalian main - mainkan.","['pelanggan', 'tetap', 'saya', 'namun', 'kalian', 'kecewakan', 'menunggu', 'lama', 'sekali', 'dalam', 'order', 'makanan', 'jika', 'tidak', 'siap', 'hapus', 'saja', 'menu', 'order', 'makanannya', 'ojek', 'online', 'antar', 'orang', 'saja', 'kalian', 'buat', 'masalah', 'perut', 'kalian', 'main', 'mainkan']","['langgan', 'tetap', 'kalian', 'kecewa', 'tunggu', 'lama', 'sekali', 'order', 'makan', 'siap', 'hapus', 'menu', 'order', 'makan', 'ojek', 'online', 'antar', 'orang', 'kalian', 'buat', 'masalah', 'perut', 'kalian', 'main', 'main']"
Lama banget dan susah dapet driver nya,"['lama', 'banget', 'dan', 'susah', 'dapet', 'driver', 'nya']","['lama', 'banget', 'susah', 'dapet', 'driver', 'nya']"
Driver ngga ada yg mau ambil kalau pembayarannya ngga tinggi padahal yg nentuin dari apk malah ngga ada yg ambil mending apk seblah cepat responnya,"['driver', 'ngga', 'ada', 'yg', 'mau', 'ambil', 'kalau', 'pembayarannya', 'ngga', 'tinggi', 'padahal', 'yg', 'nentuin', 'dari', 'apk', 'malah', 'ngga', 'ada', 'yg', 'ambil', 'mending', 'apk', 'seblah', 'cepat', 'responnya']","['driver', 'ngga', 'yg', 'mau', 'ambil', 'kalau', 'bayar', 'ngga', 'tinggi', 'padahal', 'yg', 'nentuin', 'apk', 'malah', 'ngga', 'yg', 'ambil', 'mending', 'apk', 'seblah', 'cepat', 'responnya']"
Kenapa akun saya tidak bisa login,"['kenapa', 'akun', 'saya', 'tidak', 'bisa', 'login']","['akun', 'login']"
Tolong di perbaiki lgi titik lokasi di semua tempat dan pelayanan nya,"['tolong', 'di', 'perbaiki', 'lgi', 'titik', 'lokasi', 'di', 'semua', 'tempat', 'dan', 'pelayanan', 'nya']","['baik', 'lgi', 'titik', 'lokasi', 'semua', 'tempat', 'layan', 'nya']"
"tolong lebih di update dan bisa milih driver yang bener, rata2 yang saya temuin pada ga niat. ada yang udah deket dengan lokasi malah di cancel, pembayaran juga ga bisa transfer","['tolong', 'lebih', 'di', 'update', 'dan', 'bisa', 'milih', 'driver', 'yang', 'bener', 'rata', 'yang', 'saya', 'temuin', 'pada', 'ga', 'niat', 'ada', 'yang', 'udah', 'deket', 'dengan', 'lokasi', 'malah', 'di', 'cancel', 'pembayaran', 'juga', 'ga', 'bisa', 'transfer']","['lebih', 'update', 'milih', 'driver', 'bener', 'rata', 'temuin', 'ga', 'niat', 'udah', 'deket', 'lokasi', 'malah', 'cancel', 'bayar', 'ga', 'transfer']"
apk apa sih cok order car udah dapat di cancel,"['apk', 'apa', 'sih', 'cok', 'order', 'car', 'udah', 'dapat', 'di', 'cancel']","['apk', 'apa', 'sih', 'cok', 'order', 'car', 'udah', 'cancel']"
Maxim sekarang utk maxim car banyak kosong.....klo pesen sering gada beda sama bike...tolong di perbnyk lgi,"['maxim', 'sekarang', 'utk', 'maxim', 'car', 'banyak', 'kosongklo', 'pesen', 'sering', 'gada', 'beda', 'sama', 'biketolong', 'di', 'perbnyk', 'lgi']","['maxim', 'sekarang', 'utk', 'maxim', 'car', 'banyak', 'kosongklo', 'sen', 'sering', 'gada', 'beda', 'sama', 'biketolong', 'perbnyk', 'lgi']"
Aplikasi nya kata aku sih jelek soal nya maps nya gak lengkap,"['aplikasi', 'nya', 'kata', 'aku', 'sih', 'jelek', 'soal', 'nya', 'maps', 'nya', 'gak', 'lengkap']","['aplikasi', 'nya', 'kata', 'aku', 'sih', 'jelek', 'soal', 'nya', 'maps', 'nya', 'gak', 'lengkap']"
nda bisa cansel anjir,"['nda', 'bisa', 'cansel', 'anjir']","['nda', 'cansel', 'anjir']"
baru pertama download orderan pertama tbtb supir suruh cansel padahal alamat sudah jelas,"['baru', 'pertama', 'download', 'orderan', 'pertama', 'tbtb', 'supir', 'suruh', 'cansel', 'padahal', 'alamat', 'sudah', 'jelas']","['baru', 'pertama', 'download', 'order', 'pertama', 'tbtb', 'supir', 'suruh', 'cansel', 'padahal', 'alamat', 'jelas']"
"Makin kesini makin jelek untuk aplikasi nya , tidak dapat melacak lokasi driver Sudah beberapa kali memakai jasa maxim namun tidak ada perubahan pada aplikasi ini","['makin', 'kesini', 'makin', 'jelek', 'untuk', 'aplikasi', 'nya', 'tidak', 'dapat', 'melacak', 'lokasi', 'driver', 'sudah', 'beberapa', 'kali', 'memakai', 'jasa', 'maxim', 'namun', 'tidak', 'ada', 'perubahan', 'pada', 'aplikasi', 'ini']","['makin', 'kesini', 'makin', 'jelek', 'aplikasi', 'nya', 'lacak', 'lokasi', 'driver', 'beberapa', 'kali', 'pakai', 'jasa', 'maxim', 'ubah', 'aplikasi']"
"Tetepppp aku ksihhh bintang 1, ini udah masukkk sihhh tapiii ttep aja di potong dong 3000 tapi gaada tuh pemberitahuan kalau ada biaya adminnya, jangan korupsi ya tolongggg!!!!!!!","['tetepppp', 'aku', 'ksihhh', 'bintang', 'ini', 'udah', 'masukkk', 'sihhh', 'tapiii', 'ttep', 'aja', 'di', 'potong', 'dong', 'tapi', 'gaada', 'tuh', 'pemberitahuan', 'kalau', 'ada', 'biaya', 'adminnya', 'jangan', 'korupsi', 'ya', 'tolongggg']","['tetepppp', 'aku', 'ksihhh', 'bintang', 'udah', 'masukkk', 'sihhh', 'tapiii', 'ttep', 'aja', 'potong', 'dong', 'gaada', 'tuh', 'pemberitahuan', 'kalau', 'biaya', 'adminnya', 'jangan', 'korupsi', 'tolongggg']"
sebaiknya driver lebih profesional dan punya etos kerja,"['sebaiknya', 'driver', 'lebih', 'profesional', 'dan', 'punya', 'etos', 'kerja']","['baik', 'driver', 'lebih', 'profesional', 'punya', 'etos', 'kerja']"
"Aplikasi jelek, masa map rumah saya gak bisa di liat, malah kuning doang","['aplikasi', 'jelek', 'masa', 'map', 'rumah', 'saya', 'gak', 'bisa', 'di', 'liat', 'malah', 'kuning', 'doang']","['aplikasi', 'jelek', 'masa', 'map', 'rumah', 'gak', 'liat', 'malah', 'kuning', 'doang']"
"Mudah2 an kedepannya pengemudi ojol harus lebih tertib & patuh rambu2 lalu lintas, plat nomer harus terpasang depan dan belakang","['mudah', 'an', 'kedepannya', 'pengemudi', 'ojol', 'harus', 'lebih', 'tertib', 'patuh', 'rambu', 'lalu', 'lintas', 'plat', 'nomer', 'harus', 'terpasang', 'depan', 'dan', 'belakang']","['mudah', 'an', 'depan', 'kemudi', 'ojol', 'lebih', 'tertib', 'patuh', 'rambu', 'lalu', 'lintas', 'plat', 'nomer', 'pasang', 'depan', 'belakang']"
"Driver terdekat ada,tapi diberikan driver yang jauh, membuat lama menunggu","['driver', 'terdekat', 'adatapi', 'diberikan', 'driver', 'yang', 'jauh', 'membuat', 'lama', 'menunggu']","['driver', 'dekat', 'adatapi', 'beri', 'driver', 'jauh', 'buat', 'lama', 'tunggu']"
respon baik,"['respon', 'baik']","['respon', 'baik']"
Aplikasi paling jelek udah drivernya sombong sombong khususnya mobil..dan juga tarip tidak sesuai dengan harga di aplikasi 👎🏿👎🏿👎🏿👎🏿,"['aplikasi', 'paling', 'jelek', 'udah', 'drivernya', 'sombong', 'sombong', 'khususnya', 'mobildan', 'juga', 'tarip', 'tidak', 'sesuai', 'dengan', 'harga', 'di', 'aplikasi']","['aplikasi', 'paling', 'jelek', 'udah', 'drivernya', 'sombong', 'sombong', 'khusus', 'mobildan', 'tarip', 'sesuai', 'harga', 'aplikasi']"
"sopir minta naik harga,, alasan macet","['sopir', 'minta', 'naik', 'harga', 'alasan', 'macet']","['sopir', 'minta', 'naik', 'harga', 'alas', 'macet']"
"Saya isi wallet tanggal 3 Juli 2024, sampai hari ini tidak terisi kalo, dana saya 150 ribu tergantuvdi virtual account blm di masukkan ke wallet , kerjanya disuruh email saja terus sudah 3 hari , tolong kerjasamanya kalo memang nda mau isi tolong uang saya dikembalikan","['saya', 'isi', 'wallet', 'tanggal', 'juli', 'sampai', 'hari', 'ini', 'tidak', 'terisi', 'kalo', 'dana', 'saya', 'ribu', 'tergantuvdi', 'virtual', 'account', 'blm', 'di', 'masukkan', 'ke', 'wallet', 'kerjanya', 'disuruh', 'email', 'saja', 'terus', 'sudah', 'hari', 'tolong', 'kerjasamanya', 'kalo', 'memang', 'nda', 'mau', 'isi', 'tolong', 'uang', 'saya', 'dikembalikan']","['isi', 'wallet', 'tanggal', 'juli', 'hari', 'isi', 'kalo', 'dana', 'ribu', 'tergantuvdi', 'virtual', 'account', 'blm', 'masuk', 'wallet', 'kerja', 'suruh', 'email', 'terus', 'hari', 'kerjasamanya', 'kalo', 'memang', 'nda', 'mau', 'isi', 'uang', 'kembali']"
"Payah percuma mau pesan makanan tapi gak ada nama resto dan daftar menunya. Tetep aku kasih bintang 1 percuma update aplikasi tapi tidak ada kemajuan tidak fasilitas foto atau kamera difitur chat sehingga kalo mau pesan makanan jadi susah mau minta menu ke driver trus susah juga kalo mau kirim barang atau cari alamat buat kasih tahu jenis barang bentuk ataupun ukurannya serta susah kalo kasih tahu detail alamat lewat gambar , parah sekali","['payah', 'percuma', 'mau', 'pesan', 'makanan', 'tapi', 'gak', 'ada', 'nama', 'resto', 'dan', 'daftar', 'menunya', 'tetep', 'aku', 'kasih', 'bintang', 'percuma', 'update', 'aplikasi', 'tapi', 'tidak', 'ada', 'kemajuan', 'tidak', 'fasilitas', 'foto', 'atau', 'kamera', 'difitur', 'chat', 'sehingga', 'kalo', 'mau', 'pesan', 'makanan', 'jadi', 'susah', 'mau', 'minta', 'menu', 'ke', 'driver', 'trus', 'susah', 'juga', 'kalo', 'mau', 'kirim', 'barang', 'atau', 'cari', 'alamat', 'buat', 'kasih', 'tahu', 'jenis', 'barang', 'bentuk', 'ataupun', 'ukurannya', 'serta', 'susah', 'kalo', 'kasih', 'tahu', 'detail', 'alamat', 'lewat', 'gambar', 'parah', 'sekali']","['payah', 'percuma', 'mau', 'pesan', 'makan', 'gak', 'nama', 'resto', 'daftar', 'menu', 'tetep', 'aku', 'kasih', 'bintang', 'percuma', 'update', 'aplikasi', 'maju', 'fasilitas', 'foto', 'kamera', 'difitur', 'chat', 'kalo', 'mau', 'pesan', 'makan', 'jadi', 'susah', 'mau', 'minta', 'menu', 'driver', 'trus', 'susah', 'kalo', 'mau', 'kirim', 'barang', 'cari', 'alamat', 'buat', 'kasih', 'tahu', 'jenis', 'barang', 'bentuk', 'atau', 'ukur', 'susah', 'kalo', 'kasih', 'tahu', 'detail', 'alamat', 'lewat', 'gambar', 'parah', 'sekali']"
"Tolong dong fitur pembatalannya bisa digunakan, ini cuma bisa edit order doang, driver juga bingung mau gimana.","['tolong', 'dong', 'fitur', 'pembatalannya', 'bisa', 'digunakan', 'ini', 'cuma', 'bisa', 'edit', 'order', 'doang', 'driver', 'juga', 'bingung', 'mau', 'gimana']","['dong', 'fitur', 'batal', 'guna', 'cuma', 'edit', 'order', 'doang', 'driver', 'bingung', 'mau', 'gimana']"
GK jelasssss,"['gk', 'jelasssss']","['gk', 'jelasssss']"
Pencarian yang sangat lama... meskipun sudah menaikkan harga tawar,"['pencarian', 'yang', 'sangat', 'lama', 'meskipun', 'sudah', 'menaikkan', 'harga', 'tawar']","['cari', 'sangat', 'lama', 'meski', 'naik', 'harga', 'tawar']"
