no_stopwords,stemmed_text
"['jaringannya', 'minuslambat', 'mana', 'titik', 'lokasi', 'suka', 'gak', 'pas', 'muter', 'orang', 'yg', 'jemput', 'perbaiki', 'lagisy', 'jadi', 'males', 'pakai', 'jadinya']","['jaring', 'minuslambat', 'mana', 'titik', 'lokasi', 'suka', 'gak', 'pas', 'muter', 'orang', 'yg', 'jemput', 'baik', 'lagisy', 'jadi', 'males', 'pakai', 'jadi']"
"['nyari', 'alamat', 'aja', 'susah']","['nyari', 'alamat', 'aja', 'susah']"
"['sya', 'kemalingan', 'naik', 'maxim']","['sya', 'maling', 'naik', 'maxim']"
"['gk', 'batalin']","['gk', 'batalin']"
"['rating', 'nya', 'pengemudi', 'nya', 'toxic', 'aku', 'mau', 'pesen', 'dibatalkan', 'langsung', 'toxic', 'pembicaraannya']","['rating', 'nya', 'kemudi', 'nya', 'toxic', 'aku', 'mau', 'sen', 'batal', 'langsung', 'toxic', 'bicara']"
"['apk', 'busuk', 'mending', 'gojekgrab']","['apk', 'busuk', 'mending', 'gojekgrab']"
"['josua', 'letwory', 'mitsubishi', 'xpander', 'warna', 'abuabu', 'nopol', 'bufx', 'pengalaman', 'sangat', 'buruk', 'teman', 'diajak', 'keliling', 'modus', 'tahu', 'arah', 'balik', 'ditanyain', 'macam', 'nyentuh', 'minta', 'nomor', 'telepon', 'segala', 'harap', 'maxim', 'menindaklanjuti', 'perihal', 'tersebut']","['josua', 'letwory', 'mitsubishi', 'xpander', 'warna', 'abuabu', 'nopol', 'bufx', 'alam', 'sangat', 'buruk', 'teman', 'ajak', 'keliling', 'modus', 'tahu', 'arah', 'balik', 'ditanyain', 'macam', 'nyentuh', 'minta', 'nomor', 'telepon', 'segala', 'harap', 'maxim', 'menindaklanjuti', 'perihal', 'sebut']"
"['pelayaran', 'buruk', 'buka', 'ac', 'mobil', 'hrs', 'cas', 'mending', 'hapus']","['layar', 'buruk', 'buka', 'ac', 'mobil', 'hrs', 'cas', 'mending', 'hapus']"
"['aplikasi', 'ruwet', 'gak', 'kayak', 'yg', 'lainnya', 'tujuan', 'kebaca']","['aplikasi', 'ruwet', 'gak', 'kayak', 'yg', 'lain', 'tuju', 'baca']"
"['susah', 'kode', 'log', 'in', 'cuman', 'masuk', 'via', 'sms', 'sama', 'tlp', 'aja', 'gak', 'muncul', 'kode', 'nya']","['susah', 'kode', 'log', 'in', 'cuman', 'masuk', 'via', 'sms', 'sama', 'tlp', 'aja', 'gak', 'muncul', 'kode', 'nya']"
"['sumpah', 'nyesel', 'banget', 'top', 'up', 'maxim', 'kaspro', 'nya', 'kirain', 'bakalan', 'murah', 'malah', 'makin', 'mahal', 'ditambah', 'pas', 'topup', 'saldonya', 'lama', 'banget', 'sampe', 'nya', 'gimana', 'sih', 'narik', 'saldo', 'kaspro', 'nyesel', 'banget']","['sumpah', 'nyesel', 'banget', 'top', 'up', 'maxim', 'kaspro', 'nya', 'kirain', 'bakal', 'murah', 'malah', 'makin', 'mahal', 'tambah', 'pas', 'topup', 'saldo', 'lama', 'banget', 'sampe', 'nya', 'gimana', 'sih', 'narik', 'saldo', 'kaspro', 'nyesel', 'banget']"
"['kecewa', 'karna', 'sering', 'd', 'cancel', 'sama', 'driver', 'nya', 'update', 'dong', 'kalo', 'udah', 'terima', 'orderan', 'ga', 'd', 'cancel', 'tuman', 'banget', 'order', 'd', 'cancel', 'cancel', 'melulu']","['kecewa', 'karna', 'sering', 'd', 'cancel', 'sama', 'driver', 'nya', 'update', 'dong', 'kalo', 'udah', 'terima', 'order', 'ga', 'd', 'cancel', 'tuman', 'banget', 'order', 'd', 'cancel', 'cancel', 'melulu']"
"['susah', 'mau', 'pesen', 'makan', 'yg', 'blum', 'jadi', 'partner', 'lamaaa', 'nyaaa', 'minta', 'ampun', 'benerin']","['susah', 'mau', 'sen', 'makan', 'yg', 'blum', 'jadi', 'partner', 'lamaaa', 'nyaaa', 'minta', 'ampun', 'benerin']"
"['susah', 'bener', 'login', 'ga', 'minta', 'kode', 'dijit', 'ga', 'kirim']","['susah', 'bener', 'login', 'ga', 'minta', 'kode', 'dijit', 'ga', 'kirim']"
"['bagus', 'apknya']","['bagus', 'apknya']"
"['ramah', 'baik']","['ramah', 'baik']"
['bagus'],['bagus']
"['senang', 'aplikasi', 'maxim', 'mohon', 'lihat', 'akun', 'akun', 'menipu', 'selidiki', 'order', 'tempat', 'tujuan', 'tau', 'tau', 'nya', 'menipu', 'ojek', 'kejujuran', 'banyak', 'sekali', 'orderan', 'plagiat', 'mohon', 'kerja', 'sama', 'nya', 'maxim']","['senang', 'aplikasi', 'maxim', 'mohon', 'lihat', 'akun', 'akun', 'tipu', 'selidik', 'order', 'tempat', 'tuju', 'tau', 'tau', 'nya', 'tipu', 'ojek', 'jujur', 'banyak', 'sekali', 'order', 'plagiat', 'mohon', 'kerja', 'sama', 'nya', 'maxim']"
"['manusia', 'memang', 'tak', 'sama', 'selama', 'pakai', 'maxim', 'banyak', 'yg', 'ramahtrims', 'maxim']","['manusia', 'memang', 'tak', 'sama', 'lama', 'pakai', 'maxim', 'banyak', 'yg', 'ramahtrims', 'maxim']"
"['pengiriman', 'kode', 'verifikasi', 'sms', 'lama', 'jadi', 'membuat', 'menunggu', 'lama']","['kirim', 'kode', 'verifikasi', 'sms', 'lama', 'jadi', 'buat', 'tunggu', 'lama']"
"['aplikasiatau', 'drivernyayg', 'bermain', 'ordersesuai', 'aplikasitp', 'stlah', 'driver', 'nyampe', 'aplikasi', 'selesaidan', 'berubah', 'alamat', 'penjemputan', 'lokasi', 'tujuan', 'keduanya', 'sama', 'sama', 'isinya', 'alamat', 'yg', 'sama', 'satu', 'lokasikacaujd', 'g', 'melacakperjalanorang', 'yg', 'bawadriver', 'takutnya', 'apa', 'pihat', 'maximbenahi', 'apliksinyaatau', 'jdi', 'pihat', 'drivernya', 'mencoba', 'bermain']","['aplikasiatau', 'drivernyayg', 'main', 'ordersesuai', 'aplikasitp', 'stlah', 'driver', 'nyampe', 'aplikasi', 'selesaidan', 'ubah', 'alamat', 'jemput', 'lokasi', 'tuju', 'dua', 'sama', 'sama', 'isi', 'alamat', 'yg', 'sama', 'satu', 'lokasikacaujd', 'g', 'melacakperjalanorang', 'yg', 'bawadriver', 'takut', 'apa', 'pihat', 'maximbenahi', 'apliksinyaatau', 'jdi', 'pihat', 'drivernya', 'coba', 'main']"
"['coba', 'dulu']","['coba', 'dulu']"
"['respon', 'ojeknya', 'lama']","['respon', 'ojek', 'lama']"
"['hp', 'habis', 'mati', 'total', 'bagaimana', 'mendapatkan', 'user', 'id', 'terhapus', 'semua']","['hp', 'habis', 'mati', 'total', 'bagaimana', 'dapat', 'user', 'id', 'hapus', 'semua']"
"['murah', 'sih', 'sayang', 'susah', 'banget', 'buat', 'pengemudi', 'kadang', 'ga', 'dateng', 'dateng', 'heran', 'banget', 'ditingkatkan', 'dong']","['murah', 'sih', 'sayang', 'susah', 'banget', 'buat', 'kemudi', 'kadang', 'ga', 'dateng', 'dateng', 'heran', 'banget', 'tingkat', 'dong']"
"['slow', 'respon', 'dri', 'pengendaranya']","['slow', 'respon', 'dri', 'kendara']"
"['susah', 'driver']","['susah', 'driver']"
"['ga', 'no', 'customer', 'service', 'nya', 'aplikasi']","['ga', 'no', 'customer', 'service', 'nya', 'aplikasi']"
"['alhmdulillah', 'prjalanan', 'aman', 'sangat', 'nyyaman', 'terimaksih', 'maxim']","['alhmdulillah', 'prjalanan', 'aman', 'sangat', 'nyyaman', 'terimaksih', 'maxim']"
"['respon', 'kondusif', 'pak', 'terima', 'kasih']","['respon', 'kondusif', 'pak', 'terima', 'kasih']"
"['driver', 'lu', 'jangan', 'genit', 'ama', 'cewe', 'orang']","['driver', 'lu', 'jangan', 'genit', 'ama', 'cewe', 'orang']"
"['woii', 'pt', 'sito', 'jangan', 'lah', 'kau', 'naikkan', 'ongkos', 'maxim', 'biar', 'dipakai', 'terus']","['woii', 'pt', 'sito', 'jangan', 'lah', 'kau', 'naik', 'ongkos', 'maxim', 'biar', 'pakai', 'terus']"
"['petanya', 'buka']","['peta', 'buka']"
"['dong', 'driver', 'atas', 'nama', 'junaidi', 'plat', 'nomer', 'hyh', 'suruh', 'memperbaiki', 'attitude', 'nya', 'kalo', 'sama', 'customer', 'apaan', 'sama', 'customer', 'cewe', 'ngatain', 'pekok', 'nyupir', 'ga', 'bener', 'ugalan', 'orang', 'udah', 'jelas', 'cancel', 'order', 'malah', 'didatengin', 'marah', 'ngatain', 'ga', 'jelas', 'diurus', 'driver', 'nyaa']","['dong', 'driver', 'atas', 'nama', 'junaidi', 'plat', 'nomer', 'hyh', 'suruh', 'baik', 'attitude', 'nya', 'kalo', 'sama', 'customer', 'apa', 'sama', 'customer', 'cewe', 'ngatain', 'kok', 'nyupir', 'ga', 'bener', 'ugalan', 'orang', 'udah', 'jelas', 'cancel', 'order', 'malah', 'didatengin', 'marah', 'ngatain', 'ga', 'jelas', 'urus', 'driver', 'nyaa']"
"['lama', 'jemput', 'nya']","['lama', 'jemput', 'nya']"
"['gak', 'login', 'masukan', 'no', 'hp', 'kode', 'verifikasi', 'masuk', 'hp', 'lewat', 'sms', 'coba', 'nomor', 'kira', 'kendalanya', 'apa']","['gak', 'login', 'masuk', 'no', 'hp', 'kode', 'verifikasi', 'masuk', 'hp', 'lewat', 'sms', 'coba', 'nomor', 'kira', 'kendala', 'apa']"
"['kok', 'edit', 'pesanan', 'jadi', 'pesan', 'kali', 'si', 'maxim']","['kok', 'edit', 'pesan', 'jadi', 'pesan', 'kali', 'si', 'maxim']"
"['lama', 'sekali', 'menunggu', 'jam', 'menunggu', 'gak', 'mau', 'terima']","['lama', 'sekali', 'tunggu', 'jam', 'tunggu', 'gak', 'mau', 'terima']"
"['lebih', 'upgrade', 'gps', 'nya', 'perjalanan', 'yg', 'harusnya', 'menit', 'jadi', 'menit', 'muter', 'ikutin', 'gps', 'driver', 'nya', 'bilang', 'kalau', 'engga', 'tau', 'jalankalau', 'tau', 'jalan', 'customer', 'mengarahkan', 'jalan', 'nya', 'yg', 'biasa', 'dilewati']","['lebih', 'upgrade', 'gps', 'nya', 'jalan', 'yg', 'harus', 'menit', 'jadi', 'menit', 'muter', 'ikutin', 'gps', 'driver', 'nya', 'bilang', 'kalau', 'engga', 'tau', 'jalankalau', 'tau', 'jalan', 'customer', 'arah', 'jalan', 'nya', 'yg', 'biasa', 'lewat']"
['payah'],['payah']
"['respon', 'sangat', 'lama']","['respon', 'sangat', 'lama']"
['baik'],['baik']
"['aplikasi', 'ojol', 'yg', 'drivera', 'banyak', 'jual', 'beli', 'akun']","['aplikasi', 'ojol', 'yg', 'drivera', 'banyak', 'jual', 'beli', 'akun']"
"['evaluasi', 'lg', 'kendaraan', 'nya', 'banyak', 'yg', 'gak', 'layak', 'pakai']","['evaluasi', 'lg', 'kendara', 'nya', 'banyak', 'yg', 'gak', 'layak', 'pakai']"
"['sering', 'salah', 'titik', 'jemput', 'titik', 'antar']","['sering', 'salah', 'titik', 'jemput', 'titik', 'antar']"
"['sangat', 'lamaa']","['sangat', 'lamaa']"
"['aplikasi', 'apaan', 'tiba', 'tiba', 'kok', 'gk', 'login']","['aplikasi', 'apa', 'tiba', 'tiba', 'kok', 'gk', 'login']"
"['mau', 'daftar', 'sangat', 'susaaahh']","['mau', 'daftar', 'sangat', 'susaaahh']"
"['maxim', 'murah', 'sih', 'iya', 'tp', 'maps', 'ny', 'tololll', 'ga', 'lengkap', 'begoo']","['maxim', 'murah', 'sih', 'iya', 'tp', 'maps', 'ny', 'tololll', 'ga', 'lengkap', 'begoo']"
"['bonus', 'rb', 'nya', 'gak', 'digunain', 'buat', 'apa', 'jadi', 'bonus', 'rb']","['bonus', 'rb', 'nya', 'gak', 'digunain', 'buat', 'apa', 'jadi', 'bonus', 'rb']"
"['jelek', 'drive', 'ramahsangat', 'jelek']","['jelek', 'drive', 'ramahsangat', 'jelek']"
"['aku', 'tuh', 'heran', 'y', 'driver', 'nya', 'yg', 'dpt', 'lagiyg', 'driver', 'nya', 'sy', 'pke', 'helm', 'tuk', 'penumpang', 'ny', 'bau', 'bgt', 'kaya', 'gk', 'prnh', 'd', 'cucipgen', 'gk', 'pke', 'helm', 'tkut', 'ketilangudh', 'ku', 'ksh', 'bintang', 'gak', 'sukamlh', 'dksh', 'driver', 'lagialhsil', 'sy', 'gk', 'mau', 'pke', 'helmtrus', 'sy', 'psen', 'terapis', 'cweudh', 'dblg', 'dri', 'awal', 'jgn', 'knceng', 'pijatnyamlh', 'tmbh', 'knceng', 'ky', 'mau', 'bunuh', 'org', 'kasar', 'bgtudh', 'gtu', 'ky', 'gk', 'phm', 'urat', 'asal', 'pijitnyadri', 'kakike', 'bdntrs', 'kaki', 'lgiyg', 'pertama', 'dpt', 'terapis', 'itutrs', 'psen', 'kedua', 'eh', 'aku', 'dpt', 'alhsil', 'bdn', 'mlh', 'tmbh', 'skit']","['aku', 'tuh', 'heran', 'y', 'driver', 'nya', 'yg', 'dpt', 'lagiyg', 'driver', 'nya', 'sy', 'pke', 'helm', 'tuk', 'tumpang', 'ny', 'bau', 'bgt', 'kaya', 'gk', 'prnh', 'd', 'cucipgen', 'gk', 'pke', 'helm', 'tkut', 'ketilangudh', 'ku', 'ksh', 'bintang', 'gak', 'sukamlh', 'dksh', 'driver', 'lagialhsil', 'sy', 'gk', 'mau', 'pke', 'helmtrus', 'sy', 'psen', 'terap', 'cweudh', 'dblg', 'dri', 'awal', 'jgn', 'knceng', 'pijatnyamlh', 'tmbh', 'knceng', 'ky', 'mau', 'bunuh', 'org', 'kasar', 'bgtudh', 'gtu', 'ky', 'gk', 'phm', 'urat', 'asal', 'pijitnyadri', 'kakike', 'bdntrs', 'kaki', 'lgiyg', 'pertama', 'dpt', 'terap', 'itutrs', 'psen', 'dua', 'eh', 'aku', 'dpt', 'alhsil', 'bdn', 'mlh', 'tmbh', 'skit']"
"['ga', 'jelas', 'kntl', 'gua', 'kira', 'pake', 'saldo', 'ternyata', 'tunai', 'yg', 'promosiinnya', 'nipu', 'kntl']","['ga', 'jelas', 'kntl', 'gua', 'kira', 'pake', 'saldo', 'nyata', 'tunai', 'yg', 'promosiinnya', 'nipu', 'kntl']"
"['kecewa', 'pelayanan', 'maxim', 'hari', 'rabu', 'juli', 'pekanbaru', 'provinsi', 'riau', 'rute', 'pramuka', 'rsud', 'arifin', 'ahmad', 'pekanbaru', 'bm', 'mobilnya', 'cam', 'jgn', 'kena', 'yg']","['kecewa', 'layan', 'maxim', 'hari', 'rabu', 'juli', 'pekanbaru', 'provinsi', 'riau', 'rute', 'pramuka', 'rsud', 'arifin', 'ahmad', 'pekanbaru', 'bm', 'mobil', 'cam', 'jgn', 'kena', 'yg']"
"['pelayanan', 'nyansangat', 'baiksopir', 'nya', 'ramah']","['layan', 'nyansangat', 'baiksopir', 'nya', 'ramah']"
"['mencari', 'lokasi', 'tujuan', 'sdh', 'd', 'tulis', 'alamat', 'pt', 'tujuan', 'tp', 'gak', 'nampak', 'perbaiki', 'lebih', 'baik', 'lg', 'peta', 'jalan', 'tak', 'nampak', 'yg', 'nampak', 'cuma', 'kotak', 'tak', 'jelas', 'maf', 'bintang', 'aja', 'dlu', 'krna', 'aplikasinya', 'jauh', 'dr', 'harapan']","['cari', 'lokasi', 'tuju', 'sdh', 'd', 'tulis', 'alamat', 'pt', 'tuju', 'tp', 'gak', 'nampak', 'baik', 'lebih', 'baik', 'lg', 'peta', 'jalan', 'tak', 'nampak', 'yg', 'nampak', 'cuma', 'kotak', 'tak', 'jelas', 'maf', 'bintang', 'aja', 'dlu', 'krna', 'aplikasi', 'jauh', 'dr', 'harap']"
"['gk', 'bgus', 'akun', 'gk', 'login', 'berbulan', 'kalau', 'login', 'kode', 'nya', 'gk', 'masuk', 'hp']","['gk', 'bgus', 'akun', 'gk', 'login', 'bulan', 'kalau', 'login', 'kode', 'nya', 'gk', 'masuk', 'hp']"
['nice'],['nice']
"['minta', 'batalin']","['minta', 'batalin']"
"['maxim', 'maps', 'nya', 'susah', 'beda', 'jauh', 'sama', 'apk', 'ojol', 'jelas', 'mudah', 'maps', 'nya', 'kurang', 'mencari', 'jalan', 'sama', 'gang', 'apk', 'maxim', 'maps', 'ga', 'ketemu', 'beda', 'sama', 'apk', 'tetangga', 'cari', 'jl', 'sama', 'gang', 'nya', 'saran', 'mohon', 'tingkatkan', 'lebih', 'baik', 'maps', 'nya', 'biar', 'makin', 'rame', 'apknya']","['maxim', 'maps', 'nya', 'susah', 'beda', 'jauh', 'sama', 'apk', 'ojol', 'jelas', 'mudah', 'maps', 'nya', 'kurang', 'cari', 'jalan', 'sama', 'gang', 'apk', 'maxim', 'maps', 'ga', 'ketemu', 'beda', 'sama', 'apk', 'tetangga', 'cari', 'jl', 'sama', 'gang', 'nya', 'saran', 'mohon', 'tingkat', 'lebih', 'baik', 'maps', 'nya', 'biar', 'makin', 'rame', 'apknya']"
"['sangat', 'bagus']","['sangat', 'bagus']"
"['fiturnya', 'jelek']","['fiturnya', 'jelek']"
"['maksimalkan', 'kaspro', 'nya', 'top', 'up', 'skrg', 'masuk', 'nya', 'besokkemana', 'dulu', 'uang']","['maksimal', 'kaspro', 'nya', 'top', 'up', 'skrg', 'masuk', 'nya', 'besokkemana', 'dulu', 'uang']"
"['ngak', 'batalkan', 'orderan', 'makanan', 'jaringan', 'lag', 'kepesan', 'x']","['ngak', 'batal', 'order', 'makan', 'jaring', 'lag', 'pes', 'x']"
"['ewalletnya', 'jelek', 'banget', 'masuk', 'saldonya', 'lama', 'kadang', 'error', 'tibatiba', 'pembayaran', 'alihin', 'tunai', 'padahal', 'udah', 'atur', 'ewallet', 'kaspro']","['ewalletnya', 'jelek', 'banget', 'masuk', 'saldo', 'lama', 'kadang', 'error', 'tibatiba', 'bayar', 'alihin', 'tunai', 'padahal', 'udah', 'atur', 'ewallet', 'kaspro']"
"['verifikasi', 'muka', 'maksimalkan', 'bukan', 'verifikasi', 'jaket', 'vermuk', 'kalau', 'logo', 'perusahaan', 'warnanya', 'sesuai', 'gak', 'masalah', 'menu', 'lainya', 'yg', 'gagal', 'parah', 'banyak', 'pengen', 'kerja', 'tibatiba', 'verket', 'verifikasi', 'jaket', 'mau', 'klik', 'menu', 'jalani', 'hilang', 'sendiri', 'sering', 'terjadi', 'kesalahan', 'foto', 'bintang', 'cocok', 'buat', 'kamu', 'maxim', 'lebih', 'baik', 'pake', 'gojek', 'grab', 'indriver', 'shopee', 'deleveri', 'mitra', 'maxim', 'bagus', 'persulit']","['verifikasi', 'muka', 'maksimal', 'bukan', 'verifikasi', 'jaket', 'vermuk', 'kalau', 'logo', 'usaha', 'warna', 'sesuai', 'gak', 'masalah', 'menu', 'lai', 'yg', 'gagal', 'parah', 'banyak', 'ken', 'kerja', 'tibatiba', 'verket', 'verifikasi', 'jaket', 'mau', 'klik', 'menu', 'jalan', 'hilang', 'sendiri', 'sering', 'jadi', 'salah', 'foto', 'bintang', 'cocok', 'buat', 'kamu', 'maxim', 'lebih', 'baik', 'pake', 'gojek', 'grab', 'indriver', 'shopee', 'deleveri', 'mitra', 'maxim', 'bagus', 'sulit']"
"['hari', 'juli', 'driver', 'maxim', 'mobil', 'pengin', 'tipu', 'tipu', 'astaga', 'masa', 'mobil', 'udah', 'jalan', 'waktu', 'berbayar', 'aktif', 'ketujuan', 'harga', 'jadi', 'astagfirullah', 'gitu', 'banget', 'nyari', 'duit', 'driver', 'online', 'ga', 'pernah', 'gitu', 'walaupun', 'kadang', 'dibuat', 'lama', 'kadang', 'melihat', 'berkahnya', 'baik', 'jujur', 'dikasih', 'lebih', 'alhamdulillah', 'kalau', 'engga', 'yaa', 'elus', 'dada', 't', 'fs']","['hari', 'juli', 'driver', 'maxim', 'mobil', 'pengin', 'tipu', 'tipu', 'astaga', 'masa', 'mobil', 'udah', 'jalan', 'waktu', 'bayar', 'aktif', 'tuju', 'harga', 'jadi', 'astagfirullah', 'gitu', 'banget', 'nyari', 'duit', 'driver', 'online', 'ga', 'pernah', 'gitu', 'walaupun', 'kadang', 'buat', 'lama', 'kadang', 'lihat', 'berkah', 'baik', 'jujur', 'kasih', 'lebih', 'alhamdulillah', 'kalau', 'engga', 'yaa', 'elus', 'dada', 't', 'fs']"
"['top', 'up', 'wallet', 'ga', 'bawa', 'cash', 'pas', 'order', 'tau', 'diganti', 'tunai', 'otomatis', 'mau', 'ga', 'mau', 'mesti', 'cari', 'atm', 'dijalan', 'jadinya', 'mau', 'tarik', 'dananya', 'ribet', 'mesti', 'download', 'aplikasi', 'udh', 'saldo', 'mengendap', 'mesti', 'bayar', 'cash', 'jadi', 'rugi']","['top', 'up', 'wallet', 'ga', 'bawa', 'cash', 'pas', 'order', 'tau', 'ganti', 'tunai', 'otomatis', 'mau', 'ga', 'mau', 'mesti', 'cari', 'atm', 'jalan', 'jadi', 'mau', 'tarik', 'dana', 'ribet', 'mesti', 'download', 'aplikasi', 'udh', 'saldo', 'endap', 'mesti', 'bayar', 'cash', 'jadi', 'rugi']"
"['mahall', 'sekarangdriver', 'sering', 'ga', 'jemput', 'cancel', 'konfirmasil', 'lebih', 'murah', 'aplikasi', 'indri']","['mahall', 'sekarangdriver', 'sering', 'ga', 'jemput', 'cancel', 'konfirmasil', 'lebih', 'murah', 'aplikasi', 'indri']"
"['aplikasinya', 'cacat', 'pembayaran', 'top', 'up', 'ribet', 'bahkan', 'udah', 'top', 'up', 'nd', 'masuk', 'saldonya', 'dompat', 'maxim', 'ga', 'fitur', 'telpon', 'driver', 'jadi', 'susah', 'komunikasi', 'kalau', 'chatnya', 'ga', 'dibalas']","['aplikasi', 'cacat', 'bayar', 'top', 'up', 'ribet', 'bahkan', 'udah', 'top', 'up', 'nd', 'masuk', 'saldo', 'dompat', 'maxim', 'ga', 'fitur', 'telpon', 'driver', 'jadi', 'susah', 'komunikasi', 'kalau', 'chatnya', 'ga', 'balas']"
"['ribet', 'pesan', 'tahu', 'titik', 'lokasi', 'tujuan']","['ribet', 'pesan', 'tahu', 'titik', 'lokasi', 'tuju']"
"['sedih', 'sekali', 'padahal', 'sangat', 'suka', 'memakai', 'maxim', 'hari', 'mencoba', 'pembayaran', 'melalui', 'kaspro', 'tf', 'akun', 'virtual', 'kaspro', 'pembayarannya', 'berhasil', 'isi', 'saldo', 'kaspro', 'sama', 'sekali', 'adarp', 'merasa', 'ditipu', 'padahal', 'hari', 'menggunakan', 'jasa', 'layanan', 'diperbaiki', 'sangat', 'sakit', 'hati']","['sedih', 'sekali', 'padahal', 'sangat', 'suka', 'pakai', 'maxim', 'hari', 'coba', 'bayar', 'lalu', 'kaspro', 'tf', 'akun', 'virtual', 'kaspro', 'bayar', 'hasil', 'isi', 'saldo', 'kaspro', 'sama', 'sekali', 'adarp', 'rasa', 'tipu', 'padahal', 'hari', 'guna', 'jasa', 'layan', 'baik', 'sangat', 'sakit', 'hati']"
"['pengalaman', 'terburuk', 'selama', 'pake', 'tranportasi', 'online', 'driver', 'ga', 'akhlak', 'sy', 'pesen', 'maxim', 'car', 'buat', 'nganter', 'orang', 'tua', 'plg', 'ga', 'tau', 'nya', 'd', 'sepanjang', 'jln', 'driver', 'ngeluh', 'marah', 'minta', 'ongkos', 'tambahan', 'sangat', 'mengecewakan']","['alam', 'buruk', 'lama', 'pake', 'tranportasi', 'online', 'driver', 'ga', 'akhlak', 'sy', 'sen', 'maxim', 'car', 'buat', 'nganter', 'orang', 'tua', 'plg', 'ga', 'tau', 'nya', 'd', 'panjang', 'jln', 'driver', 'ngeluh', 'marah', 'minta', 'ongkos', 'tambah', 'sangat', 'kecewa']"
"['suaah', 'banget', 'nyari', 'alamatt', 'rudettttt']","['suaah', 'banget', 'nyari', 'alamatt', 'rudettttt']"
"['orderan', 'dibatalkan', 'notifikasi', 'berhasil', 'dibatalkan', 'saldo', 'dipotong', 'menghubungi', 'bagian', 'dukungan', 'respon', 'ikhlas', 'uang', 'diambil', 'cara', 'yg', 'benar', 'ga', 'bagus', 'aplikasinya', 'jelek', 'skali', 'penanganan', 'laporan', 'lambat', 'ga', 'kayak', 'aplikasi']","['order', 'batal', 'notifikasi', 'hasil', 'batal', 'saldo', 'potong', 'hubung', 'bagi', 'dukung', 'respon', 'ikhlas', 'uang', 'ambil', 'cara', 'yg', 'benar', 'ga', 'bagus', 'aplikasi', 'jelek', 'skali', 'tangan', 'lapor', 'lambat', 'ga', 'kayak', 'aplikasi']"
"['tak', 'login', 'parah']","['tak', 'login', 'parah']"
"['gak', 'login', 'apa', 'gangguan', 'apa', 'gimana', 'iya']","['gak', 'login', 'apa', 'ganggu', 'apa', 'gimana', 'iya']"
"['bintang', 'satu', 'terlalu', 'lama', 'cari', 'derefer', 'nya', 'padahal', 'udah', 'lama', 'nunggu', 'aplikasi', 'terburuk', 'yg', 'pernah', 'pakai']","['bintang', 'satu', 'terlalu', 'lama', 'cari', 'derefer', 'nya', 'padahal', 'udah', 'lama', 'nunggu', 'aplikasi', 'buruk', 'yg', 'pernah', 'pakai']"
"['mencari', 'pelaksana', 'lama', 'skli', 'kadang', 'gak', 'bawa', 'helm', 'duh', 'nyesel', 'dah', 'pake', 'maxim']","['cari', 'laksana', 'lama', 'skli', 'kadang', 'gak', 'bawa', 'helm', 'duh', 'nyesel', 'dah', 'pake', 'maxim']"
"['aplikasi', 'banyak', 'mengalami', 'bug']","['aplikasi', 'banyak', 'alami', 'bug']"
"['eror', 'mulu', 'ni', 'apk', 'terus', 'driver', 'nya', 'ga', 'ramah']","['eror', 'mulu', 'ni', 'apk', 'terus', 'driver', 'nya', 'ga', 'ramah']"
['baik'],['baik']
"['kurang', 'membantu']","['kurang', 'bantu']"
"['mohon', 'platformnya', 'diperbaiki', 'sering', 'terjadi', 'driver', 'nakal', 'merebut', 'orderan', 'driver', 'customer', 'merasa', 'dirugikan', 'krn', 'driver', 'dicancel', 'malah', 'marah', 'costumer']","['mohon', 'platform', 'baik', 'sering', 'jadi', 'driver', 'nakal', 'rebut', 'order', 'driver', 'customer', 'rasa', 'rugi', 'krn', 'driver', 'dicancel', 'malah', 'marah', 'costumer']"
"['sampah', 'lelet', 'lemot', 'pilih', 'mps', 'aja', 'susah', 'banget', 'apa', 'ketik', 'tambah', 'lelet', 'alamt', 'mana', 'titik', 'dmna', 'sampah', 'kapok', 'pake', 'maxsimbikin', 'repot']","['sampah', 'lelet', 'lot', 'pilih', 'mps', 'aja', 'susah', 'banget', 'apa', 'ketik', 'tambah', 'lelet', 'alamt', 'mana', 'titik', 'dmna', 'sampah', 'kapok', 'pake', 'maxsimbikin', 'repot']"
"['plat', 'bm', 'llj', 'memaksa', 'menerima', 'orderan', 'nya', 'padahal', 'yg', 'mesan', 'orderan', 'nyasar', 'driver', 'ngotot', 'hati', 'hati', 'aj', 'sm', 'driver', 'plat', 'diatas']","['plat', 'bm', 'llj', 'paksa', 'terima', 'order', 'nya', 'padahal', 'yg', 'mesan', 'order', 'nyasar', 'driver', 'ngotot', 'hati', 'hati', 'aj', 'sm', 'driver', 'plat', 'atas']"
['login'],['login']
"['padahal', 'ad', 'jln', 'yg', 'lebih', 'dekat', 'drivernya', 'ikut', 'jalan', 'yg', 'lebi', 'jauh']","['padahal', 'ad', 'jln', 'yg', 'lebih', 'dekat', 'drivernya', 'ikut', 'jalan', 'yg', 'lebi', 'jauh']"
