no_stopwords,stemmed_text
"['senin', 'pagi', 'tanggal', 'juli', 'pembayaran', 'pakai', 'e', 'wallet', 'e', 'wallet', 'terpenuhi', 'membayar', 'driver', 'malah', 'keluar', 'order', 'dialihkan', 'pembayaran', 'tunai', 'sebagian', 'dana', 'kartu', 'gagal', 'terblokir', 'buangbuang', 'uang']","['senin', 'pagi', 'tanggal', 'juli', 'bayar', 'pakai', 'e', 'wallet', 'e', 'wallet', 'penuh', 'bayar', 'driver', 'malah', 'keluar', 'order', 'alih', 'bayar', 'tunai', 'bagi', 'dana', 'kartu', 'gagal', 'blokir', 'buangbuang', 'uang']"
"['hilangin', 'aja', 'belanja', 'food', 'nya', 'pesan', 'udah', 'tambahin', 'trip', 'malah', 'bilang', 'ngetuk', 'penipu', 'angel', 'angel', 'cocok', 'buat', 'bike', 'aja', 'ininaik', 'maxim', 'car', 'x', 'ketemu', 'driver', 'yg', 'sama', 'selalu', 'bawa', 'penumpang', 'a', 'dr']","['hilangin', 'aja', 'belanja', 'food', 'nya', 'pesan', 'udah', 'tambahin', 'trip', 'malah', 'bilang', 'ngetuk', 'tipu', 'angel', 'angel', 'cocok', 'buat', 'bike', 'aja', 'ininaik', 'maxim', 'car', 'x', 'ketemu', 'driver', 'yg', 'sama', 'selalu', 'bawa', 'tumpang', 'a', 'dr']"
"['titik', 'map', 'akurat']","['titik', 'map', 'akurat']"
"['apk', 'ngak', 'brrmutu', 'keamanan', 'kurang', 'menangin', 'sepihak', 'aja', 'dikit', 'minta', 'komisi']","['apk', 'ngak', 'brrmutu', 'aman', 'kurang', 'menangin', 'pihak', 'aja', 'dikit', 'minta', 'komisi']"
"['dpt', 'driver', 'menyelesaikan', 'orderan', 'terdekat', 'nunggu', 'menitan', 'tiba', 'cancel', 'gak', 'jelas', 'banget', 'buang', 'waktu', 'lalu', 'order', 'diharga', 'k', 'tp', 'sama', 'drivernya', 'disuruh', 'bayar', 'k', 'apk', 'jelek', 'driver', 'ramah', 'samsek']","['dpt', 'driver', 'selesai', 'order', 'dekat', 'nunggu', 'menit', 'tiba', 'cancel', 'gak', 'jelas', 'banget', 'buang', 'waktu', 'lalu', 'order', 'harga', 'k', 'tp', 'sama', 'drivernya', 'suruh', 'bayar', 'k', 'apk', 'jelek', 'driver', 'ramah', 'samsek']"
"['bad', 'banget', 'driver', 'nya', 'seenaknya', 'sering', 'nunggu', 'lama', 'menjalankan', 'tugas', 'tanggung', 'jawab', 'nya', 'baik', 'bukan', 'nya', 'makin', 'jadi', 'baik', 'perbaiki', 'malah', 'makin', 'ancur', 'deh', 'aplikasi', 'gila', 'yaaa', 'abal', 'abal', 'semua', 'driver', 'nya']","['bad', 'banget', 'driver', 'nya', 'enak', 'sering', 'nunggu', 'lama', 'jalan', 'tugas', 'tanggung', 'jawab', 'nya', 'baik', 'bukan', 'nya', 'makin', 'jadi', 'baik', 'baik', 'malah', 'makin', 'ancur', 'deh', 'aplikasi', 'gila', 'yaaa', 'abal', 'abal', 'semua', 'driver', 'nya']"
"['slalu', 'sulit', 'menemukan', 'driver', 'disaat', 'delivery']","['slalu', 'sulit', 'temu', 'driver', 'saat', 'delivery']"
"['abngnya', 'ga', 'sabaran']","['abngnya', 'ga', 'sabar']"
"['tarif', 'rendah', 'konsumen', 'banyak', 'permintaan', 'pertegas', 'cara', 'menyesuai', 'kan', 'tarif', 'aplikasi', 'banyak', 'orderan', 'fiktif', 'update', 'dg', 'system', 'bagus']","['tarif', 'rendah', 'konsumen', 'banyak', 'minta', 'tegas', 'cara', 'sesuai', 'kan', 'tarif', 'aplikasi', 'banyak', 'order', 'fiktif', 'update', 'dg', 'system', 'bagus']"
"['maxim', 'membantu', 'baik', 'terutama', 'driver', 'nya', 'susah', 'sekali', 'biar', 'udah', 'naik', 'tarif', 'tetap', 'gak', 'padahal', 'liat', 'banyak', 'driver', 'nya', 'cmn', 'tdk', 'yg', 'mau', 'maxim', 'apa', 'tujuan', 'nya', 'membantu', 'apa', 'terus', 'map', 'nya', 'anehh', 'tambah', 'jauh', 'padahal', 'lokasi', 'dekat', 'putar', 'jauh', 'lokasinya', 'aneh', 'bin', 'ajaib', 'apk', 'maxim']","['maxim', 'bantu', 'baik', 'utama', 'driver', 'nya', 'susah', 'sekali', 'biar', 'udah', 'naik', 'tarif', 'tetap', 'gak', 'padahal', 'liat', 'banyak', 'driver', 'nya', 'cmn', 'tdk', 'yg', 'mau', 'maxim', 'apa', 'tuju', 'nya', 'bantu', 'apa', 'terus', 'map', 'nya', 'anehh', 'tambah', 'jauh', 'padahal', 'lokasi', 'dekat', 'putar', 'jauh', 'lokasi', 'aneh', 'bin', 'ajaib', 'apk', 'maxim']"
"['driver', 'yg', 'gak', 'hafal', 'rute', 'penjemputan', 'kok', 'tibatiba', 'tarif', 'naik', 'tarif', 'awal', 'alasan', 'waktu', 'tunggu', 'lama', 'konyol', 'banget', 'harusnya', 'sistem', 'g', 'ngerubah', 'tarif', 'awal']","['driver', 'yg', 'gak', 'hafal', 'rute', 'jemput', 'kok', 'tibatiba', 'tarif', 'naik', 'tarif', 'awal', 'alas', 'waktu', 'tunggu', 'lama', 'konyol', 'banget', 'harus', 'sistem', 'g', 'ngerubah', 'tarif', 'awal']"
['baik'],['baik']
"['sangat', 'menikmati', 'perjalanan', 'ny']","['sangat', 'nikmat', 'jalan', 'ny']"
"['payah', 'harga', 'berubah', 'itungan', 'menit']","['payah', 'harga', 'ubah', 'itungan', 'menit']"
"['mohon', 'evaluasi', 'driver', 'maxim', 'nya', 'minta', 'harga', 'tinggi', 'dibuat', 'menunggu', 'yg', 'sangat', 'lama', 'trus', 'penumpang', 'suruh', 'menunggu', 'karna', 'driver', 'mau', 'jemput', 'keluarga', 'dulu']","['mohon', 'evaluasi', 'driver', 'maxim', 'nya', 'minta', 'harga', 'tinggi', 'buat', 'tunggu', 'yg', 'sangat', 'lama', 'trus', 'tumpang', 'suruh', 'tunggu', 'karna', 'driver', 'mau', 'jemput', 'keluarga', 'dulu']"
"['buat', 'drivernya', 'driver', 'ngerokok', 'selama', 'perjalanan', 'asap', 'nya', 'kena']","['buat', 'drivernya', 'driver', 'ngerokok', 'lama', 'jalan', 'asap', 'nya', 'kena']"
"['kalo', 'tambahin', 'fitur', 'foto', 'tempat', 'biar', 'drivernya', 'tambah', 'paham', 'kalau', 'fi', 'suruh', 'jemput', 'titik', 'alamat']","['kalo', 'tambahin', 'fitur', 'foto', 'tempat', 'biar', 'drivernya', 'tambah', 'paham', 'kalau', 'fi', 'suruh', 'jemput', 'titik', 'alamat']"
"['aplikasinya', 'ga', 'jelas', 'buat', 'maxim', 'food', 'udh', 'nunggu', 'set', 'jam', 'ga', 'yg', 'mau', 'pick', 'up', 'terus', 'giliran', 'mau', 'dibatalin', 'ga', 'opsi', 'ubah', 'orderan', 'ga', 'naikan', 'tarif', 'perbaiki']","['aplikasi', 'ga', 'jelas', 'buat', 'maxim', 'food', 'udh', 'nunggu', 'set', 'jam', 'ga', 'yg', 'mau', 'pick', 'up', 'terus', 'gilir', 'mau', 'dibatalin', 'ga', 'opsi', 'ubah', 'order', 'ga', 'naik', 'tarif', 'baik']"
"['parahhh', 'apk', 'buruk', 'mesen', 'udh', 'lebih', 'menit', 'ga', 'dapet', 'driver', 'nya']","['parahhh', 'apk', 'buruk', 'mesen', 'udh', 'lebih', 'menit', 'ga', 'dapet', 'driver', 'nya']"
"['drivernya', 'suka', 'nambah', 'tarif', 'lebih', 'hasil', 'aplikasi', 'sesuka', 'hati', 'pelanggan', 'kejadian', 'x', 'wkwkwk', 'mending', 'pake', 'aplikasi']","['drivernya', 'suka', 'nambah', 'tarif', 'lebih', 'hasil', 'aplikasi', 'suka', 'hati', 'langgan', 'jadi', 'x', 'wkwkwk', 'mending', 'pake', 'aplikasi']"
"['sering', 'eror', 'udh', 'dapay', 'driver', 'tp', 'tiba', 'hilang']","['sering', 'eror', 'udh', 'dapay', 'driver', 'tp', 'tiba', 'hilang']"
"['jaminan', 'keselamatan', 'penumpang', 'kendaraan', 'sering', 'nyaman', 'aplagi', 'pengemudinya', 'sop', 'nya']","['jamin', 'selamat', 'tumpang', 'kendara', 'sering', 'nyaman', 'aplagi', 'mud', 'sop', 'nya']"
"['ckp', 'baik']","['ckp', 'baik']"
"['gps', 'kurang', 'tepat', 'kasihan', 'kurirnya', 'mencari', 'alamat', 'konsumen']","['gps', 'kurang', 'tepat', 'kasihan', 'kurir', 'cari', 'alamat', 'konsumen']"
"['pelanggan', 'tetap', 'kalian', 'kecewakan', 'menunggu', 'lama', 'sekali', 'order', 'makanan', 'siap', 'hapus', 'menu', 'order', 'makanannya', 'ojek', 'online', 'antar', 'orang', 'kalian', 'buat', 'masalah', 'perut', 'kalian', 'main', 'mainkan']","['langgan', 'tetap', 'kalian', 'kecewa', 'tunggu', 'lama', 'sekali', 'order', 'makan', 'siap', 'hapus', 'menu', 'order', 'makan', 'ojek', 'online', 'antar', 'orang', 'kalian', 'buat', 'masalah', 'perut', 'kalian', 'main', 'main']"
"['lama', 'banget', 'susah', 'dapet', 'driver', 'nya']","['lama', 'banget', 'susah', 'dapet', 'driver', 'nya']"
"['driver', 'ngga', 'yg', 'mau', 'ambil', 'kalau', 'pembayarannya', 'ngga', 'tinggi', 'padahal', 'yg', 'nentuin', 'apk', 'malah', 'ngga', 'yg', 'ambil', 'mending', 'apk', 'seblah', 'cepat', 'responnya']","['driver', 'ngga', 'yg', 'mau', 'ambil', 'kalau', 'bayar', 'ngga', 'tinggi', 'padahal', 'yg', 'nentuin', 'apk', 'malah', 'ngga', 'yg', 'ambil', 'mending', 'apk', 'seblah', 'cepat', 'responnya']"
"['akun', 'login']","['akun', 'login']"
"['perbaiki', 'lgi', 'titik', 'lokasi', 'semua', 'tempat', 'pelayanan', 'nya']","['baik', 'lgi', 'titik', 'lokasi', 'semua', 'tempat', 'layan', 'nya']"
"['lebih', 'update', 'milih', 'driver', 'bener', 'rata', 'temuin', 'ga', 'niat', 'udah', 'deket', 'lokasi', 'malah', 'cancel', 'pembayaran', 'ga', 'transfer']","['lebih', 'update', 'milih', 'driver', 'bener', 'rata', 'temuin', 'ga', 'niat', 'udah', 'deket', 'lokasi', 'malah', 'cancel', 'bayar', 'ga', 'transfer']"
"['apk', 'apa', 'sih', 'cok', 'order', 'car', 'udah', 'cancel']","['apk', 'apa', 'sih', 'cok', 'order', 'car', 'udah', 'cancel']"
"['maxim', 'sekarang', 'utk', 'maxim', 'car', 'banyak', 'kosongklo', 'pesen', 'sering', 'gada', 'beda', 'sama', 'biketolong', 'perbnyk', 'lgi']","['maxim', 'sekarang', 'utk', 'maxim', 'car', 'banyak', 'kosongklo', 'sen', 'sering', 'gada', 'beda', 'sama', 'biketolong', 'perbnyk', 'lgi']"
"['aplikasi', 'nya', 'kata', 'aku', 'sih', 'jelek', 'soal', 'nya', 'maps', 'nya', 'gak', 'lengkap']","['aplikasi', 'nya', 'kata', 'aku', 'sih', 'jelek', 'soal', 'nya', 'maps', 'nya', 'gak', 'lengkap']"
"['nda', 'cansel', 'anjir']","['nda', 'cansel', 'anjir']"
"['baru', 'pertama', 'download', 'orderan', 'pertama', 'tbtb', 'supir', 'suruh', 'cansel', 'padahal', 'alamat', 'jelas']","['baru', 'pertama', 'download', 'order', 'pertama', 'tbtb', 'supir', 'suruh', 'cansel', 'padahal', 'alamat', 'jelas']"
"['makin', 'kesini', 'makin', 'jelek', 'aplikasi', 'nya', 'melacak', 'lokasi', 'driver', 'beberapa', 'kali', 'memakai', 'jasa', 'maxim', 'perubahan', 'aplikasi']","['makin', 'kesini', 'makin', 'jelek', 'aplikasi', 'nya', 'lacak', 'lokasi', 'driver', 'beberapa', 'kali', 'pakai', 'jasa', 'maxim', 'ubah', 'aplikasi']"
"['tetepppp', 'aku', 'ksihhh', 'bintang', 'udah', 'masukkk', 'sihhh', 'tapiii', 'ttep', 'aja', 'potong', 'dong', 'gaada', 'tuh', 'pemberitahuan', 'kalau', 'biaya', 'adminnya', 'jangan', 'korupsi', 'tolongggg']","['tetepppp', 'aku', 'ksihhh', 'bintang', 'udah', 'masukkk', 'sihhh', 'tapiii', 'ttep', 'aja', 'potong', 'dong', 'gaada', 'tuh', 'pemberitahuan', 'kalau', 'biaya', 'adminnya', 'jangan', 'korupsi', 'tolongggg']"
"['sebaiknya', 'driver', 'lebih', 'profesional', 'punya', 'etos', 'kerja']","['baik', 'driver', 'lebih', 'profesional', 'punya', 'etos', 'kerja']"
"['aplikasi', 'jelek', 'masa', 'map', 'rumah', 'gak', 'liat', 'malah', 'kuning', 'doang']","['aplikasi', 'jelek', 'masa', 'map', 'rumah', 'gak', 'liat', 'malah', 'kuning', 'doang']"
"['mudah', 'an', 'kedepannya', 'pengemudi', 'ojol', 'lebih', 'tertib', 'patuh', 'rambu', 'lalu', 'lintas', 'plat', 'nomer', 'terpasang', 'depan', 'belakang']","['mudah', 'an', 'depan', 'kemudi', 'ojol', 'lebih', 'tertib', 'patuh', 'rambu', 'lalu', 'lintas', 'plat', 'nomer', 'pasang', 'depan', 'belakang']"
"['driver', 'terdekat', 'adatapi', 'diberikan', 'driver', 'jauh', 'membuat', 'lama', 'menunggu']","['driver', 'dekat', 'adatapi', 'beri', 'driver', 'jauh', 'buat', 'lama', 'tunggu']"
"['respon', 'baik']","['respon', 'baik']"
"['aplikasi', 'paling', 'jelek', 'udah', 'drivernya', 'sombong', 'sombong', 'khususnya', 'mobildan', 'tarip', 'sesuai', 'harga', 'aplikasi']","['aplikasi', 'paling', 'jelek', 'udah', 'drivernya', 'sombong', 'sombong', 'khusus', 'mobildan', 'tarip', 'sesuai', 'harga', 'aplikasi']"
"['sopir', 'minta', 'naik', 'harga', 'alasan', 'macet']","['sopir', 'minta', 'naik', 'harga', 'alas', 'macet']"
"['isi', 'wallet', 'tanggal', 'juli', 'hari', 'terisi', 'kalo', 'dana', 'ribu', 'tergantuvdi', 'virtual', 'account', 'blm', 'masukkan', 'wallet', 'kerjanya', 'disuruh', 'email', 'terus', 'hari', 'kerjasamanya', 'kalo', 'memang', 'nda', 'mau', 'isi', 'uang', 'dikembalikan']","['isi', 'wallet', 'tanggal', 'juli', 'hari', 'isi', 'kalo', 'dana', 'ribu', 'tergantuvdi', 'virtual', 'account', 'blm', 'masuk', 'wallet', 'kerja', 'suruh', 'email', 'terus', 'hari', 'kerjasamanya', 'kalo', 'memang', 'nda', 'mau', 'isi', 'uang', 'kembali']"
"['payah', 'percuma', 'mau', 'pesan', 'makanan', 'gak', 'nama', 'resto', 'daftar', 'menunya', 'tetep', 'aku', 'kasih', 'bintang', 'percuma', 'update', 'aplikasi', 'kemajuan', 'fasilitas', 'foto', 'kamera', 'difitur', 'chat', 'kalo', 'mau', 'pesan', 'makanan', 'jadi', 'susah', 'mau', 'minta', 'menu', 'driver', 'trus', 'susah', 'kalo', 'mau', 'kirim', 'barang', 'cari', 'alamat', 'buat', 'kasih', 'tahu', 'jenis', 'barang', 'bentuk', 'ataupun', 'ukurannya', 'susah', 'kalo', 'kasih', 'tahu', 'detail', 'alamat', 'lewat', 'gambar', 'parah', 'sekali']","['payah', 'percuma', 'mau', 'pesan', 'makan', 'gak', 'nama', 'resto', 'daftar', 'menu', 'tetep', 'aku', 'kasih', 'bintang', 'percuma', 'update', 'aplikasi', 'maju', 'fasilitas', 'foto', 'kamera', 'difitur', 'chat', 'kalo', 'mau', 'pesan', 'makan', 'jadi', 'susah', 'mau', 'minta', 'menu', 'driver', 'trus', 'susah', 'kalo', 'mau', 'kirim', 'barang', 'cari', 'alamat', 'buat', 'kasih', 'tahu', 'jenis', 'barang', 'bentuk', 'atau', 'ukur', 'susah', 'kalo', 'kasih', 'tahu', 'detail', 'alamat', 'lewat', 'gambar', 'parah', 'sekali']"
"['dong', 'fitur', 'pembatalannya', 'digunakan', 'cuma', 'edit', 'order', 'doang', 'driver', 'bingung', 'mau', 'gimana']","['dong', 'fitur', 'batal', 'guna', 'cuma', 'edit', 'order', 'doang', 'driver', 'bingung', 'mau', 'gimana']"
"['gk', 'jelasssss']","['gk', 'jelasssss']"
"['pencarian', 'sangat', 'lama', 'meskipun', 'menaikkan', 'harga', 'tawar']","['cari', 'sangat', 'lama', 'meski', 'naik', 'harga', 'tawar']"
"['paling', 'susah', 'kalo', 'cari', 'driver', 'mobil', 'apa', 'hujan', 'mau', 'kenaikan', 'harga', 'x', 'tetep', 'ajah', 'susah', 'padahal', 'maps', 'banyak', 'driver', 'terdekat', 'nya']","['paling', 'susah', 'kalo', 'cari', 'driver', 'mobil', 'apa', 'hujan', 'mau', 'naik', 'harga', 'x', 'tetep', 'ajah', 'susah', 'padahal', 'maps', 'banyak', 'driver', 'dekat', 'nya']"
"['klw', 'pesan', 'order', 'makanan', 'gaak', 'bsa', 'batal', 'menjengkelkan']","['klw', 'pesan', 'order', 'makan', 'gaak', 'bsa', 'batal', 'jengkel']"
"['apk', 'jelek']","['apk', 'jelek']"
"['cepet', 'update', 'data', 'map', 'sama', 'sistem', 'kaspronya', 'benerin', 'tuh', 'suka', 'gak', 'masuk', 'lama']","['cepet', 'update', 'data', 'map', 'sama', 'sistem', 'kaspronya', 'benerin', 'tuh', 'suka', 'gak', 'masuk', 'lama']"
"['aplikasi', 'sampah', 'mapnya', 'dong', 'update', 'susah', 'banget', 'mau', 'tujuan', 'niat', 'bikin', 'aplikasi', 'ga', 'sih', 'lu', 'woi', 'lah', 'kesusahan', 'gua', 'nyari', 'alamat', 'tujuannya']","['aplikasi', 'sampah', 'map', 'dong', 'update', 'susah', 'banget', 'mau', 'tuju', 'niat', 'bikin', 'aplikasi', 'ga', 'sih', 'lu', 'woi', 'lah', 'susah', 'gua', 'nyari', 'alamat', 'tuju']"
"['memberi', 'rating', 'bintang', 'login', 'aplikasinya', 'harusnya', 'memasukan', 'data', 'pribadi', 'contoh', 'nama', 'sesuai', 'ktp', 'bersama', 'nik', 'perlu', 'foto', 'selfi', 'foto', 'profil', 'pengguna', 'no', 'telp', 'pelanggan', 'silent', 'jadi', 'driver', 'melihatmenghubungi', 'pelanggan', 'menghindari', 'adanya', 'konsumen', 'yg', 'bertanggung', 'jawab', 'melakukan', 'orderan', 'fiktif']","['beri', 'rating', 'bintang', 'login', 'aplikasi', 'harus', 'pasu', 'data', 'pribadi', 'contoh', 'nama', 'sesuai', 'ktp', 'sama', 'nik', 'perlu', 'foto', 'selfi', 'foto', 'profil', 'guna', 'no', 'telp', 'langgan', 'silent', 'jadi', 'driver', 'melihatmenghubungi', 'langgan', 'hindar', 'ada', 'konsumen', 'yg', 'tanggung', 'jawab', 'laku', 'order', 'fiktif']"
"['sangat', 'bagus']","['sangat', 'bagus']"
"['emang', 'harganya', 'murahtapi', 'cari', 'drivernya', 'susah', 'banget', 'bahkan', 'pernah', 'cancel', 'kali', 'tujuan', 'tempat', 'penjemputan', 'sama']","['emang', 'harga', 'murahtapi', 'cari', 'drivernya', 'susah', 'banget', 'bahkan', 'pernah', 'cancel', 'kali', 'tuju', 'tempat', 'jemput', 'sama']"
"['kata', 'murah', 'yaa', 'aku', 'pesen', 'maxim', 'suruh', 'nganterin', 'cuma', 'sini', 'sono', 'aja', 'berapa', 'coba', 'k', 'padahal', 'dekettttttttt', 'bangett', 'gila', 'si', 'selama', 'make', 'maxim', 'pernah', 'semahal', 'padahal', 'deket', 'banget', 'jarak', 'nyaaa']","['kata', 'murah', 'yaa', 'aku', 'sen', 'maxim', 'suruh', 'nganterin', 'cuma', 'sini', 'sono', 'aja', 'berapa', 'coba', 'k', 'padahal', 'dekettttttttt', 'bangett', 'gila', 'si', 'lama', 'make', 'maxim', 'pernah', 'mahal', 'padahal', 'deket', 'banget', 'jarak', 'nyaaa']"
"['kurang', 'puas', 'sopir', 'nya', 'tinggal', 'terima', 'keluar', 'masuk']","['kurang', 'puas', 'sopir', 'nya', 'tinggal', 'terima', 'keluar', 'masuk']"
"['kalau', 'siap', 'jadi', 'drivermending', 'jangan', 'jadi', 'driver', 'namnya', 'hujantentu', 'kondisi', 'badan', 'basah', 'kalqu', 'gag', 'mau', 'mobil', 'basahmending', 'jangan', 'ngebid']","['kalau', 'siap', 'jadi', 'drivermending', 'jangan', 'jadi', 'driver', 'namnya', 'hujantentu', 'kondisi', 'badan', 'basah', 'kalqu', 'gag', 'mau', 'mobil', 'basahmending', 'jangan', 'ngebid']"
"['petaa', 'akurat', 'yg', 'jadi', 'patokan', 'rumah', 'aja', 'gak', 'temukan', 'dipeta', 'tambah', 'bingung', 'cari', 'titika', 'diarahin']","['petaa', 'akurat', 'yg', 'jadi', 'patok', 'rumah', 'aja', 'gak', 'temu', 'peta', 'tambah', 'bingung', 'cari', 'titika', 'diarahin']"
"['apa', 'alamat', 'g', 'lengkap']","['apa', 'alamat', 'g', 'lengkap']"
"['pesan', 'food', 'se', 'jam', 'nyari', 'driver', 'nya', 'sangat', 'lambat', 'kinerja', 'nya']","['pesan', 'food', 'se', 'jam', 'nyari', 'driver', 'nya', 'sangat', 'lambat', 'kerja', 'nya']"
"['isi', 'walet', 'maxim', 'malah', 'nyangkut', 'gabisa', 'digunain', 'apapa', 'gabisa', 'diapa', 'apain', 'dananya', 'gaada', 'fitur', 'tf', 'ditindak', 'lanjuti', 'mau', 'pesan', 'maxim', 'gaada', 'mau', 'nerima', 'pembayaran', 'wallet']","['isi', 'walet', 'maxim', 'malah', 'nyangkut', 'gabisa', 'digunain', 'apapa', 'gabisa', 'apa', 'apain', 'dana', 'gaada', 'fitur', 'tf', 'tindak', 'lanjut', 'mau', 'pesan', 'maxim', 'gaada', 'mau', 'nerima', 'bayar', 'wallet']"
"['aduh', 'jelek', 'banget', 'kualitas', 'pelayanan', 'kurang', 'mau', 'mengucap', 'terus']","['aduh', 'jelek', 'banget', 'kualitas', 'layan', 'kurang', 'mau', 'ucap', 'terus']"
"['gak', 'nerima', 'sms']","['gak', 'nerima', 'sms']"
"['pengemudi', 'tau', 'maps', 'menyalahkan', 'penumpang', 'emosi', 'baikdan', 'menyetir', 'ugal', 'ugalan', 'atas', 'nama', 'arif', 'sultoni', 'plat', 'f', 'fjk', 'pengemudi', 'sangat', 'merugikan', 'sekali']","['kemudi', 'tau', 'maps', 'salah', 'tumpang', 'emosi', 'baikdan', 'setir', 'ugal', 'ugalan', 'atas', 'nama', 'arif', 'sultoni', 'plat', 'f', 'fjk', 'kemudi', 'sangat', 'rugi', 'sekali']"
"['murah', 'sih', 'tp', 'bbrpa', 'driver', 'tdk', 'profesional', 'sdh', 'nunggu', 'lama', 'tau', 'main', 'cancel', 'drivernya']","['murah', 'sih', 'tp', 'bbrpa', 'driver', 'tdk', 'profesional', 'sdh', 'nunggu', 'lama', 'tau', 'main', 'cancel', 'drivernya']"
"['kalau', 'musim', 'hujan', 'harganya', 'naik', 'emangnya']","['kalau', 'musim', 'hujan', 'harga', 'naik', 'emang']"
[],[]
"['peta', 'keluar', 'udah', 'mencoba', 'berkali', 'uninstal', 'instal', 'tetap', 'keluar', 'peta']","['peta', 'keluar', 'udah', 'coba', 'kali', 'uninstal', 'instal', 'tetap', 'keluar', 'peta']"
"['deiver', 'sangat', 'buruk', 'profesional']","['deiver', 'sangat', 'buruk', 'profesional']"
"['aplikasi', 'membantu', 'sulit', 'mendapat', 'driver', 'dapet', 'udah', 'mau', 'sampe', 'titik', 'jemput', 'malah', 'melenceng', 'terus', 'banyak', 'alesan', 'jemput', 'nya', 'perbaiki']","['aplikasi', 'bantu', 'sulit', 'dapat', 'driver', 'dapet', 'udah', 'mau', 'sampe', 'titik', 'jemput', 'malah', 'lenceng', 'terus', 'banyak', 'alesan', 'jemput', 'nya', 'baik']"
"['sangat', 'kecewa', 'pacar', 'turunin', 'tengah', 'jalan', 'besar', 'da', 'jarak', 'rumah', 'pacar', 'jauh', 'banget', 'mau', 'minta', 'penjelasan', 'nya', 'nopol', 'nya', 'bkwn', 'padahal', 'bayar', 'ongkos', 'maxim', 'nya', 'sesuai', 'harga', 'jujur', 'sangat', 'kecewa']","['sangat', 'kecewa', 'pacar', 'turunin', 'tengah', 'jalan', 'besar', 'da', 'jarak', 'rumah', 'pacar', 'jauh', 'banget', 'mau', 'minta', 'jelas', 'nya', 'nopol', 'nya', 'bkwn', 'padahal', 'bayar', 'ongkos', 'maxim', 'nya', 'sesuai', 'harga', 'jujur', 'sangat', 'kecewa']"
"['apk', 'ny', 'suka', 'eror']","['apk', 'ny', 'suka', 'eror']"
"['aplikasi', 'aneh', 'tf', 'kaspro', 'uangnya', 'ga', 'masuk', 'pdhl', 'va', 'dicopy', 'dri', 'maximnya', 'trs', 'ga', 'menu', 'bantuan', 'wkwk', 'jgn', 'coba', 'deh', 'pake', 'kaspro', 'nya', 'nyeseeellll', 'uangnya', 'hilang', 'percuma']","['aplikasi', 'aneh', 'tf', 'kaspro', 'uang', 'ga', 'masuk', 'pdhl', 'va', 'dicopy', 'dri', 'maximnya', 'trs', 'ga', 'menu', 'bantu', 'wkwk', 'jgn', 'coba', 'deh', 'pake', 'kaspro', 'nya', 'nyeseeellll', 'uang', 'hilang', 'percuma']"
"['alamat', 'berubah', 'sendiri', 'waktu', 'pesan', 'merugikan', 'pelanggan', 'driver', 'x', 'kejadian', 'rugi', 'rb', 'gue', 'tiap', 'kali', 'kejadian', 'lapor', 'adminny', 'jg', 'gak', 'bs', 'submit', 'krn', 'kolom', 'no', 'telp', 'gak', 'bs', 'input']","['alamat', 'ubah', 'sendiri', 'waktu', 'pesan', 'rugi', 'langgan', 'driver', 'x', 'jadi', 'rugi', 'rb', 'gue', 'tiap', 'kali', 'jadi', 'lapor', 'adminny', 'jg', 'gak', 'bs', 'submit', 'krn', 'kolom', 'no', 'telp', 'gak', 'bs', 'input']"
"['perbaiki', 'maps', 'nyaaa', 'titik', 'customer', 'driver', 'ngak', 'sesuai', 'udh', 'nunggu', 'lama', 'driver', 'ga', 'datang', 'tp', 'waktu', 'menunggu', 'berbayar', 'd', 'bilang', 'nya', 'titik', 'nya', 'ga', 'sesuai', 'padahal', 'udh', 'jelas', 'kalau', 'pake', 'apk', 'slalu', 'sesuai', 'driver', 'nya', 'udh', 'whatsapp', 'trs', 'minta', 'd', 'sharelok', 'ttp', 'aja', 'lamaaan', 'trs', 'minta', 'd', 'sharelok', 'buat', 'apaan']","['baik', 'maps', 'nyaaa', 'titik', 'customer', 'driver', 'ngak', 'sesuai', 'udh', 'nunggu', 'lama', 'driver', 'ga', 'datang', 'tp', 'waktu', 'tunggu', 'bayar', 'd', 'bilang', 'nya', 'titik', 'nya', 'ga', 'sesuai', 'padahal', 'udh', 'jelas', 'kalau', 'pake', 'apk', 'slalu', 'sesuai', 'driver', 'nya', 'udh', 'whatsapp', 'trs', 'minta', 'd', 'sharelok', 'ttp', 'aja', 'lamaaan', 'trs', 'minta', 'd', 'sharelok', 'buat', 'apa']"
['penipuan'],['tipu']
