content,processed_text
"Kemarin saya kirim laporan driver ugal ugalan sampai nyerempet motor dan bikin kaki saya cidera tanpa minta maaf sama sekali,tapi ngga ada respon apapun dari pihak maxim. Nyesel bgt si pake maxim, mending di app sebelah,kalo ada apa apa lgsg di tindak lanjuti","['kemarin', 'kirim', 'lapor', 'driver', 'ugal', 'ugalan', 'nyerempet', 'motor', 'bikin', 'kaki', 'cidera', 'minta', 'maaf', 'sama', 'sekalitapi', 'ngga', 'respon', 'apa', 'pihak', 'maxim', 'nyesel', 'bgt', 'si', 'pake', 'maxim', 'mending', 'app', 'sebelahkalo', 'apa', 'apa', 'lgsg', 'tindak', 'lanjut']"
Pengemudi suka minta buat dibatalin dg berbagai alasan,"['kemudi', 'suka', 'minta', 'buat', 'dibatalin', 'dg', 'bagai', 'alas']"
Kode otp nya kenapa lama banget,"['kode', 'otp', 'nya', 'lama', 'banget']"
Tarifnya pakai ekor 100...200 dan seterusnya,"['tarif', 'pakai', 'ekor', 'terus']"
Kok jadi lelet,"['kok', 'jadi', 'lelet']"
Aplikasi nya menurut saya penjaga an nya kurang ketat beda kayak di daerah yg lain kalau di daerah saya masa yg datang org nya beda beda malah an dapat org itu sering selama 3 hari selama 3 hari itu beda beda terus org nya yg datang padahal dengan org yg sama kan saya jadi heran org sama tapi di akun beda orangnya tolong di tindaki lanjut kan jadi susah membedakan kata abang driver nya makai banyak akun apa yg dimaksud banyak akun,"['aplikasi', 'nya', 'jaga', 'an', 'nya', 'kurang', 'ketat', 'beda', 'kayak', 'daerah', 'yg', 'kalau', 'daerah', 'masa', 'yg', 'datang', 'org', 'nya', 'beda', 'beda', 'malah', 'an', 'org', 'sering', 'lama', 'hari', 'lama', 'hari', 'beda', 'beda', 'terus', 'org', 'nya', 'yg', 'datang', 'padahal', 'org', 'yg', 'sama', 'kan', 'saya', 'jadi', 'heran', 'org', 'sama', 'di', 'akun', 'beda', 'orang', 'di', 'tindak', 'lanjut', 'kan', 'jadi', 'susah', 'beda', 'kata', 'abang', 'driver', 'nya', 'maka', 'banyak', 'akun', 'apa', 'yg', 'maksud', 'banyak', 'akun']"
"Waktu penjemputan sama di hp berbeda di hp 3 menit aslinya nunggu sampe 10 menit.saya hapuss aja app nihh padahal beda 3rb aja sama gojek,atau grab tapi ngabisin waktu ternyata","['waktu', 'jemput', 'sama', 'hp', 'beda', 'hp', 'menit', 'asli', 'nunggu', 'sampe', 'menitsaya', 'hapuss', 'aja', 'app', 'nihh', 'padahal', 'beda', 'rb', 'aja', 'sama', 'gojekatau', 'grab', 'ngabisin', 'waktu', 'nyata']"
"maxim terlalu berat sebelah antar mitra dengan pelanggan, pelanggan kebanyakan ngga punya otak","['maxim', 'terlalu', 'berat', 'belah', 'antar', 'mitra', 'langgan', 'langgan', 'banyak', 'ngga', 'punya', 'otak']"
Google maps kagak bener Masa cari alamat susah banget di map Maxim nyaa Sedangkan d apk sebelah malah cepat banget Tolong dong map Maxim nya di perbaiki lagi biar mudah mencari alamatnya,"['google', 'maps', 'kagak', 'bener', 'masa', 'cari', 'alamat', 'susah', 'banget', 'map', 'maxim', 'nyaa', 'd', 'apk', 'belah', 'malah', 'cepat', 'banget', 'dong', 'map', 'maxim', 'nya', 'baik', 'biar', 'mudah', 'cari', 'alamat']"
"Mentel mentel kali driveraxim bujang ini semuanya, klo orderan selalu lama diterima maunya minta harga tinggi tapi gerak nya kayak gak niat kerja!!!!","['tel', 'tel', 'kali', 'driveraxim', 'bujang', 'semua', 'klo', 'order', 'selalu', 'lama', 'terima', 'mau', 'minta', 'harga', 'tinggi', 'gerak', 'nya', 'kayak', 'gak', 'niat', 'kerja']"
Di salatiga jawa tengah sekarang cari driver susah pada pindah grab dan gojek kata driver maxim ribet vermuk gagal aja sulit makanya pada pindah gojek dan grab dan akhirnya saya juga order di gojek,"['salatiga', 'jawa', 'tengah', 'sekarang', 'cari', 'driver', 'susah', 'pindah', 'grab', 'gojek', 'kata', 'driver', 'maxim', 'ribet', 'vermuk', 'gagal', 'aja', 'sulit', 'makanya', 'pindah', 'gojek', 'grab', 'akhir', 'juga', 'order', 'gojek']"
# alamat tidak mudah terdeteksi dengan baik / sering error sehingga sangat menyulitkan # pembatalan kadang sulit hingga order menumpuk # seharusnya harus ada pembayaran online,"['alamat', 'mudah', 'deteksi', 'baik', 'sering', 'error', 'sangat', 'sulit', 'batal', 'kadang', 'sulit', 'hingga', 'order', 'tumpuk', 'harus', 'bayar', 'online']"
Sangat tidak efektif,"['sangat', 'efektif']"
"aplikasi jelek,harga pada saat memesan berbeda dengan pas Sampai ke alamat tujuan saya pesan di harga 46.000 pas sampai di tujuan harga nya berubah secara otomatis menjadi 61.600😡😡😡","['aplikasi', 'jelekharga', 'saat', 'mes', 'beda', 'pas', 'ke', 'alamat', 'tuju', 'pesan', 'harga', 'pas', 'di', 'tuju', 'harga', 'nya', 'ubah', 'otomatis', 'jadi']"
SALDO MAXIM WALLET NYA BERKURANG PADAHAL KITA BELUM PAKAI👎🏻👎🏻👎🏻👎🏻,"['saldo', 'maxim', 'wallet', 'nya', 'kurang', 'padahal', 'belum', 'pakai']"
Kebanyakan Pengemudi nya minta Tunai dasar aplikasi menjijikan,"['banyak', 'kemudi', 'nya', 'minta', 'tunai', 'dasar', 'aplikasi', 'jijik']"
Pengalaman pakai aplikasi ini di soeta ke stasiun senen. Aplikasi cuma 156rb suruh bayar 200rb lebih. Padahal toll nga sampai 20rb. Pengalaman pakai aplikasi sebelah dg rute yg sama . All in nga sampai 200 rb selisihnya lebih 50 rb Ternyata salam tempel yg Jaga center point,"['alam', 'pakai', 'aplikasi', 'di', 'soeta', 'stasiun', 'senen', 'aplikasi', 'cuma', 'rb', 'suruh', 'bayar', 'rb', 'lebih', 'padahal', 'toll', 'nga', 'rb', 'alam', 'pakai', 'aplikasi', 'belah', 'dg', 'rute', 'yg', 'sama', 'all', 'in', 'nga', 'rb', 'selisih', 'lebih', 'rb', 'nyata', 'salam', 'tempel', 'yg', 'jaga', 'center', 'point']"
"Kok susah ya mau isi saldo maxim, sampai salah isi ke maxim driver, mana gk bisa di tarik, di chat gak balas, kecewa","['kok', 'susah', 'mau', 'isi', 'saldo', 'maxim', 'salah', 'isi', 'maxim', 'driver', 'mana', 'gk', 'tarik', 'di', 'chat', 'gak', 'balas', 'kecewa']"
"Order telah dipenuhi oleh: Diska Saputra dengan Daihatsu Sigra, warna abu-abu, nopol A1080BC. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐(4.2","['order', 'penuh', 'diska', 'saputra', 'daihatsu', 'sigra', 'warna', 'abuabu', 'nopol', 'abc', 'terima', 'kasih', 'atas', 'jalan', 'rating']"
GA PERNAH SESUAI TITIK,"['ga', 'pernah', 'sesuai', 'titik']"
"Parahh driver yang deket kagak ada yang mau ambil, dapetnya drivernya pada jauh² mulu ..","['parahh', 'driver', 'deket', 'kagak', 'yang', 'mau', 'ambil', 'dapetnya', 'drivernya', 'jauh', 'mulu']"
"Kondisi motor para driver maxim banyak yang tidak baik (cont. Spion tidak ada, motor butut, lampu sen ga nyala) & lagi banyak driver selalu mengambil jalan seenaknya, tidak mematuhi perarturan rambu lalu lintas sering lawan arah, pdhl udh banyak kecelakaan ditempat itu","['kondisi', 'motor', 'driver', 'maxim', 'banyak', 'baik', 'cont', 'spion', 'ada', 'motor', 'butut', 'lampu', 'sen', 'ga', 'nyala', 'banyak', 'driver', 'selalu', 'ambil', 'jalan', 'enak', 'tidak', 'patuh', 'perarturan', 'rambu', 'lalu', 'lintas', 'sering', 'lawan', 'arah', 'pdhl', 'udh', 'banyak', 'celaka', 'tempat']"
driver maxim banyak yg nakal sudah beberapa kali saya pesen delivery tapi barang nggak pernah sampai ke saya ke kantor maxim jg percuma nggak ada solusi cuma bisa bilang tunggu driver datang. lah maling mana mau datang sendiri beda jauh dengan GOJEK setiap ada masalah langsung bisa clear,"['driver', 'maxim', 'banyak', 'yg', 'nakal', 'beberapa', 'kali', 'sen', 'delivery', 'barang', 'pernah', 'ke', 'ke', 'kantor', 'maxim', 'jg', 'percuma', 'ada', 'solusi', 'cuma', 'bilang', 'tunggu', 'driver', 'datang', 'lah', 'maling', 'mana', 'mau', 'datang', 'sendiri', 'beda', 'jauh', 'gojek', 'ada', 'masalah', 'langsung', 'clear']"
Tolong di perbaiki lagi maps nya.,"['di', 'baik', 'maps', 'nya']"
Drivernya bngst bngst,"['drivernya', 'bngst', 'bngst']"
"Pembaruan terakhir bug untuk pengguna android jadi tidak terlihat pengemudi di sekitar, sampai kapan ini?!","['baru', 'akhir', 'bug', 'guna', 'android', 'jadi', 'lihat', 'kemudi', 'sekitar', 'kapan']"
"buset dah, berantem ama driver lain. padahal orgnya beda pesenan dah selesai tp malah sambung ke driver lain. ditolol²in lgi. aduh -__-","['buset', 'dah', 'antem', 'ama', 'driver', 'padahal', 'orgnya', 'beda', 'sen', 'dah', 'selesai', 'tp', 'malah', 'sambung', 'driver', 'ditololin', 'lgi', 'aduh']"
Aplikasi cuma merugikan driver SDH harga murah dan tidak ada asuransi kecelakaan tidak seperti aplikasi sebelah yg hijau dan Maxim ini banyak sekali penipuan orderan seharusnya kalau akun penipu begitu langsung diblokir saja biar mereka tau rasa,"['aplikasi', 'cuma', 'rugi', 'driver', 'sdh', 'harga', 'murah', 'asuransi', 'celaka', 'tidak', 'seperti', 'aplikasi', 'belah', 'yg', 'hijau', 'maxim', 'banyak', 'sekali', 'tipu', 'order', 'kalau', 'akun', 'tipu', 'langsung', 'blokir', 'biar', 'tau', 'rasa']"
aplikasi lama terbukanya,"['aplikasi', 'lama', 'buka']"
"Aplikasi kalian punya otak ga? Harga bensin dan bahan pokok naik, ente buat argo ga masuk akal terlalu murah . Aplikasi tolol !!","['aplikasi', 'kalian', 'punya', 'otak', 'ga', 'harga', 'bensin', 'bahan', 'pokok', 'naik', 'ente', 'buat', 'argo', 'ga', 'masuk', 'akal', 'terlalu', 'murah', 'aplikasi', 'tolol']"
Saat hujan susah dapat mobil.......,"['hujan', 'susah', 'mobil']"
"Baru beberapa hari sih aku unduh, cuma aneh petanya!? Susah ngepasin titik lokasi rumah dan aku coba ketik stasiun kereta api Pemalang ngga muncul ! Saran : untuk peta kopas aja map Google! Setahun lebih beri masukan untuk map, sampai hari ini ngga ada perubahan 😇🤕🤕","['baru', 'beberapa', 'hari', 'sih', 'aku', 'unduh', 'cuma', 'aneh', 'peta', 'susah', 'ngepasin', 'titik', 'lokasi', 'rumah', 'aku', 'coba', 'ketik', 'stasiun', 'kereta', 'api', 'malang', 'ngga', 'muncul', 'saran', 'peta', 'kopas', 'aja', 'map', 'google', 'tahun', 'lebih', 'beri', 'masuk', 'map', 'hari', 'ngga', 'ubah']"
"harga 8900 malah disuruh bayar 10000 kan aneh mana drivernya ngebut ga ramah, ga guna anj","['harga', 'malah', 'suruh', 'bayar', 'kan', 'aneh', 'mana', 'drivernya', 'ngebut', 'ga', 'ramah', 'ga', 'anj']"
Telat banget orderan nya malas saya nunggu nya,"['telat', 'banget', 'order', 'nya', 'malas', 'nunggu', 'nya']"
Lambat mau order makanan susah,"['lambat', 'mau', 'order', 'makan', 'susah']"
Tolong diajarin customer mu biar kalau pesan nggak salah titik sama kalau bayar jangan suka kurang tarifnya... customer mu makin aneh2 aja sekarang. saya driver sangat dirugikan...,"['diajarin', 'customer', 'mu', 'biar', 'kalau', 'pesan', 'salah', 'titik', 'sama', 'kalau', 'bayar', 'jangan', 'suka', 'kurang', 'tarif', 'customer', 'mu', 'makin', 'aneh', 'aja', 'sekarang', 'driver', 'sangat', 'rugi']"
karena susah mencari pengemudi dibatalin terus,"['susah', 'cari', 'kemudi', 'dibatalin', 'terus']"
"Udah banyak yg pakai diperbarui dong aplikasinya,yg deket aja ada driver dapetnya kok driver yg jauh😇","['udah', 'banyak', 'yg', 'pakai', 'baru', 'dong', 'aplikasinyayg', 'deket', 'aja', 'driver', 'dapetnya', 'kok', 'driver', 'yg', 'jauh']"
"Maps nya kurang akurat kdang.2x naik motor Driver eror gak tau jalan, yang parah saya dpt 2x mobil yg sma dan dg kondisi bau mobil yang sangat tidak nyaman d lambung,trun dri mobil otw 🤮🤮🤮. Parah tolong lah d perbaiki biar penumpang nyaman pake apk ini.😑😑","['maps', 'nya', 'kurang', 'akurat', 'kdangx', 'naik', 'motor', 'driver', 'eror', 'gak', 'tau', 'jalan', 'parah', 'dpt', 'x', 'mobil', 'yg', 'sma', 'dg', 'kondisi', 'bau', 'mobil', 'sangat', 'nyaman', 'd', 'lambungtrun', 'dri', 'mobil', 'otw', 'parah', 'lah', 'd', 'baik', 'biar', 'tumpang', 'nyaman', 'pake', 'apk']"
Loading kagak jelas mulu,"['loading', 'kagak', 'jelas', 'mulu']"
"Susah banget dapat kode verifikasi. Saran aja. Jangan menggunakan SMS gunakan WhatsApp juga biar CS yang kehilangan hpnya atau yang menggunakan ESim bisa masuk kodenya, terimakasih","['susah', 'banget', 'kode', 'verifikasi', 'saran', 'aja', 'jangan', 'guna', 'sms', 'guna', 'whatsapp', 'biar', 'cs', 'hilang', 'hpnya', 'yang', 'guna', 'esim', 'masuk', 'kode', 'terimakasih']"
"sistemnya cacat banget, top up saldo ga masuk padahal transferan uda berhasil. pas liat ulasan lainnya, ternyata banyak juga yang ngalamin hal yang sama. jadi itu uang kita yang terkirim buat top up kemanaa?? wkwkwk kocak, kalau belum pantes mendinh jangan adain fitur itu dulu, ngerugiin orang lain banget! mana gaada solusinya sama sekali, hadeuhhh sebel","['sistem', 'cacat', 'banget', 'top', 'up', 'saldo', 'ga', 'masuk', 'padahal', 'transfer', 'uda', 'hasil', 'pas', 'liat', 'ulas', 'lain', 'nyata', 'banyak', 'yang', 'ngalamin', 'yang', 'sama', 'jadi', 'uang', 'yang', 'kirim', 'buat', 'top', 'up', 'kemanaa', 'wkwkwk', 'kocak', 'kalau', 'pantes', 'mendinh', 'jangan', 'adain', 'fitur', 'dulu', 'ngerugiin', 'orang', 'banget', 'mana', 'gaada', 'solusi', 'sama', 'sekali', 'hadeuhhh', 'sebel']"
"Knpa ini min? Aplikasi maxim saya terkeluar pas saya login ulang nmr verifikasi tdk msuk"" ???? Knpa maxim skrng ini,, sdh 2 bln bgini trus???","['knpa', 'min', 'aplikasi', 'maxim', 'keluar', 'pas', 'login', 'ulang', 'nmr', 'verifikasi', 'tdk', 'msuk', 'knpa', 'maxim', 'skrng', 'sdh', 'bln', 'bgini', 'trus']"
Tolong dong bagi pihak aplikator terutama di bagian pelayanan kenapa setiap pelayanan food n shop tidak ada yg mau Ini menandakan kualitas maxim masih dibawah rata rata setiap kali saya pesan delivery n food pasti driver gak mau itu berarti kurangnya tutorial dalam menjalankan aplikasi maxim atau pelatihan pengambilan semua order gak ada,"['dong', 'pihak', 'aplikator', 'utama', 'bagi', 'layan', 'layan', 'food', 'n', 'shop', 'yg', 'mau', 'tanda', 'kualitas', 'maxim', 'bawah', 'rata', 'rata', 'tiap', 'kali', 'pesan', 'delivery', 'n', 'food', 'driver', 'gak', 'mau', 'arti', 'kurang', 'tutorial', 'jalan', 'aplikasi', 'maxim', 'latih', 'ambil', 'semua', 'order', 'gak', 'ada']"
bagus,['bagus']
Apps susah,"['apps', 'susah']"
"Sorry gw uninstall byk oknum drivernya genit bgt n ga sopan,attitude sangat2 jelek banget bukannya nyaman malah risih. Istri gw sampe trauma","['sorry', 'gw', 'uninstall', 'byk', 'oknum', 'drivernya', 'genit', 'bgt', 'n', 'ga', 'sopanattitude', 'sangat', 'jelek', 'banget', 'bukan', 'nyaman', 'malah', 'risih', 'istri', 'gw', 'sampe', 'trauma']"
Para drivernya ngak konsisten SE enaknya sendiri membatalkan bila dipesan,"['drivernya', 'ngak', 'konsisten', 'se', 'enak', 'sendiri', 'batal', 'bila', 'pes']"
Verifikasi nya susahh bgt,"['verifikasi', 'nya', 'susahh', 'bgt']"
Maxim selalu mahal dari grab..mahal bukan apa selalu minta up je..kalah2 grab Kalau tida di up langsung tida ambil!!!! Bagus lagi guna grab dari Maxim!!!,"['maxim', 'selalu', 'mahal', 'grabmahal', 'bukan', 'apa', 'selalu', 'minta', 'up', 'jekalah', 'grab', 'kalau', 'tida', 'up', 'langsung', 'tida', 'ambil', 'bagus', 'guna', 'grab', 'maxim']"
"driver sering gak datang, mending pake indriver yg tarifnya lebih murah","['driver', 'sering', 'gak', 'datang', 'mending', 'pake', 'indriver', 'yg', 'tarif', 'lebih', 'murah']"
"Dapet driver di ongkir nya 11900 jadi 16900, karna yang naik bukan saya tapi mamah saya jadi mmh saya di minta lebih. Bukan karena uang nya tapi ko bisa gtu? Untung mmh saya pegang uang pas pulg nya. Dan di aplikasi riwayat nya menghilang saya lupa namanya dan plat nya.","['dapet', 'driver', 'ongkir', 'nya', 'jadi', 'karna', 'naik', 'bukan', 'mamah', 'jadi', 'mmh', 'di', 'minta', 'lebih', 'bukan', 'uang', 'nya', 'tapi', 'ko', 'gtu', 'untung', 'mmh', 'pegang', 'uang', 'pas', 'pulg', 'nya', 'di', 'aplikasi', 'riwayat', 'nya', 'hilang', 'lupa', 'nama', 'plat', 'nya']"
TOLONG DONG MANAGEMEN MAXIM DI UPDATE LG AKURASI MAPS NYA BIAR SINKRON. BIAR GAK ADA DEBAT SOAL CUST & DRIVER SOAL TITIK JEMPUT YG MASIH GAK SESUAI. CAPEK JG LAMA2 ANTER JEMPUT AJAH PAKE RIBUT MULUT MULU!,"['dong', 'managemen', 'maxim', 'update', 'lg', 'akurasi', 'maps', 'nya', 'biar', 'sinkron', 'biar', 'gak', 'debat', 'soal', 'cust', 'driver', 'soal', 'titik', 'jemput', 'yg', 'gak', 'sesuai', 'capek', 'jg', 'lama', 'anter', 'jemput', 'ajah', 'pake', 'ribut', 'mulut', 'mulu']"
Makin di update rada hengggg mana petaaa erooor,"['makin', 'update', 'rada', 'hengggg', 'mana', 'petaaa', 'erooor']"
Setelah update banyak erornya,"['update', 'banyak', 'eror']"
"Pas isi saldo wallet nya lama sampai setengah jam, tuh potongan nya 2k,minimal perbaiki lah pembayaran non tunai tuh 👎👎👎👎","['pas', 'isi', 'saldo', 'wallet', 'nya', 'lama', 'tengah', 'jam', 'tuh', 'potong', 'nya', 'kminimal', 'baik', 'lah', 'bayar', 'non', 'tunai', 'tuh']"
"Selalu setiap besan, driver minta di batalin karna ini lah itulah. Ga ada fitur tolak orderan apa ya, kadang kita repot pesen berkali²","['selalu', 'besan', 'driver', 'minta', 'batalin', 'karna', 'lah', 'ga', 'fitur', 'tolak', 'order', 'apa', 'kadang', 'repot', 'sen', 'kali']"
Untuk daerah bontang kaltim para driver tdk mau mengambil orderan dengan hrga yg sudah tertera yg menurut mereka masih murah. Mungkin para driver sudh sepakat semua. Mohon dibenahi agar tidak menyulitkan para konsumen kalangan menengaha kebawah🙏,"['daerah', 'bontang', 'kaltim', 'driver', 'tdk', 'mau', 'ambil', 'order', 'hrga', 'yg', 'tera', 'yg', 'mereka', 'murah', 'mungkin', 'driver', 'sudh', 'sepakat', 'semua', 'mohon', 'benah', 'tidak', 'sulit', 'konsumen', 'kalang', 'menengaha', 'bawah']"
"Awal make biayanya terjangkau, sekarang jadi mahal bgt apalagi untuk mahasiswa seperti saya Dulu biaya transportasi mobil mentok di 12k, sekarang udah naik jadi 17.100 dan para driver ngambilnya 18k Gimana dahhh","['awal', 'make', 'biaya', 'jangkau', 'sekarang', 'jadi', 'mahal', 'bgt', 'untuk', 'mahasiswa', 'saya', 'dulu', 'biaya', 'transportasi', 'mobil', 'mentok', 'k', 'sekarang', 'udah', 'naik', 'jadi', 'para', 'driver', 'ngambilnya', 'k', 'gimana', 'dahhh']"
"Tolong dong buat para driver maxim jangan suka pilih2 tarif Tidak semua orang yang order maxim itu orang kaya yang tarif nya harus di tinggiin Ada yang uang nya pas2an pengen pulang kerja pesen maxim mentang2 pasang tarif nya rendah,gak asa driver yg mau ambil orderan. Jangan begitulah kalian. Saling bantu aja,klo kalian pilih2 konsumen yg pasang tarif nya tinggi yg kalian ambil,mending jangan jadi driver maxim,tapi jdi ojek biasa aja,biar bisa pilih orderan mana orang kaya dan mana orang miskin","['dong', 'buat', 'driver', 'maxim', 'jangan', 'suka', 'pilih', 'tarif', 'semua', 'orang', 'order', 'maxim', 'orang', 'kaya', 'tarif', 'nya', 'di', 'tinggiin', 'yang', 'uang', 'nya', 'pas', 'ken', 'pulang', 'kerja', 'sen', 'maxim', 'mentang', 'pasang', 'tarif', 'nya', 'rendahgak', 'asa', 'driver', 'yg', 'mau', 'ambil', 'order', 'jangan', 'begitu', 'kalian', 'saling', 'bantu', 'ajaklo', 'kalian', 'pilih', 'konsumen', 'yg', 'pasang', 'tarif', 'nya', 'tinggi', 'yg', 'kalian', 'ambilmending', 'jangan', 'jadi', 'driver', 'maximtapi', 'jdi', 'ojek', 'biasa', 'ajabiar', 'pilih', 'order', 'mana', 'orang', 'kaya', 'mana', 'orang', 'miskin']"
Sistem map buruk,"['sistem', 'map', 'buruk']"
ac gak dhidupin,"['ac', 'gak', 'dhidupin']"
Aplikasi tidak ada opsi cancel order,"['aplikasi', 'ada', 'opsi', 'cancel', 'order']"
"maxim wallet nya mungkin boleh diperbaiki lagi yaa, lalot banget, saya isi saldo dari mbanking ngga masuk semua. selalu pakai Maxim karena murah. tapi Maxim wallet nya menggangu, tidak tau mau lapor kemana. coba di benahi lagi, terakhir saya ini sekitar 15. 000 yang masuk di Maxim wallet cuman 8 ribu, aneh banget. dan sampai sekarang ngga belum masuk tuh sisa saldo. tolong dibenahi lagi yaa. soalnya ini kasus bukan pertama yaa","['maxim', 'wallet', 'nya', 'mungkin', 'baik', 'yaa', 'lalot', 'banget', 'isi', 'saldo', 'mbanking', 'ngga', 'masuk', 'semua', 'selalu', 'pakai', 'maxim', 'murah', 'maxim', 'wallet', 'nya', 'menggangu', 'tau', 'mau', 'lapor', 'coba', 'benah', 'akhir', 'yang', 'masuk', 'maxim', 'wallet', 'cuman', 'ribu', 'aneh', 'banget', 'sampai', 'sekarang', 'ngga', 'masuk', 'tuh', 'sisa', 'saldo', 'benah', 'yaa', 'soal', 'ini', 'kasus', 'bukan', 'pertama', 'yaa']"
Ada masalah degan aplikasi inih pelayan nan yah ga bagusmatakyah aku kasih bintang 1🤬🤬🤬🤬🤬,"['masalah', 'degan', 'aplikasi', 'inih', 'layan', 'nan', 'yah', 'ga', 'bagusmatakyah', 'aku', 'kasih', 'bintang']"
Maxim kok pengemudinya lama yang konfirmasi orderan ini aplikasi percuma,"['maxim', 'kok', 'mud', 'lama', 'konfirmasi', 'order', 'aplikasi', 'percuma']"
Tolong kasih fitur foto dong kasian driver yg gatau suka nyariin lokasi,"['kasih', 'fitur', 'foto', 'dong', 'kasi', 'driver', 'yg', 'gatau', 'suka', 'nyariin', 'lokasi']"
"Draver nya pda gak jelas , brpa kli order minta di batalin semua","['draver', 'nya', 'pda', 'gak', 'jelas', 'brpa', 'kli', 'order', 'minta', 'batalin', 'semua']"
apk jelek,"['apk', 'jelek']"
"drivernya kasar, lemes","['drivernya', 'kasar', 'lemes']"
"drivernya ampas ga punya sopan santun, mending gojek/grab. udah dilaporin lewat cs jawabannya malah gabisa menemukan jawaban untuk hal itu. sampah banget cs sama drivernya.","['drivernya', 'ampas', 'ga', 'punya', 'sopan', 'santun', 'mending', 'gojekgrab', 'udah', 'dilaporin', 'lewat', 'cs', 'jawab', 'malah', 'gabisa', 'temu', 'jawab', 'hal', 'sampah', 'banget', 'cs', 'sama', 'drivernya']"
