content,processed_text
"Aplikasi sampah, mau login aja nggak bisa","['aplikasi', 'sampah', 'mau', 'login', 'aja', 'bisa']"
"halo, saya isi wallet maxim saya dri mbaking berhasil tapi kok gk masuk ya.. kontak untuk komplain jg gka ada gmn ini","['halo', 'isi', 'wallet', 'maxim', 'dri', 'mbaking', 'hasil', 'kok', 'gk', 'masuk', 'kontak', 'komplain', 'jg', 'gka', 'gmn']"
gk sengaja keinstal langsungaq unistal,"['gk', 'sengaja', 'keinstal', 'langsungaq', 'unistal']"
"Tracking rute jalan tidak jelas. Rute jalan yang biasanya diambil jadi berubah dari dekat malah pilih rute yang lebih jauh, ongkos jalannya juga jadi lebih mahal. Kecewa","['tracking', 'rute', 'jalan', 'jelas', 'rute', 'jalan', 'biasa', 'ambil', 'jadi', 'ubah', 'dekat', 'malah', 'pilih', 'rute', 'lebih', 'jauh', 'ongkos', 'jalan', 'jadi', 'lebih', 'mahal', 'kecewa']"
"yg mau coba maxim, mending di fikir baik² deh gue top up 3 kali berturut² dgn nominal lumayan besar up to 100K di apknya malah ga masul saldonya ntah ilang kemana jd dr pd lu pd nyesel pake apk gajelas ini mending gausah instal sekalian","['yg', 'mau', 'coba', 'maxim', 'mending', 'fikir', 'baik', 'deh', 'gue', 'top', 'up', 'kali', 'turut', 'dgn', 'nominal', 'lumayan', 'besar', 'up', 'to', 'k', 'apknya', 'malah', 'ga', 'masul', 'saldo', 'ntah', 'ilang', 'jd', 'dr', 'pd', 'lu', 'pd', 'nyesel', 'pake', 'apk', 'gajelas', 'mending', 'gausah', 'instal', 'sekali']"
Tanpa menanyakan kepengguna tau2 diblokir no saya memakai orderan fiktif aja ga pernah jarang2 saya buka juga aplikasi nya....tau2 diblokir aneh emang Maxim ini....saya bakal kasih tau ke pengguna yg lain bahwa Maxim memutuskan sepihak,"['tanya', 'guna', 'tau', 'blokir', 'no', 'pakai', 'order', 'fiktif', 'aja', 'ga', 'pernah', 'jarang', 'buka', 'aplikasi', 'nyatau', 'blokir', 'aneh', 'emang', 'maxim', 'inisaya', 'bakal', 'kasih', 'tau', 'guna', 'yg', 'bahwa', 'maxim', 'putus', 'pihak']"
"Registrasi kok otp no hp gak muncul muncul , kenapa yah ?","['registrasi', 'kok', 'otp', 'no', 'hp', 'gak', 'muncul', 'muncul', 'yah']"
Barang saya tertinggal di mobil. Ribet banget ya ga bisa langsung terhubung ke CS Maxim. Sangat slow respon.,"['barang', 'tinggal', 'mobil', 'ribet', 'banget', 'ga', 'langsung', 'hubung', 'cs', 'maxim', 'sangat', 'slow', 'respon']"
usahakan siapkan uang kecil utk kembalian.. jangan alasan dompet ketinggalan,"['usaha', 'siap', 'uang', 'kecil', 'utk', 'kembali', 'jangan', 'alas', 'dompet', 'tinggal']"
Kalok hujan gk ada driver,"['kalok', 'hujan', 'gk', 'driver']"
Aplikasi apaan ni gk bisa di gunakan,"['aplikasi', 'apa', 'ni', 'gk', 'di', 'guna']"
Kurang bagus,"['kurang', 'bagus']"
susah bener cari driver nya di kala gerimis,"['susah', 'bener', 'cari', 'driver', 'nya', 'kala', 'gerimis']"
kalo hujan para drivernya pada ga mau ngambil jobnya,"['kalo', 'hujan', 'drivernya', 'ga', 'mau', 'ngambil', 'jobnya']"
susah,['susah']
"Aplikasi Lemot.. Akun log out sendiri, masuk minta kode verifikasi kagak bisa. Kecewa saya pake maxim.","['aplikasi', 'lot', 'akun', 'log', 'out', 'sendiri', 'masuk', 'minta', 'kode', 'verifikasi', 'kagak', 'kecewa', 'pake', 'maxim']"
Sering menolak pesanan tanpa alasan yang jelas 😏 Lelet banget responnya 💆🏻 Mohon diperbaiki dan lebih diperhatikan lagi kinerjanya 😠,"['sering', 'tolak', 'pesan', 'alas', 'jelas', 'lelet', 'banget', 'responnya', 'mohon', 'baik', 'lebih', 'perhati', 'kerja']"
asu,['asu']
"Takut bgt.. kenapa abangnya gak mau kasih helm untuk jarak tujuan 7.5 km, gak bukain injekkan kaki yg aku gak tau cara buka injekkannya kalau tipe motor listrik, padahal bawa tas besar yg aku bilang titip depan tapi dia sok budeg. Giliran dia nanya alamat, pas saya jawab sesuai nada bicara awal plus lagi dijalan.. budeg nya ilang, pendengaran jadi jelas. Kenapa ya? Takut.. saya berusaha keras untuk jaga keseimbangan karena didepan saya tas besar, injekkan kakipun ga ada Semoga terlaknat B4874SVH","['takut', 'bgt', 'abang', 'gak', 'mau', 'kasih', 'helm', 'jarak', 'tuju', 'km', 'gak', 'bukain', 'injekkan', 'kaki', 'yg', 'aku', 'gak', 'tau', 'cara', 'buka', 'injekkannya', 'kalau', 'tipe', 'motor', 'listrik', 'padahal', 'bawa', 'tas', 'besar', 'yg', 'aku', 'bilang', 'titip', 'depan', 'sok', 'budeg', 'gilir', 'dia', 'nanya', 'alamat', 'pas', 'jawab', 'sesuai', 'nada', 'bicara', 'awal', 'plus', 'jalan', 'budeg', 'nya', 'ilang', 'dengar', 'jadi', 'jelas', 'ya', 'takut', 'usaha', 'keras', 'jaga', 'imbang', 'depan', 'tas', 'besar', 'injekkan', 'kaki', 'ga', 'moga', 'laknat', 'bsvh']"
"tolong dong pilih/seleksi driver maxim yg lebih profesional kerjanya,saya sering dapet driver maxim yg terkadang titik jemputnya tidak sesuai dan saya sendiri harus menyusul ke drivernya,padahal di depan rumah saya bisa muat mobil.","['dong', 'pilihseleksi', 'driver', 'maxim', 'yg', 'lebih', 'profesional', 'kerjanyasaya', 'sering', 'dapet', 'driver', 'maxim', 'yg', 'terkadang', 'titik', 'jemput', 'sesuai', 'sendiri', 'susul', 'drivernyapadahal', 'depan', 'rumah', 'saya', 'bisa', 'muat', 'mobil']"
Ini aplikasi nya yg rusak atau driver nya ga mau ambil rezeki orderan ?,"['aplikasi', 'nya', 'yg', 'rusak', 'driver', 'nya', 'ga', 'mau', 'ambil', 'rezeki', 'order']"
"Buat supir yang namanya andi syahputra Mobil daihatsu sigra dengan bk 1694EA . Dia menipu kami dengan meminta bajet lebih, dia membedakan harga penumpang dan harga penumpang, dia meminta bujet lebih sekitar 20ribu , mohon di beri pelajaran oleh maxim","['buat', 'supir', 'nama', 'andi', 'syahputra', 'mobil', 'daihatsu', 'sigra', 'bk', 'ea', 'tipu', 'dengan', 'minta', 'bajet', 'lebih', 'beda', 'harga', 'tumpang', 'harga', 'tumpang', 'minta', 'bujet', 'lebih', 'ribu', 'mohon', 'beri', 'ajar', 'maxim']"
Lelet apknya Mau daftar aja susah,"['lelet', 'apknya', 'mau', 'daftar', 'aja', 'susah']"
"heran driver mobil suka cancel, apa karna ke murahan ongkos nya","['heran', 'driver', 'mobil', 'suka', 'cancel', 'apa', 'karna', 'murah', 'ongkos', 'nya']"
Jelek,['jelek']
BM 1638 YF tolong kau perhatikan dulu Driver mu itu kawan. dah viral maxim di cap buruk gegara dia itu. Tq,"['bm', 'yf', 'kau', 'perhati', 'dulu', 'driver', 'mu', 'kawan', 'dah', 'viral', 'maxim', 'cap', 'buruk', 'gegara', 'itu', 'tq']"
"kalo hujan pasti lama bnget nyari drivernya.. padahal kondisinya tuh perlu banget! percuma di naikin harganya kalo ttp lama!!! paling sering tuh drivernya udh ketemu, tpi ga jalan2","['kalo', 'hujan', 'lama', 'bnget', 'nyari', 'drivernya', 'padahal', 'kondisi', 'tuh', 'perlu', 'banget', 'percuma', 'naikin', 'harga', 'kalo', 'ttp', 'lama', 'paling', 'sering', 'tuh', 'drivernya', 'udh', 'ketemu', 'tpi', 'ga', 'jalan']"
"Tolong ya driver maxsim Yang order waktu hari jum,at ke Parakan Muncang tolong hp saya kembaliin ,ada salah satu driver yang gak jujur","['ya', 'driver', 'maxsim', 'order', 'waktu', 'hari', 'jumat', 'para', 'muncang', 'hp', 'kembaliin', 'salah', 'satu', 'driver', 'gak', 'jujur']"
aplikasi gajelas nyesel isi saldo di maxim sial doang jncok,"['aplikasi', 'gajelas', 'nyesel', 'isi', 'saldo', 'maxim', 'sial', 'doang', 'jncok']"
tidak dapat menemukan Alamat Penjemputan di Peta,"['dapat', 'temu', 'alamat', 'jemput', 'peta']"
Pengalaman baru kali ini seumur hidup naik Maxim dibawa ugal ugalan posisi saya lagi hamil dan parahnya saya diturunkan dijalanan padahal masih jauh sama titik tujuan !!!!,"['alam', 'baru', 'kali', 'umur', 'hidup', 'naik', 'maxim', 'bawa', 'ugal', 'ugalan', 'posisi', 'lagi', 'hamil', 'parah', 'turun', 'jalan', 'padahal', 'jauh', 'sama', 'titik', 'tuju']"
Kurang update,"['kurang', 'update']"
sangat memudahkan dan aman..,"['sangat', 'mudah', 'aman']"
Map tidak sesuai dengan pendemudi. Lokasi saya beda dengan di map sehingga memperlambat penjemputan buang buang waktu jadi kurang efisien,"['map', 'sesuai', 'pendemudi', 'lokasi', 'beda', 'di', 'map', 'lambat', 'jemput', 'buang', 'buang', 'waktu', 'jadi', 'kurang', 'efisien']"
"Banyak permainan harga di driver, diluar harga aplikasi","['banyak', 'main', 'harga', 'driver', 'luar', 'harga', 'aplikasi']"
"Apaan nih aplikasi maksim, mau daftar pas minta otp gak masuk2, udah ganti nomor pun sama aj, yg jelaslah buat aplikasi","['apa', 'nih', 'aplikasi', 'maksim', 'mau', 'daftar', 'pas', 'minta', 'otp', 'gak', 'masuk', 'udah', 'ganti', 'nomor', 'sama', 'aj', 'yg', 'jelas', 'buat', 'aplikasi']"
"kek pantat driver nya kbnyakan alesann mulu entah ban bocor atau hal lain,kek taii pdahal lagi buru² ,8× dapet alesan kaya gitu mulu,ga sekalian aja pecah mesin,pecah pala ta","['kek', 'pantat', 'driver', 'nya', 'kbnyakan', 'alesann', 'mulu', 'entah', 'ban', 'bocor', 'hal', 'lainkek', 'taii', 'pdahal', 'buru', 'dapet', 'alesan', 'kaya', 'gitu', 'muluga', 'sekali', 'aja', 'pecah', 'mesinpecah', 'pala', 'ta']"
Maxim saat kurang bagus bagi saya...maaf saya tidak kasi bintang satu ada salah satu Maxim..dia hampir bunuh saya...karna saya tidak tau dia mau bunuh saya Karana apa..dan itu saya dan Maxim bakali untung saya selamat kalo tidak saya mati/meninggal jadi aplikasi ini tidak bagus apalagi yang bawa kendaraan nya orang nya Maxim itu kurang tidak bagus juga 😏,"['maxim', 'kurang', 'bagus', 'sayamaaf', 'kasi', 'bintang', 'satu', 'salah', 'satu', 'maximdia', 'hampir', 'bunuh', 'sayakarna', 'tau', 'mau', 'bunuh', 'karana', 'apadan', 'maxim', 'bakal', 'untung', 'saya', 'selamat', 'kalo', 'tidak', 'saya', 'matimeninggal', 'jadi', 'aplikasi', 'tidak', 'bagus', 'yang', 'bawa', 'kendara', 'nya', 'orang', 'nya', 'maxim', 'kurang', 'tidak', 'bagus']"
Maaf Untuk Peta lokasi lokasi nya lebih diperjelas lagi,"['maaf', 'peta', 'lokasi', 'lokasi', 'nya', 'lebih', 'jelas']"
Aplikasi terburuk lebih baik gak usah ada Maxim kalo susah buat order,"['aplikasi', 'buruk', 'lebih', 'baik', 'gak', 'usah', 'maxim', 'kalo', 'susah', 'buat', 'order']"
Maxsim ga baik setiap mesen selalu lama konfirmasinya,"['maxsim', 'ga', 'baik', 'mesen', 'selalu', 'lama', 'konfirmasi']"
kalo pesan makanan sering tdk ada yang mengambil,"['kalo', 'pesan', 'makan', 'sering', 'tdk', 'yang', 'ambil']"
"Kocak pengemudi ny,dibilang belok ke belokan nya malah lanjutin jalan ke titik,padahal sudah saya ketik belokan nya Masi aja lanjutin ke titik emangnya semua rumah masuk ke map?gak kan MAKANYA SAYA MAU BILANG BUDIDAYAKAN MEMBACA!! GAUSAH TENGIL UJUNG UJUNGNYA KAN MINTA DI CANCEL,NGABISIN WAKTU TAU GA?","['kocak', 'kemudi', 'nydibilang', 'belok', 'belok', 'nya', 'malah', 'lanjutin', 'jalan', 'titikpadahal', 'ketik', 'belok', 'nya', 'mas', 'aja', 'lanjutin', 'titik', 'emang', 'semua', 'rumah', 'masuk', 'mapgak', 'kan', 'makanya', 'saya', 'mau', 'bilang', 'budidayakan', 'baca', 'gausah', 'tengil', 'ujung', 'ujung', 'kan', 'minta', 'cancelngabisin', 'waktu', 'tau', 'ga']"
PELAYANAN DRIVER YANG BURUK! TOLONG BANNED / KASIH CREDIT 0 KE DRIVER DGN NO PLAT PA 1431 AW KEKERASAN VERBAL TAPI HALUS TANPA TAU FAKTA DILAPANGAN!SAYA SUDAH LAPOR DI CS TAPI GAADA RESPON BAIK!,"['layan', 'driver', 'buruk', 'banned', 'kasih', 'credit', 'driver', 'dgn', 'no', 'plat', 'pa', 'aw', 'keras', 'verbal', 'halus', 'tau', 'fakta', 'dilapangansaya', 'lapor', 'cs', 'gaada', 'respon', 'baik']"
Bad experience,"['bad', 'experience']"
layanan fod gak sesuai,"['layan', 'fod', 'gak', 'sesuai']"
"Pada hari Jumat saya ketinggalan hp ,plat belakangnya Ale atas nama Aryo ,tp pas saya telpon hp nya sudah tidak aktip ,seharusnya sebagai pencari rejeki jujur biar Maxim terus berkembang ,kalo sopir kaya gitu bakal merugikann ,tolong dari pihak Maxim agar bisa membantu","['hari', 'jumat', 'tinggal', 'hp', 'plat', 'belakang', 'ale', 'atas', 'nama', 'aryo', 'tp', 'pas', 'telpon', 'hp', 'nya', 'tidak', 'aktip', 'bagai', 'cari', 'rejeki', 'jujur', 'biar', 'maxim', 'terus', 'kembang', 'kalo', 'sopir', 'kaya', 'gitu', 'bakal', 'merugikann', 'dari', 'pihak', 'maxim', 'bisa', 'bantu']"
"Driver tidak mau menerima orderan ketika hujan,padahal ongkos sudah dinaikan berkali kali","['driver', 'mau', 'terima', 'order', 'hujanpadahal', 'ongkos', 'naik', 'kali', 'kali']"
Sulit untuk membatalkan pesanan,"['sulit', 'batal', 'pesan']"
saldo ga bisa di pakee,"['saldo', 'ga', 'di', 'pakee']"
"Hai, sebenernya cukup kecewa dengan maxim. udah lama banget saya memeberi ulasan masalah maps, tetapi tidak ada perubahan. Tolong untuk developer di perbaiki pada saat kita memasukkan kata kunci untuk pencarian alamat, tetapi tidak ditemukan. Terutama bagi perumahannya yang di pedalaman, bukan hanya di pedalaman saja banyak yang di perkotaan juga sama. Tolong segera di perbaiki agar tidak susah mencari alamat. Tolong banget untuk segera diperbaiki. utk admin beritahu ke tim pengembang segeradong","['hai', 'sebenernya', 'cukup', 'kecewa', 'maxim', 'udah', 'lama', 'banget', 'memeberi', 'ulas', 'masalah', 'maps', 'tidak', 'ubah', 'developer', 'baik', 'saat', 'masuk', 'kata', 'kunci', 'cari', 'alamat', 'tidak', 'temu', 'utama', 'rumah', 'dalam', 'bukan', 'di', 'dalam', 'banyak', 'di', 'kota', 'sama', 'segera', 'di', 'baik', 'tidak', 'susah', 'cari', 'alamat', 'banget', 'untuk', 'segera', 'baik', 'utk', 'admin', 'beritahu', 'tim', 'kembang', 'segeradong']"
"klo komplain k maxim, tdk d tanggapi, sy khilangan brg smpai saat ini, tdk ada respon dari maxim","['klo', 'komplain', 'k', 'maxim', 'tdk', 'd', 'tanggap', 'sy', 'khilangan', 'brg', 'smpai', 'ini', 'tdk', 'respon', 'maxim']"
coba maxim perbaiki sistem food nya karna gak ada tulisan tutup di tokonya gak tau gak di tambahkan fiturnya atau emang tokonya yg salah gak tutup coba lah bayangin drivernya udah pergi ke tokonya malah tutup kan kayak gimana ya. jadi tolong lah pihak maxim Jagan fokus update transfortasi dulu foodnya juga butuh di update,"['coba', 'maxim', 'baik', 'sistem', 'food', 'nya', 'karna', 'gak', 'tulis', 'tutup', 'toko', 'gak', 'tau', 'gak', 'tambah', 'fiturnya', 'emang', 'toko', 'yg', 'salah', 'gak', 'tutup', 'coba', 'lah', 'bayangin', 'drivernya', 'udah', 'pergi', 'toko', 'malah', 'tutup', 'kan', 'kayak', 'gimana', 'jadi', 'lah', 'pihak', 'maxim', 'jagan', 'fokus', 'update', 'transfortasi', 'dulu', 'foodnya', 'butuh', 'update']"
Ongkos 50k Tapi supir maksa minta 85 Laporin ke aplikasi tapi ga ada tindakan,"['ongkos', 'k', 'supir', 'maksa', 'minta', 'laporin', 'aplikasi', 'ga', 'tindak']"
driver nya pacaran di mobil,"['driver', 'nya', 'pacar', 'mobil']"
"pengemudi lelet chat gk di bales sudah menunggu lama di cancle.,ketatin lgi untuk pengemudi","['kemudi', 'lelet', 'chat', 'gk', 'bales', 'tunggu', 'lama', 'cancleketatin', 'lgi', 'kemudi']"
Aplikasi bodoh sudah isi saldo gag bisa di gunakan Dan tidak bisa di tarik. Developer bodoh pembuat nya jelas sekali ingin mencuri uang para pengguna gag bisa di apa-apa in ini saldo saya pengguna bukan driver. Bila saldo saya hilang Bisa di Bawak ke meja hijau ini,"['aplikasi', 'bodoh', 'isi', 'saldo', 'gag', 'di', 'guna', 'tidak', 'di', 'tarik', 'developer', 'bodoh', 'buat', 'nya', 'jelas', 'sekali', 'curi', 'uang', 'guna', 'gag', 'di', 'apaapa', 'in', 'saldo', 'guna', 'bukan', 'driver', 'bila', 'saldo', 'hilang', 'di', 'bawak', 'meja', 'hijau']"
drivernya jauh jauh... pegel nunggunya,"['drivernya', 'jauh', 'jauh', 'gel', 'nunggunya']"
Dulu saya suka pake Maxim di Samarinda sekarang di Sangatta Maxim nya lambat dan suka menaik kan harga dengan alasan minta nomor wa,"['dulu', 'suka', 'pake', 'maxim', 'samarinda', 'sekarang', 'sangatta', 'maxim', 'nya', 'lambat', 'suka', 'naik', 'kan', 'harga', 'alas', 'minta', 'nomor', 'wa']"
"pengemudi tidak ada yang jujur, tidak pernah dikembalikan kalo barang yang lupa , dan kembalian tidak pernah dikembalikan !!!! Oknum Oknum GAPUNYA OTAK!!!!","['kemudi', 'ada', 'jujur', 'pernah', 'kembali', 'kalo', 'barang', 'lupa', 'kembali', 'pernah', 'kembali', 'oknum', 'oknum', 'gapunya', 'otak']"
"Terkadang dapat driver yang minta lebih dari harga asli di aplikasi, tidak pernah mau ngikutin harga dari aplikasi,terpaksa harus cancel Karna minta harga yang gila ... Tolong ditindaklanjuti hal seperti ini , berharap bisa sesuai aplikasi ternyata tidak.!!!","['terkadang', 'driver', 'minta', 'lebih', 'harga', 'asli', 'aplikasi', 'pernah', 'mau', 'ngikutin', 'harga', 'aplikasiterpaksa', 'cancel', 'karna', 'minta', 'harga', 'gila', 'ditindaklanjuti', 'seperti', 'harap', 'sesuai', 'aplikasi', 'nyata']"
alamat be dak lengkap,"['alamat', 'be', 'dak', 'lengkap']"
"maxim tu emang datangnya lama banget apa gimana si, selalu ga sesuai sama waktunya, tolong dong lebih di perbaiki lagi kesalahnnya","['maxim', 'tu', 'emang', 'datang', 'lama', 'banget', 'apa', 'gimana', 'si', 'selalu', 'ga', 'sesuai', 'sama', 'waktu', 'dong', 'lebih', 'baik', 'kesalahnnya']"
"saya sudah isi saldo dengan VABCA tapi saldo belum masuk juga, solusi nya bagaimana ya?","['sudah', 'isi', 'saldo', 'vabca', 'saldo', 'masuk', 'solusi', 'nya', 'bagaimana']"
"susah nyari titik nya, map nya aduh, kepakasa jadi pake aplikasi sebelelah","['susah', 'nyari', 'titik', 'nya', 'map', 'nya', 'aduh', 'kepakasa', 'jadi', 'pake', 'aplikasi', 'belah']"
sangat sangat sangat baik,"['sangat', 'sangat', 'sangat', 'baik']"
"Aplikasi scam, pas pesan harganya 106.000, pas sampai titik tujuan malah berubah jadi 160.000 kok bisa? Kami sebagai konsumen merasa dirugikan karena kami dipaksa membayar lebih tidak sesuai dengan harga awal, aplikasi dongo merugikan konsumen","['aplikasi', 'scam', 'pas', 'pesan', 'harga', 'pas', 'titik', 'tuju', 'malah', 'ubah', 'jadi', 'kok', 'kami', 'konsumen', 'rasa', 'rugi', 'kami', 'paksa', 'bayar', 'lebih', 'sesuai', 'harga', 'awal', 'aplikasi', 'dongo', 'rugi', 'konsumen']"
🙏,[]
"Jelek ahh bikin pusing mapsnya gajelas suka berubah sendiri ,sama harganya juga suka berubah sendiri jadi anehh ga ,gabisa kirim foto juga ,paling nyebelin hargnya suka berubah sendiri padahal di awal udah jelas tp bisa berubah sendiri dan malah titiknya jadi berubah gak sesuai diawal ,TOLONG PERBAIKI ! MAKASIH BANYAK","['jelek', 'ahh', 'bikin', 'pusing', 'mapsnya', 'gajelas', 'suka', 'ubah', 'sendiri', 'sama', 'harga', 'suka', 'ubah', 'sendiri', 'jadi', 'anehh', 'ga', 'gabisa', 'kirim', 'foto', 'paling', 'nyebelin', 'hargnya', 'suka', 'ubah', 'sendiri', 'padahal', 'awal', 'udah', 'jelas', 'tp', 'ubah', 'sendiri', 'malah', 'titik', 'jadi', 'ubah', 'gak', 'sesuai', 'awal', 'baik', 'makasih', 'banyak']"
"coba driver maxim terutama motor lebih di training dulu sebelum memulai bekerja 1. sering dapet kendaraan dan plat berbeda, pas mau di cancel di tempat driver malah marah marah dan minta ongkos ke saya utk bayar bensin 2. driver suka nerobos lampu merah, ngebut, dan memakan jalur berlawanan arah 3. kaki saya abis dijait jadi jalan masih aga susah, terus driver mengomel, ""cepet dong mba abisin waktu saya ini"" sepanjang jalan ngomel terus ada celetukan ""ck"" 4. driver minta uang tambahan","['coba', 'driver', 'maxim', 'utama', 'motor', 'lebih', 'training', 'dulu', 'mulai', 'kerja', 'sering', 'dapet', 'kendara', 'plat', 'beda', 'pas', 'mau', 'cancel', 'tempat', 'driver', 'malah', 'marah', 'marah', 'minta', 'ongkos', 'utk', 'bayar', 'bensin', 'driver', 'suka', 'nerobos', 'lampu', 'merah', 'ngebut', 'makan', 'jalur', 'lawan', 'arah', 'kaki', 'abis', 'dijait', 'jadi', 'jalan', 'aga', 'susah', 'terus', 'driver', 'omel', 'cepet', 'dong', 'mba', 'abisin', 'waktu', 'saya', 'ini', 'panjang', 'jalan', 'ngomel', 'terus', 'celetuk', 'ck', 'driver', 'minta', 'uang', 'tambah']"
Aplikasi anehh,"['aplikasi', 'anehh']"
Driver nya ngak mau nganterin makan sok sok jual mahal Driver nya,"['driver', 'nya', 'ngak', 'mau', 'nganterin', 'makan', 'sok', 'sok', 'jual', 'mahal', 'driver', 'nya']"
Ini Maxim Surabaya kantornya dimana ya... saya tanggal 10 malam naik Maxim dr Kenjeran Suramadu ke Bungurasih sekitar jam 10malam.. tp hp saya ketinggalan dimobil tersebut selang 5menit hp ku dimatiin dan tidak ada jejak rekot di hp temen saya yg pesan Maxim..jd saya kehilangan hp tersebut..solusinya gimana ini,"['maxim', 'surabaya', 'kantor', 'ya', 'tanggal', 'malam', 'naik', 'maxim', 'dr', 'kenjeran', 'suramadu', 'bungurasih', 'jam', 'malam', 'tp', 'hp', 'tinggal', 'mobil', 'sebut', 'selang', 'menit', 'hp', 'ku', 'dimatiin', 'tidak', 'jejak', 'rekot', 'hp', 'temen', 'yg', 'pesan', 'maximjd', 'hilang', 'hp', 'tersebutsolusinya', 'gimana']"
"Aplikasi bobrok, sering x driver alasan tdk ada uang kembalian. makanya sediakan topup saldo sprti yg lain","['aplikasi', 'bobrok', 'sering', 'x', 'driver', 'alas', 'tdk', 'uang', 'kembali', 'makanya', 'sedia', 'topup', 'saldo', 'sprti', 'yg']"
"APLIKASI GAK JELAS,GAK GUNA ,TINGKATIN PERFORMA DONG WOI,MASA NYARI PENGEMUDI AJA LAMA BANGET ,KALO GAK ADA KEMAJUAN APUS AJA NIH APK!!!!","['aplikasi', 'gak', 'jelasgak', 'tingkatin', 'performa', 'dong', 'woimasa', 'nyari', 'kemudi', 'aja', 'lama', 'banget', 'kalo', 'gak', 'maju', 'apus', 'aja', 'nih', 'apk']"
ramah dan cepat,"['ramah', 'cepat']"
terlalu mahal jarak dekatnya,"['terlalu', 'mahal', 'jarak', 'dekat']"
"Aplikasi apaan ini!!! pertama kali pake malah begini, saya pesan 2 orderan berbeda di toko yg sama dapet notif dri driver pertama pesanan pertama sudah di laksanakan atau selesai padahal saya belum nerima sama sekali pesanannya dan ga lama dia ngirim pesan minta di balikin saldonya dengan alasan sudah kepotong oleh maximnya yah saya gamau lah pesanan ga di terima sama saya malah minta balikin saldo.!!! Lain kali jadi driver yang amanah dan untuk develover seleksi lagi lah akun² yang ga amanah.","['aplikasi', 'apa', 'pertama', 'kali', 'pake', 'malah', 'begini', 'pesan', 'order', 'beda', 'toko', 'yg', 'sama', 'dapet', 'notif', 'dri', 'driver', 'pertama', 'pesan', 'pertama', 'laksana', 'selesai', 'padahal', 'belum', 'nerima', 'sama', 'sekali', 'pesan', 'ga', 'lama', 'ngirim', 'pesan', 'minta', 'balikin', 'saldo', 'alas', 'potong', 'maximnya', 'yah', 'gamau', 'lah', 'pesan', 'ga', 'di', 'terima', 'sama', 'malah', 'minta', 'balikin', 'saldo', 'kali', 'jadi', 'driver', 'amanah', 'untuk', 'develover', 'seleksi', 'lah', 'akun', 'ga', 'amanah']"
Gak jelas. Map ngaco. Wallet ngaco. Driver juga ngaco pada nyasar. Kata nya udah ngikutin map.kasian drivernya. Gak niat bikin aplikasi nyusahin banget. Bubar aja klo cuma bikin susah orang.,"['gak', 'jelas', 'map', 'ngaco', 'wallet', 'ngaco', 'driver', 'ngaco', 'nyasar', 'kata', 'nya', 'udah', 'ngikutin', 'mapkasian', 'drivernya', 'gak', 'niat', 'bikin', 'aplikasi', 'nyusahin', 'banget', 'bubar', 'aja', 'klo', 'cuma', 'bikin', 'susah', 'orang']"
"Aplikasi ribet, driver sering membatalkan","['aplikasi', 'ribet', 'driver', 'sering', 'batal']"
Kenapa driver maxim byk yg nipu. Apa karna murah. Ditanya ongkos brp pasti dijawab 2x lipat. Padahal klo dia ngasih tau sebenernya saya juga pasti kasih lebih. Jadinya bikin nggak nyaman.,"['driver', 'maxim', 'byk', 'yg', 'nipu', 'apa', 'karna', 'murah', 'tanya', 'ongkos', 'brp', 'jawab', 'x', 'lipat', 'padahal', 'klo', 'ngasih', 'tau', 'sebenernya', 'juga', 'kasih', 'lebih', 'jadi', 'bikin', 'nyaman']"
ampas bgt knp force close mulu? buka genshin bisa tp buka maxim gabisa,"['ampas', 'bgt', 'knp', 'force', 'close', 'mulu', 'buka', 'genshin', 'tp', 'buka', 'maxim', 'gabisa']"
Kok sekarang harga nya mahal banget ya,"['kok', 'sekarang', 'harga', 'nya', 'mahal', 'banget']"
Tiba2 dompet kaspro di blokir Apa maksud nya ini,"['tiba', 'dompet', 'kaspro', 'blokir', 'apa', 'maksud', 'nya']"
"Driver yg bawa mobil rata2 membahayakan pengguna jalan yg lain, ambil kiri malah belok kanan, suka rem mendadak","['driver', 'yg', 'bawa', 'mobil', 'rata', 'bahaya', 'guna', 'jalan', 'yg', 'ambil', 'kiri', 'malah', 'belok', 'kanan', 'suka', 'rem', 'dadak']"
Butut lier ek mesen dahar ge,"['butut', 'lier', 'ek', 'mesen', 'dahar', 'ge']"
"Tidak bisa loading,sdh 2 no yg dipakai buat loading tapi ngk dpt kode otp nya.","['bisa', 'loadingsdh', 'no', 'yg', 'pakai', 'buat', 'loading', 'ngk', 'dpt', 'kode', 'otp', 'nya']"
Aplikasi aneh....,"['aplikasi', 'aneh']"
merusak barang,"['rusak', 'barang']"
cepat jemput nya,"['cepat', 'jemput', 'nya']"
"Udh bertahun-tahun ga benerin maps y terus klo dapet driver di kasih yg jauh dr lokasi bukan cari yg deket, klo ga niat develope Sistem y ga usah buka di Indonesia aja bikin susah pelanggan aj...!!!","['udh', 'bertahuntahun', 'ga', 'benerin', 'maps', 'y', 'terus', 'klo', 'dapet', 'driver', 'kasih', 'yg', 'jauh', 'dr', 'lokasi', 'bukan', 'cari', 'yg', 'deket', 'klo', 'ga', 'niat', 'develope', 'sistem', 'y', 'ga', 'usah', 'buka', 'indonesia', 'aja', 'bikin', 'susah', 'langgan', 'aj']"
