hidden_dim,dropout,n_layers,learning_rate,batch_size,epoch,train_loss,train_acc,train_f1,valid_loss,valid_acc,valid_f1,time_mins,time_secs
64,0.5,2,0.0001,32,1,0.691,49.164,0.34,0.668,67.591,0.0,0,17
64,0.5,2,0.0001,32,2,0.582,71.161,0.214,0.438,80.192,0.687,0,15
64,0.5,2,0.0001,32,3,0.355,85.254,0.774,0.33,86.401,0.815,0,15
64,0.5,2,0.0001,32,4,0.278,89.21,0.839,0.291,87.379,0.814,0,15
64,0.5,2,0.0001,32,5,0.223,91.5,0.87,0.269,89.052,0.837,0,15
64,0.5,2,0.0001,32,6,0.182,93.643,0.901,0.261,90.111,0.858,0,15
64,0.5,2,0.0001,32,7,0.147,95.241,0.925,0.256,90.665,0.864,0,16
64,0.5,2,0.0001,32,8,0.122,96.087,0.939,0.253,91.018,0.865,0,15
64,0.5,2,0.0001,32,9,0.107,96.54,0.946,0.256,91.28,0.865,0,15
64,0.5,2,0.0001,32,10,0.095,97.148,0.955,0.259,90.393,0.855,0,17
64,0.5,2,0.0001,64,1,0.674,68.54,0.009,0.669,67.512,0.0,0,13
64,0.5,2,0.0001,64,2,0.658,68.522,0.0,0.647,67.512,0.0,0,13
64,0.5,2,0.0001,64,3,0.604,70.793,0.168,0.541,76.068,0.527,0,13
64,0.5,2,0.0001,64,4,0.43,82.149,0.703,0.389,81.936,0.728,0,12
64,0.5,2,0.0001,64,5,0.326,86.843,0.796,0.336,85.544,0.785,0,12
64,0.5,2,0.0001,64,6,0.266,90.2,0.849,0.305,86.955,0.809,0,13
64,0.5,2,0.0001,64,7,0.222,92.216,0.879,0.289,88.318,0.828,0,13
64,0.5,2,0.0001,64,8,0.193,93.371,0.897,0.271,89.255,0.836,0,14
64,0.5,2,0.0001,64,9,0.164,94.559,0.914,0.262,89.886,0.846,0,12
64,0.5,2,0.0001,64,10,0.139,95.576,0.931,0.265,90.265,0.853,0,13
128,0.3,2,0.001,32,1,0.344,84.489,0.755,0.243,90.302,0.857,0,28
128,0.3,2,0.001,32,2,0.161,94.023,0.906,0.256,89.708,0.854,0,27
128,0.3,2,0.001,32,3,0.091,97.068,0.954,0.262,89.375,0.843,0,27
128,0.3,2,0.001,32,4,0.053,98.12,0.97,0.299,88.569,0.826,0,27
128,0.3,2,0.001,32,5,0.035,99.037,0.985,0.378,89.083,0.834,0,28
128,0.3,2,0.001,32,6,0.023,99.146,0.986,0.429,88.679,0.824,0,30
128,0.3,2,0.001,32,7,0.019,99.419,0.991,0.528,89.556,0.843,0,28
128,0.3,2,0.001,32,8,0.013,99.6,0.994,0.533,88.831,0.834,0,30
128,0.3,2,0.001,32,9,0.015,99.455,0.991,0.511,89.304,0.836,0,39
128,0.3,2,0.001,32,10,0.007,99.782,0.997,0.646,88.669,0.84,0,31
128,0.3,2,0.001,64,1,0.479,78.324,0.686,0.304,85.361,0.807,0,23
128,0.3,2,0.001,64,2,0.229,90.051,0.85,0.236,90.155,0.859,0,24
128,0.3,2,0.001,64,3,0.126,95.466,0.928,0.242,90.234,0.855,0,24
128,0.3,2,0.001,64,4,0.07,97.53,0.961,0.285,88.438,0.813,0,25
128,0.3,2,0.001,64,5,0.044,98.667,0.979,0.36,88.923,0.826,0,23
128,0.3,2,0.001,64,6,0.028,99.273,0.988,0.373,88.642,0.822,0,23
128,0.3,2,0.001,64,7,0.018,99.455,0.991,0.474,89.627,0.846,0,24
128,0.3,2,0.001,64,8,0.016,99.473,0.992,0.475,89.454,0.843,0,24
128,0.3,2,0.001,64,9,0.016,99.419,0.991,0.398,88.417,0.819,0,23
128,0.3,2,0.001,64,10,0.015,99.493,0.992,0.524,89.026,0.831,0,23
128,0.3,2,0.0001,32,1,0.656,67.206,0.18,0.553,74.808,0.476,0,29
128,0.3,2,0.0001,32,2,0.386,83.316,0.743,0.334,85.05,0.78,0,28
128,0.3,2,0.0001,32,3,0.268,89.031,0.833,0.288,88.024,0.834,0,27
128,0.3,2,0.0001,32,4,0.207,92.207,0.88,0.258,89.859,0.846,0,27
128,0.3,2,0.0001,32,5,0.155,94.705,0.917,0.255,89.587,0.839,0,29
128,0.3,2,0.0001,32,6,0.119,95.831,0.934,0.261,90.605,0.86,0,31
128,0.3,2,0.0001,32,7,0.089,97.375,0.959,0.272,90.907,0.866,0,28
128,0.3,2,0.0001,32,8,0.076,97.466,0.96,0.273,90.605,0.857,0,30
128,0.3,2,0.0001,32,9,0.063,97.987,0.969,0.282,90.454,0.851,0,27
128,0.3,2,0.0001,32,10,0.049,98.619,0.978,0.288,90.706,0.861,0,29
128,0.3,2,0.0001,64,1,0.685,57.003,0.246,0.668,67.512,0.0,0,24
128,0.3,2,0.0001,64,2,0.607,71.156,0.233,0.502,77.7,0.651,0,24
128,0.3,2,0.0001,64,3,0.39,82.847,0.729,0.357,84.257,0.766,0,28
128,0.3,2,0.0001,64,4,0.287,88.533,0.825,0.303,87.13,0.817,0,39
128,0.3,2,0.0001,64,5,0.228,91.45,0.869,0.279,88.494,0.828,0,29
128,0.3,2,0.0001,64,6,0.18,93.833,0.905,0.267,88.897,0.829,0,26
128,0.3,2,0.0001,64,7,0.147,94.95,0.921,0.256,89.879,0.846,0,26
128,0.3,2,0.0001,64,8,0.115,96.135,0.939,0.26,90.639,0.858,0,24
128,0.3,2,0.0001,64,9,0.095,97.053,0.953,0.263,90.69,0.859,0,24
128,0.3,2,0.0001,64,10,0.078,97.584,0.962,0.288,90.409,0.855,0,24
128,0.5,2,0.001,32,1,0.366,82.902,0.728,0.253,89.083,0.844,0,28
128,0.5,2,0.001,32,2,0.172,93.243,0.894,0.248,89.788,0.859,0,31
128,0.5,2,0.001,32,3,0.1,96.36,0.943,0.254,89.889,0.849,0,29
128,0.5,2,0.001,32,4,0.066,97.668,0.963,0.329,88.669,0.825,0,28
128,0.5,2,0.001,32,5,0.045,98.385,0.975,0.326,89.748,0.844,0,31
128,0.5,2,0.001,32,6,0.03,98.928,0.983,0.449,88.73,0.825,0,29
128,0.5,2,0.001,32,7,0.024,99.328,0.989,0.499,89.012,0.835,0,30
128,0.5,2,0.001,32,8,0.022,99.192,0.987,0.465,89.607,0.845,0,31
128,0.5,2,0.001,32,9,0.017,99.357,0.99,0.515,88.669,0.832,0,35
128,0.5,2,0.001,32,10,0.014,99.582,0.993,0.565,88.992,0.84,0,28
128,0.5,2,0.001,64,1,0.464,78.846,0.668,0.281,87.001,0.821,0,24
128,0.5,2,0.001,64,2,0.208,91.766,0.873,0.234,89.651,0.847,0,24
128,0.5,2,0.001,64,3,0.134,94.944,0.92,0.262,89.55,0.853,0,23
128,0.5,2,0.001,64,4,0.084,97.279,0.957,0.255,89.826,0.849,0,23
128,0.5,2,0.001,64,5,0.063,97.831,0.966,0.305,87.733,0.8,0,23
128,0.5,2,0.001,64,6,0.052,98.431,0.975,0.432,88.292,0.803,0,23
128,0.5,2,0.001,64,7,0.072,97.257,0.956,0.356,88.342,0.832,0,23
128,0.5,2,0.001,64,8,0.062,97.416,0.96,0.381,89.05,0.831,0,23
128,0.5,2,0.001,64,9,0.041,98.409,0.975,0.436,87.534,0.806,0,23
128,0.5,2,0.001,64,10,0.021,99.357,0.99,0.451,88.546,0.83,0,23
128,0.5,2,0.0001,32,1,0.673,59.339,0.26,0.631,67.591,0.0,0,28
128,0.5,2,0.0001,32,2,0.46,78.683,0.618,0.368,82.419,0.736,0,27
128,0.5,2,0.0001,32,3,0.301,87.014,0.801,0.305,86.714,0.817,0,27
128,0.5,2,0.0001,32,4,0.238,90.404,0.853,0.271,88.438,0.827,0,27
128,0.5,2,0.0001,32,5,0.19,92.742,0.887,0.271,88.72,0.824,0,28
128,0.5,2,0.0001,32,6,0.159,94.478,0.914,0.244,90.413,0.855,0,27
128,0.5,2,0.0001,32,7,0.127,95.785,0.933,0.254,90.827,0.864,0,28
128,0.5,2,0.0001,32,8,0.117,96.14,0.939,0.242,91.431,0.874,0,27
128,0.5,2,0.0001,32,9,0.096,96.65,0.948,0.246,90.353,0.851,0,27
128,0.5,2,0.0001,32,10,0.085,97.075,0.953,0.235,91.371,0.869,0,30
128,0.5,2,0.0001,64,1,0.685,59.547,0.273,0.672,67.512,0.0,0,24
128,0.5,2,0.0001,64,2,0.64,68.958,0.037,0.585,71.419,0.298,0,23
128,0.5,2,0.0001,64,3,0.453,80.606,0.677,0.396,80.777,0.709,0,23
128,0.5,2,0.0001,64,4,0.328,86.004,0.783,0.332,85.769,0.798,0,23
128,0.5,2,0.0001,64,5,0.268,89.372,0.838,0.296,87.483,0.816,0,26
128,0.5,2,0.0001,64,6,0.226,91.531,0.87,0.275,88.443,0.826,0,24
128,0.5,2,0.0001,64,7,0.182,93.465,0.897,0.263,89.351,0.84,0,23
128,0.5,2,0.0001,64,8,0.156,94.461,0.913,0.254,89.833,0.845,0,26
128,0.5,2,0.0001,64,9,0.132,95.768,0.934,0.252,90.793,0.863,0,23
128,0.5,2,0.0001,64,10,0.116,96.065,0.938,0.257,90.716,0.861,0,23
